RUUU,RRUU,RRRU,UUUR,UURR,URRR,RURU,URUR,URRU,UUUU,UP1,UP2,UP3,UP4,SW1,SW2,SW3,SW4,errors
8.34063333333,5.03323333333,7.94806666667,11.94886,10.7339142857,10.18852,11.40135,11.0354125,10.1693,6.984075,8.96645454545,10.1867434783,10.595775,6.984075,7.1507875,10.9308411765,11.15494,11.0354125,10
