#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,5,3,4.46816,8.15242222222,2.98286949153,5.54610967742,2.88170655738,6.01939512195,[3.3825, 3.3825, 7.1526, 3.3825, 7.1526, 4.5258, 3.3825, 7.1526, 4.5258, 2.9346, 3.3825, 7.1526, 4.5258, 2.9346, 2.0529],[14.1883, 14.1883, 2.9076, 4.0353, 14.1883, 2.9076, 4.0353, 8.9226, 7.9985],[2.4037, 2.4037, 2.9014, 2.4708, 2.2621, 2.1559, 2.0707, 2.4037, 2.9014, 2.4708, 2.2621, 2.1559, 2.0707, 6.2871, 4.6306, 2.4139, 2.4806, 2.4867, 1.8478, 5.3193, 2.4037, 2.9014, 2.4708, 2.2621, 2.1559, 2.0707, 6.2871, 4.6306, 2.4139, 2.4806, 2.4867, 1.8478, 5.3193, 2.5421, 2.3571, 4.2842, 2.7595, 3.9965, 2.4037, 2.9014, 2.4708, 2.2621, 2.1559, 2.0707, 6.2871, 4.6306, 2.4139, 2.4806, 2.4867, 1.8478, 5.3193, 2.5421, 2.3571, 4.2842, 2.7595, 3.9965, 2.4864, 3.329, 2.435],[12.4473, 5.5496, 4.2218, 12.4473, 5.5496, 4.2218, 5.4268, 4.2592, 3.3141, 4.1408, 5.6063, 5.3689, 6.2847, 12.4473, 5.5496, 4.2218, 5.4268, 4.2592, 3.3141, 4.1408, 5.6063, 5.3689, 6.2847, 3.6754, 6.1365, 6.562, 3.9141, 4.6354, 4.153, 4.0656, 3.3297],[3.6936, 3.0934, 2.8455, 3.2639, 2.2318, 2.621, 3.6574, 3.6936, 3.0934, 2.8455, 3.2639, 2.2318, 2.621, 3.6574, 2.0856, 2.3102, 3.7426, 3.6936, 3.0934, 2.8455, 3.2639, 2.2318, 2.621, 3.6574, 2.0856, 2.3102, 3.7426, 2.7086, 3.6936, 3.0934, 2.8455, 3.2639, 2.2318, 2.621, 3.6574, 2.0856, 2.3102, 3.7426, 2.7086, 2.7863, 2.6852, 2.5101, 3.6936, 3.0934, 2.8455, 3.2639, 2.2318, 2.621, 3.6574, 2.0856, 2.3102, 3.7426, 2.7086, 2.7863, 2.6852, 2.5101, 2.4052, 2.4196, 2.1274, 2.7054, 2.4509],[6.621, 7.5884, 4.9033, 6.8941, 4.5869, 6.621, 7.5884, 4.9033, 6.8941, 4.5869, 4.6413, 3.3572, 4.9071, 10.2782, 5.9585, 4.5731, 5.7479, 12.5088, 6.237, 6.621, 7.5884, 4.9033, 6.8941, 4.5869, 4.6413, 3.3572, 4.9071, 10.2782, 5.9585, 4.5731, 5.7479, 12.5088, 6.237, 6.1378, 5.2423, 5.5271, 5.9884, 3.882, 3.516, 3.4592, 4.8431]
