block	trial	stimulus	signal	correct	respons	rt	re	ssd
0	0	1	0	2	1	949	0	0
0	1	1	0	2	1	578	10	0
0	2	1	0	2	1	638	0	0
0	3	1	0	2	1	611	0	0
0	4	1	1	2	0	0	0	250
0	5	1	0	2	1	604	-9	0
0	6	2	0	2	2	649	0	0
0	7	2	0	2	2	622	0	0
0	8	1	1	2	0	0	0	300
0	9	1	1	0	1	623	0	350
0	10	2	0	2	2	644	0	0
0	11	2	0	2	2	704	0	0
0	12	2	1	2	0	0	0	300
0	13	2	0	2	2	730	9	0
0	14	1	0	2	1	838	0	0
0	15	2	1	2	0	0	0	350
0	16	1	0	2	1	584	0	0
0	17	2	0	2	2	653	0	0
0	18	2	1	0	2	617	0	400
0	19	1	0	2	1	734	10	0
0	20	1	0	2	1	835	0	0
0	21	1	0	2	1	615	0	0
0	22	2	0	2	2	700	0	0
0	23	2	1	2	0	0	0	350
0	24	2	0	2	2	677	0	0
0	25	1	0	2	1	874	0	0
0	26	1	0	2	1	967	0	0
0	27	2	0	2	2	723	0	0
0	28	2	0	2	2	704	0	0
0	29	1	0	2	1	733	0	0
0	30	2	0	2	2	633	9	0
0	31	1	0	2	1	654	0	0
0	32	1	0	2	1	675	0	0
0	33	2	0	2	2	623	0	0
0	34	1	0	2	1	868	0	0
0	35	1	1	2	0	0	0	400
0	36	2	0	2	2	590	10	0
0	37	1	1	0	1	658	9	450
0	38	2	0	2	2	711	0	0
0	39	2	0	2	2	796	0	0
0	40	2	0	2	2	800	0	0
0	41	2	1	2	0	0	0	400
0	42	2	0	2	2	682	0	0
0	43	1	0	2	1	718	0	0
0	44	1	1	0	1	691	0	450
0	45	2	1	2	0	0	0	400
0	46	1	0	2	1	596	0	0
0	47	1	1	0	1	625	0	450
0	48	1	1	2	0	0	0	400
0	49	1	0	2	1	794	-10	0
0	50	2	0	2	2	687	0	0
0	51	1	0	2	1	684	15	0
0	52	2	1	0	2	648	0	450
0	53	2	0	2	2	661	0	0
0	54	1	0	2	1	706	0	0
0	55	2	0	2	2	622	0	0
0	56	1	0	2	1	659	0	0
0	57	2	0	2	2	592	0	0
0	58	2	0	2	2	557	0	0
0	59	1	0	2	1	713	0	0
0	60	2	0	2	2	614	0	0
0	61	2	0	2	2	651	0	0
0	62	1	0	2	1	783	0	0
0	63	2	1	2	0	0	0	400
1	0	2	1	2	0	0	0	450
1	1	2	0	2	2	695	0	0
1	2	2	0	2	2	700	-9	0
