block	trial	stimulus	signal	correct	respons	rt	re	ssd
1	3	2	0	2	2	825	0	0
1	4	2	0	2	2	645	0	0
1	5	1	0	2	1	842	0	0
1	6	2	0	2	2	855	0	0
1	7	2	0	2	2	780	16	0
1	8	1	0	2	1	744	0	0
1	9	2	1	2	0	0	0	500
1	10	1	1	0	1	634	0	550
1	11	1	0	2	1	750	10	0
1	12	2	1	2	0	0	0	500
1	13	2	0	2	2	784	0	0
1	14	2	0	2	2	820	0	0
1	15	1	0	2	1	905	0	0
1	16	2	0	2	2	854	16	0
1	17	1	0	2	1	762	0	0
1	18	1	0	2	1	815	0	0
1	19	1	0	2	1	876	11	0
1	20	2	0	2	2	776	0	0
1	21	1	0	2	1	949	0	0
1	22	1	0	2	1	850	0	0
1	23	1	1	0	1	806	0	550
1	24	2	1	0	2	771	0	500
1	25	2	0	2	2	864	0	0
1	26	2	0	0	0	0	0	0
1	27	1	0	2	1	705	0	0
1	28	1	0	2	1	662	16	0
1	29	2	0	2	2	691	0	0
1	30	2	0	2	2	639	0	0
1	31	1	0	2	1	780	0	0
1	32	1	0	2	1	1105	15	0
1	33	1	0	2	1	797	0	0
1	34	1	0	2	1	642	9	0
1	35	2	1	2	0	0	0	450
1	36	1	0	2	1	547	0	0
1	37	2	0	2	2	840	0	0
1	38	1	1	0	1	645	0	500
1	39	2	0	2	2	537	0	0
1	40	1	1	2	0	0	0	450
1	41	1	0	2	1	771	0	0
1	42	2	0	2	2	679	16	0
1	43	1	0	2	1	556	0	0
1	44	1	0	2	1	881	0	0
1	45	1	1	0	1	678	9	500
1	46	2	0	2	2	770	0	0
1	47	2	0	2	2	735	0	0
1	48	1	1	0	1	692	0	450
1	49	2	0	2	2	616	0	0
1	50	2	1	0	2	501	10	400
1	51	1	0	2	1	922	0	0
1	52	1	0	2	1	870	0	0
1	53	1	0	2	1	611	0	0
1	54	1	1	2	0	0	0	350
1	55	2	1	0	2	644	0	400
1	56	2	0	2	2	1097	0	0
1	57	2	0	2	2	590	0	0
1	58	2	1	0	2	538	0	350
1	59	1	1	2	0	0	0	300
1	60	2	0	2	2	732	0	0
1	61	1	0	2	1	768	11	0
1	62	2	0	2	2	821	0	0
1	63	1	0	2	1	618	0	0
2	0	1	0	2	1	1243	0	0
2	1	1	1	2	0	0	0	350
2	2	1	1	0	1	564	0	400
2	3	1	1	2	0	0	0	350
2	4	2	1	2	0	0	0	400
2	5	1	0	2	1	882	0	0
2	6	2	0	2	2	863	0	0
2	7	1	1	0	1	747	0	450
2	8	2	0	2	2	888	0	0
2	9	1	0	2	1	741	0	0
2	10	1	0	2	1	737	11	0
2	11	2	0	2	2	806	0	0
2	12	1	1	2	0	0	0	400
2	13	2	0	2	2	783	0	0
2	14	2	1	2	0	0	0	450
2	15	1	0	2	1	745	0	0
2	16	1	0	0	2	910	0	0
2	17	2	0	2	2	1010	0	0
2	18	2	0	2	2	719	11	0
2	19	1	0	2	1	884	0	0
2	20	2	0	2	2	1000	0	0
2	21	2	0	2	2	885	0	0
2	22	2	0	2	2	690	-9	0
2	23	1	0	2	1	926	0	0
2	24	2	0	2	2	883	0	0
2	25	2	1	2	0	0	0	500
2	26	1	0	2	1	1028	0	0
2	27	2	1	0	2	761	9	550
2	28	2	0	2	2	806	0	0
2	29	1	0	2	1	834	0	0
2	30	1	0	2	1	647	0	0
2	31	2	0	2	2	780	0	0
2	32	1	0	2	1	712	0	0
2	33	1	0	2	1	837	0	0
2	34	2	0	2	2	778	0	0
2	35	2	1	0	2	759	0	500
2	36	2	0	2	2	1003	0	0
2	37	1	0	2	1	784	0	0
2	38	2	0	2	2	677	0	0
2	39	1	1	2	0	0	0	450
2	40	1	0	2	1	798	0	0
2	41	2	0	2	2	571	0	0
2	42	1	0	2	1	767	0	0
2	43	1	0	2	1	772	0	0
2	44	2	0	2	2	729	0	0
2	45	2	0	2	2	893	0	0
2	46	2	0	2	2	858	0	0
2	47	1	0	2	1	807	0	0
2	48	2	0	2	2	867	0	0
2	49	1	0	2	1	888	0	0
2	50	1	0	2	1	941	0	0
2	51	1	1	0	1	785	0	500
2	52	2	0	2	2	822	0	0
2	53	2	1	2	0	0	0	450
2	54	1	1	2	0	0	0	500
2	55	2	0	2	2	956	0	0
2	56	2	0	2	2	809	0	0
2	57	1	0	2	1	757	0	0
2	58	1	0	2	1	666	0	0
2	59	1	0	2	1	719	0	0
2	60	2	0	2	2	740	0	0
2	61	2	1	0	2	672	10	550
2	62	1	0	2	1	909	0	0
2	63	2	1	2	0	0	0	500
