word,color,congruent,corrAns,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,resp_time.keys,resp_time.corr,resp_time.rt,key_resp_5.keys,key_resp_5.rt,date,frameRate,expName,Session,Participant,
blue,blue,1,right,0,0,0,5,,,,,right,1,1.73404886182,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
red,green,0,down,0,1,1,6,,,,,down,1,1.46772224509,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
blue,blue,1,right,0,2,2,4,,,,,right,1,0.684519051046,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,red,0,left,0,3,3,8,,,,,left,1,0.850163819264,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,blue,0,right,0,4,4,9,,,,,right,1,0.934490255804,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
blue,red,0,left,0,5,5,11,,,,,left,1,0.767477856174,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
blue,green,0,down,0,6,6,10,,,,,down,1,0.817816214515,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
red,red,1,left,0,7,7,1,,,,,left,1,0.828605021662,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,green,1,down,0,8,8,2,,,,,down,1,0.717655816468,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
red,green,0,down,0,9,9,7,,,,,down,1,1.05113863797,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
red,red,1,left,0,10,10,0,,,,,left,1,1.18450422577,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,green,1,down,0,11,11,3,,,,,down,1,0.701568684919,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,green,1,down,1,0,12,3,,,,,down,1,0.70142641932,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
blue,blue,1,right,1,1,13,5,,,,,right,1,0.58436093381,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,green,1,down,1,2,14,2,,,,,down,1,0.601557394903,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,blue,0,right,1,3,15,9,,,,,right,1,0.901053278609,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
red,red,1,left,1,4,16,0,,,,,left,1,0.537316351933,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
red,green,0,down,1,5,17,7,,,,,down,1,0.801260376265,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
blue,red,0,left,1,6,18,11,,,,,left,1,0.683871300667,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
red,red,1,left,1,7,19,1,,,,,left,1,0.632958463007,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
blue,green,0,down,1,8,20,10,,,,,down,1,0.501145822524,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
red,green,0,down,1,9,21,6,,,,,down,1,0.683726184054,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,red,0,left,1,10,22,8,,,,,left,1,0.584253165481,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
blue,blue,1,right,1,11,23,4,,,,,right,1,0.616585659855,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
red,red,1,left,,,,,0,0,0,11,left,1,0.533502265416,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,blue,0,right,,,,,0,1,1,40,right,1,0.750193013647,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
red,red,1,left,,,,,0,2,2,10,left,1,0.683944571727,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,red,0,left,,,,,0,3,3,39,left,1,0.684136730069,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
red,green,0,down,,,,,0,4,4,38,down,1,0.816057423984,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
blue,blue,1,right,,,,,0,5,5,31,right,1,0.616908109538,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
red,green,0,down,,,,,0,6,6,36,down,1,0.817532253522,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,green,1,down,,,,,0,7,7,23,down,1,0.651340375718,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,green,1,down,,,,,0,8,8,12,down,1,0.939063567348,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
blue,blue,1,right,,,,,0,9,9,25,right,1,0.650601392891,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
blue,blue,1,right,,,,,0,10,10,27,right,1,0.517613564441,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
red,red,1,left,,,,,0,11,11,5,left,1,0.585130707587,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
red,red,1,left,,,,,0,12,12,4,left,1,0.634329800737,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,green,1,down,,,,,0,13,13,18,down,1,0.651233177591,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,green,1,down,,,,,0,14,14,20,down,1,0.434090543643,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,green,1,down,,,,,0,15,15,21,down,1,0.481161069746,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
red,red,1,left,,,,,0,16,16,1,left,1,1.05070642425,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
blue,blue,1,right,,,,,0,17,17,26,right,1,0.691766043511,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,green,1,down,,,,,0,18,18,22,down,1,0.666094658226,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
blue,blue,1,right,,,,,0,19,19,30,right,1,0.681364404064,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
blue,blue,1,right,,,,,0,20,20,24,right,1,0.567402817486,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
red,red,1,left,,,,,0,21,21,0,left,1,0.584172766887,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
blue,blue,1,right,,,,,0,22,22,34,right,1,0.791904203648,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
blue,green,0,down,,,,,0,23,23,42,right,0,0.751609967601,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,green,1,down,,,,,0,24,24,16,down,1,1.01765804026,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
blue,red,0,left,,,,,0,25,25,44,left,1,1.04615449531,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,blue,0,right,,,,,0,26,26,41,right,1,0.918210395709,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
green,green,1,down,,,,,0,27,27,15,down,1,0.601056471744,,,2018_Jul_13_1722,59.9838220078,Stroop,pre,1001,
