#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,4,1,1.97376363636,32.8516666667,1.4215725,3.94425,2.89225,27.58686,[1.4042, 1.4042, 1.3089, 1.4042, 1.3089, 3.563, 1.4042, 1.3089, 3.563, 1.4808, 3.5611],[75.6953, 5.9053, 16.9544],[2.1495, 1.7199, 1.5311, 0.9191, 2.1495, 1.7199, 1.5311, 0.9191, 2.0381, 1.6945, 0.8425, 1.1894, 2.1495, 1.7199, 1.5311, 0.9191, 2.0381, 1.6945, 0.8425, 1.1894, 1.0518, 1.58, 2.1495, 1.7199, 1.5311, 0.9191, 2.0381, 1.6945, 0.8425, 1.1894, 1.0518, 1.58, 2.4054, 0.2455, 0.2001, 0.2477, 0.0035, 1.5062, 1.3313, 3.0877],[3.4002, 1.3968, 1.22, 4.3656, 4.5778, 3.3036, 1.4262, 1.0662, 20.3744, 1.8802, 5.6432, 2.2232, 1.4312, 2.9109],[4.8792, 4.4837, 1.8782, 5.8317, 4.8792, 4.4837, 1.8782, 5.8317, 2.1317, 3.4036, 3.0918, 1.2274, 4.8792, 4.4837, 1.8782, 5.8317, 2.1317, 3.4036, 3.0918, 1.2274, 1.9672, 1.8978, 0.8044, 2.2355, 1.3734, 1.9133, 4.8792, 4.4837, 1.8782, 5.8317, 2.1317, 3.4036, 3.0918, 1.2274, 1.9672, 1.8978, 0.8044, 2.2355, 1.3734, 1.9133, 6.0197, 2.007, 0.1047, 2.623, 2.1297, 2.4897, 1.6264, 3.5899],[88.2537, 68.4668, 29.6334, 32.9425, 10.0737, 7.4452, 15.2961, 7.1545, 12.2643, 4.3384]
