#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,5,4,1.58832666667,3.09687142857,2.11414933333,5.93441034483,2.10988,4.24971481481,[1.686, 1.686, 1.8864, 1.686, 1.8864, 1.1304, 1.686, 1.8864, 1.1304, 1.4625, 1.686, 1.8864, 1.1304, 1.4625, 1.5331],[4.327, 2.6982, 4.327, 2.6982, 3.2078, 4.327, 2.6982, 3.2078, 1.8202, 4.327, 2.6982, 3.2078, 1.8202, 1.9916],[3.8165, 2.6492, 1.8167, 1.6545, 1.8636, 3.8165, 2.6492, 1.8167, 1.6545, 1.8636, 2.2424, 1.3492, 2.0364, 2.3314, 2.1911, 1.9757, 3.8165, 2.6492, 1.8167, 1.6545, 1.8636, 2.2424, 1.3492, 2.0364, 2.3314, 2.1911, 1.9757, 1.2364, 2.3929, 1.801, 2.773, 1.3559, 3.8165, 2.6492, 1.8167, 1.6545, 1.8636, 2.2424, 1.3492, 2.0364, 2.3314, 2.1911, 1.9757, 1.2364, 2.3929, 1.801, 2.773, 1.3559, 3.878, 1.3345, 1.4281, 1.2072, 3.8165, 2.6492, 1.8167, 1.6545, 1.8636, 2.2424, 1.3492, 2.0364, 2.3314, 2.1911, 1.9757, 1.2364, 2.3929, 1.801, 2.773, 1.3559, 3.878, 1.3345, 1.4281, 1.2072, 2.3621, 2.1857, 2.1329],[3.5819, 3.2901, 4.3907, 4.2708, 3.6853, 3.2126, 3.1435, 4.041, 4.8988, 3.5819, 3.2901, 4.3907, 4.2708, 3.6853, 3.2126, 3.1435, 4.041, 4.8988, 5.7912, 25.3118, 21.5356, 3.6529, 3.6917, 3.5819, 3.2901, 4.3907, 4.2708, 3.6853, 3.2126, 3.1435, 4.041, 4.8988, 5.7912, 25.3118, 21.5356, 3.6529, 3.6917, 3.1987, 4.5352, 3.5819, 3.2901, 4.3907, 4.2708, 3.6853, 3.2126, 3.1435, 4.041, 4.8988, 5.7912, 25.3118, 21.5356, 3.6529, 3.6917, 3.1987, 4.5352, 5.106, 2.7101, 2.9035],[2.128, 2.1416, 2.7427, 2.128, 2.1416, 2.7427, 1.4338, 2.8003, 2.128, 2.1416, 2.7427, 1.4338, 2.8003, 1.8415, 2.1498, 1.4821, 2.128, 2.1416, 2.7427, 1.4338, 2.8003, 1.8415, 2.1498, 1.4821, 1.823, 1.7982, 2.3535, 1.3808, 2.128, 2.1416, 2.7427, 1.4338, 2.8003, 1.8415, 2.1498, 1.4821, 1.823, 1.7982, 2.3535, 1.3808, 2.1221, 2.297, 2.2298, 2.8438, 2.3228],[4.4822, 4.172, 3.8218, 4.42, 5.9437, 4.4856, 3.7859, 4.4822, 4.172, 3.8218, 4.42, 5.9437, 4.4856, 3.7859, 4.764, 4.3023, 3.2847, 4.4822, 4.172, 3.8218, 4.42, 5.9437, 4.4856, 3.7859, 4.764, 4.3023, 3.2847, 4.3421, 3.7475, 3.5518, 4.0713, 4.6181, 3.8924, 4.4822, 4.172, 3.8218, 4.42, 5.9437, 4.4856, 3.7859, 4.764, 4.3023, 3.2847, 4.3421, 3.7475, 3.5518, 4.0713, 4.6181, 3.8924, 4.9336, 3.439, 3.8964, 4.138, 3.1334]
