block	trial	stimulus	signal	correct	respons	rt	re	ssd
0	0	1	1	2	0	0	0	50
0	1	2	0	2	2	533	12	0
0	2	2	0	2	2	490	0	0
0	3	2	0	2	2	430	0	0
0	4	1	0	2	1	539	0	0
0	5	1	0	2	1	384	0	0
0	6	2	0	2	2	493	0	0
0	7	1	0	2	1	449	0	0
0	8	2	0	2	2	446	16	0
0	9	2	0	2	2	419	0	0
0	10	2	0	2	2	399	0	0
0	11	2	0	2	2	396	0	0
0	12	1	1	0	1	545	0	100
0	13	2	0	2	2	557	0	0
0	14	2	0	2	2	578	0	0
0	15	2	0	2	2	439	0	0
0	16	1	0	2	1	651	0	0
0	17	1	0	2	1	544	0	0
0	18	1	0	2	1	557	16	0
0	19	1	0	2	1	489	0	0
0	20	1	0	2	1	502	-10	0
0	21	1	0	2	1	547	0	0
0	22	1	0	2	1	519	0	0
0	23	2	0	2	2	500	0	0
0	24	2	1	2	0	0	0	50
0	25	2	1	0	2	317	0	100
0	26	1	0	2	1	602	0	0
0	27	1	1	2	0	0	0	50
0	28	1	0	2	1	612	0	0
0	29	1	0	2	1	504	0	0
0	30	1	0	2	1	437	0	0
0	31	1	0	2	1	578	0	0
0	32	1	0	2	1	734	0	0
0	33	1	1	2	0	0	0	100
0	34	2	0	2	2	448	0	0
0	35	2	1	0	2	348	10	150
0	36	2	0	2	2	449	0	0
0	37	2	1	2	0	0	0	100
0	38	2	1	0	2	290	0	150
0	39	2	0	2	2	399	0	0
0	40	1	1	2	0	0	0	100
0	41	1	0	2	1	360	0	0
0	42	2	1	2	0	0	0	150
0	43	1	0	2	1	578	0	0
0	44	1	0	2	1	678	0	0
0	45	1	0	2	1	499	0	0
0	46	1	1	2	0	0	0	200
0	47	1	0	2	1	445	0	0
0	48	1	1	0	1	329	0	250
0	49	1	0	2	1	494	0	0
0	50	2	1	0	2	635	0	200
0	51	2	0	2	2	447	0	0
0	52	2	0	2	2	556	0	0
0	53	2	0	2	2	489	0	0
0	54	2	0	2	2	437	0	0
0	55	2	0	2	2	434	0	0
0	56	2	0	2	2	479	0	0
0	57	2	0	2	2	475	0	0
0	58	1	0	2	1	680	0	0
0	59	1	1	2	0	0	0	150
0	60	1	0	2	1	593	0	0
0	61	2	0	2	2	478	0	0
0	62	2	0	2	2	475	0	0
0	63	2	1	2	0	0	0	200
1	0	1	0	2	1	657	0	0
1	1	2	0	2	2	510	0	0
1	2	1	0	2	1	490	0	0
1	3	1	0	2	1	535	0	0
1	4	2	0	2	2	540	0	0
1	5	2	0	2	2	384	0	0
1	6	2	0	2	2	445	0	0
1	7	1	1	2	0	0	0	250
1	8	2	0	2	2	582	0	0
1	9	1	1	2	0	0	0	300
1	10	1	0	2	1	496	0	0
1	11	2	0	2	2	517	0	0
1	12	2	1	0	2	497	0	350
1	13	1	0	2	1	534	0	0
1	14	2	1	0	2	355	10	300
1	15	1	1	0	1	511	0	250
1	16	1	0	2	1	628	0	0
1	17	2	0	2	2	481	0	0
1	18	2	1	2	0	0	0	200
1	19	1	0	2	1	506	0	0
1	20	1	0	2	1	575	0	0
1	21	2	0	2	2	643	0	0
1	22	2	0	2	2	528	0	0
1	23	1	0	2	1	941	0	0
1	24	1	0	2	1	513	0	0
1	25	2	0	2	2	494	0	0
1	26	2	1	0	2	475	9	250
1	27	2	0	2	2	591	0	0
1	28	2	1	0	2	372	0	200
1	29	1	0	2	1	521	0	0
1	30	1	0	2	1	525	0	0
1	31	2	1	2	0	0	0	150
