RUUU,4.2896, 3.7497, 1.9399, 2.5213, 3.5861, 2.2419, 1.6882
RRUU,6.1162, 3.0218, 2.3257, 2.4561, 2.1738, 1.3553, 2.0937
RRRU,3.8887, 2.9109, 1.5449
UUUR,3.0296, 3.2599, 2.5308, 7.2554, 2.1792, 2.0902, 2.2193
UURR,7.0579, 2.5497, 6.4321, 3.4154, 2.8596, 2.381, 2.6201
URRR,4.5584, 4.3994, 2.4562, 2.6528
RURU,8.4796, 5.4172, 7.5198, 7.0307, 2.5103, 2.8676, 4.0261
URUR,12.6881, 9.3268, 4.7075, 3.2776, 5.1769, 3.3657, 4.0234, 4.7327, 6.5286, 5.3582
URRU,5.2539, 5.0645, 6.6868, 3.9604, 3.7388
UUUU,3.6449, 6.6452, 4.8496, 3.108, 2.2497, 4.1523, 3.2611, 4.3316, 2.4196, 2.1807, 2.0195, 2.2131, 1.4459
UP1,4.5584, 3.8887, 4.3994, 2.9109, 2.4562, 2.6528, 1.5449
UP2,6.1162, 5.2539, 3.0218, 8.4796, 7.0579, 2.3257, 2.5497, 2.4561, 12.6881, 5.0645, 9.3268, 4.7075, 6.6868, 6.4321, 3.9604, 5.4172, 2.1738, 7.5198, 3.2776, 3.4154, 2.8596, 5.1769, 3.7388, 2.381, 7.0307, 2.6201, 2.5103, 1.3553, 2.8676, 2.0937, 4.0261, 3.3657, 4.0234, 4.7327, 6.5286, 5.3582
UP3,3.0296, 3.2599, 4.2896, 3.7497, 1.9399, 2.5308, 7.2554, 2.1792, 2.5213, 3.5861, 2.2419, 1.6882, 2.0902, 2.2193
UP4,3.6449, 6.6452, 4.8496, 3.108, 2.2497, 4.1523, 3.2611, 4.3316, 2.4196, 2.1807, 2.0195, 2.2131, 1.4459
SW1,6.1162, 3.0218, 2.3257, 2.4561, 3.8887, 4.2896, 3.6449, 6.6452, 3.7497, 1.9399, 2.9109, 2.1738, 4.8496, 2.5213, 3.5861, 2.2419, 1.6882, 1.3553, 2.0937, 1.5449, 3.108, 2.2497, 4.1523, 3.2611, 4.3316, 2.4196, 2.1807, 2.0195, 2.2131, 1.4459
SW2,7.0579, 4.5584, 2.5497, 3.0296, 3.2599, 4.3994, 6.4321, 2.5308, 2.4562, 3.4154, 2.8596, 2.381, 7.2554, 2.1792, 2.6201, 2.6528, 2.0902, 2.2193
SW3,5.2539, 8.4796, 5.0645, 6.6868, 3.9604, 5.4172, 7.5198, 3.7388, 7.0307, 2.5103, 2.8676, 4.0261
SW4,12.6881, 9.3268, 4.7075, 3.2776, 5.1769, 3.3657, 4.0234, 4.7327, 6.5286, 5.3582
