#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,5,2,4.43354666667,4.610675,2.28769857143,3.049984375,2.262972,4.882875,[5.2987, 5.2987, 3.7397, 5.2987, 3.7397, 2.1341, 5.2987, 3.7397, 2.1341, 5.5425, 5.2987, 3.7397, 2.1341, 5.5425, 7.5636],[4.4326, 3.6424, 5.8861, 4.4326, 3.6424, 5.8861, 4.1026, 4.8606],[2.7135, 1.642, 2.4457, 2.0663, 1.4916, 2.7135, 1.642, 2.4457, 2.0663, 1.4916, 1.7165, 1.2903, 2.365, 4.9011, 3.2935, 2.7135, 1.642, 2.4457, 2.0663, 1.4916, 1.7165, 1.2903, 2.365, 4.9011, 3.2935, 4.635, 1.4406, 1.451, 1.1455, 1.1067, 2.7135, 1.642, 2.4457, 2.0663, 1.4916, 1.7165, 1.2903, 2.365, 4.9011, 3.2935, 4.635, 1.4406, 1.451, 1.1455, 1.1067, 2.1601, 2.1348, 3.7086, 2.496, 2.7135, 1.642, 2.4457, 2.0663, 1.4916, 1.7165, 1.2903, 2.365, 4.9011, 3.2935, 4.635, 1.4406, 1.451, 1.1455, 1.1067, 2.1601, 2.1348, 3.7086, 2.496, 1.7757, 1.9667],[4.5784, 2.0091, 1.9584, 3.2668, 2.6961, 5.2398, 2.216, 7.5163, 4.7101, 2.6467, 1.8688, 1.6478, 4.5784, 2.0091, 1.9584, 3.2668, 2.6961, 5.2398, 2.216, 7.5163, 4.7101, 2.6467, 1.8688, 1.6478, 2.3511, 2.4112, 0.8931, 1.6568, 1.8018, 1.3363, 3.0331, 3.4075],[2.293, 3.6783, 1.1942, 2.293, 3.6783, 1.1942, 4.2597, 1.2796, 1.6683, 2.293, 3.6783, 1.1942, 4.2597, 1.2796, 1.6683, 1.5709, 3.3977, 2.7708, 2.293, 3.6783, 1.1942, 4.2597, 1.2796, 1.6683, 1.5709, 3.3977, 2.7708, 2.3061, 1.9569, 1.3923, 1.6322, 2.293, 3.6783, 1.1942, 4.2597, 1.2796, 1.6683, 1.5709, 3.3977, 2.7708, 2.3061, 1.9569, 1.3923, 1.6322, 1.2449, 3.8746, 1.2531, 1.1512, 1.2531, 1.9206],[8.2766, 2.5968, 6.6052, 3.8527, 2.1849, 7.3063, 1.6279, 4.3533, 1.7963, 9.8238, 6.9083, 1.8858, 8.2766, 2.5968, 6.6052, 3.8527, 2.1849, 7.3063, 1.6279, 4.3533, 1.7963, 9.8238, 6.9083, 1.8858, 13.8282, 2.6538, 8.0704, 1.6674, 1.564, 4.2241, 2.4736, 7.3347]
