#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,5,2,5.90664666667,4.90324,2.59532857143,4.665975,2.2391974359,2.813375,[8.8029, 8.8029, 5.9333, 8.8029, 5.9333, 2.5477, 8.8029, 5.9333, 2.5477, 4.9538, 8.8029, 5.9333, 2.5477, 4.9538, 3.3013],[3.044, 6.7768, 3.044, 6.7768, 4.8746],[2.9174, 2.0738, 2.9174, 2.0738, 5.557, 2.965, 2.2646, 2.9174, 2.0738, 5.557, 2.965, 2.2646, 1.8599, 1.969, 1.8062, 1.3343, 2.9174, 2.0738, 5.557, 2.965, 2.2646, 1.8599, 1.969, 1.8062, 1.3343, 4.0435, 2.9174, 2.0738, 5.557, 2.965, 2.2646, 1.8599, 1.969, 1.8062, 1.3343, 4.0435, 2.7944, 1.9458, 2.6412, 1.2136, 1.7831, 1.5281],[3.3724, 2.5551, 2.9711, 1.7164, 20.2604, 5.1094, 3.2134, 1.9021, 3.3748, 3.3724, 2.5551, 2.9711, 1.7164, 20.2604, 5.1094, 3.2134, 1.9021, 3.3748, 2.8254, 7.2513, 2.2143, 3.1671, 3.1672, 4.4079],[1.9059, 1.9524, 2.9618, 1.9582, 3.4489, 1.3608, 1.9059, 1.9524, 2.9618, 1.9582, 3.4489, 1.3608, 4.902, 2.3189, 1.6993, 1.2969, 1.5729, 1.9059, 1.9524, 2.9618, 1.9582, 3.4489, 1.3608, 4.902, 2.3189, 1.6993, 1.2969, 1.5729, 2.5719, 1.9406, 2.5281, 1.7686, 1.9059, 1.9524, 2.9618, 1.9582, 3.4489, 1.3608, 4.902, 2.3189, 1.6993, 1.2969, 1.5729, 2.5719, 1.9406, 2.5281, 1.7686, 3.1509, 1.0701, 1.469, 1.661, 3.585, 1.7713, 1.7867, 1.9059, 1.9524, 2.9618, 1.9582, 3.4489, 1.3608, 4.902, 2.3189, 1.6993, 1.2969, 1.5729, 2.5719, 1.9406, 2.5281, 1.7686, 3.1509, 1.0701, 1.469, 1.661, 3.585, 1.7713, 1.7867, 2.2852, 1.8566],[2.9055, 1.7909, 4.3975, 1.7243, 3.3943, 2.6885, 2.075, 2.9055, 1.7909, 4.3975, 1.7243, 3.3943, 2.6885, 2.075, 1.9238, 5.1382]
