RUUU,RRUU,RRRU,UUUR,UURR,URRR,RURU,URUR,URRU,UUUU,UP1,UP2,UP3,UP4,SW1,SW2,SW3,SW4,errors
5.25748,6.54176666667,3.6753,7.074475,6.18785,4.090325,10.2975,7.07044,6.98375,4.2674,3.91245714286,7.03173,6.06503333333,4.2674,4.76726,5.84187857143,8.08833333333,7.07044,14
