# type,stim,RT
none,5,0
cor,3,0.614
none,1,0
none,1,0
none,8,0
none,1,0
cor,3,0.666
none,8,0
omi,3,0
delay,9,0.5
none,2,0
none,5,0
none,9,0
none,8,0
cor,3,0.617
none,2,0
cor,3,0.833
none,4,0
cor,3,0.801
none,4,0
none,4,0
cor,3,0.617
none,1,0
none,7,0
none,4,0
cor,3,0.634
none,7,0
none,9,0
none,8,0
none,1,0
none,9,0
cor,3,0.616
none,4,0
none,2,0
none,8,0
none,7,0
none,9,0
cor,3,0.635
none,4,0
none,7,0
cor,3,0.632
none,4,0
none,8,0
none,2,0
none,1,0
cor,3,0.65
none,7,0
cor,3,0.717
none,5,0
none,7,0
none,4,0
none,2,0
none,8,0
cor,3,0.617
none,8,0
none,4,0
none,4,0
none,8,0
cor,3,0.684
none,9,0
cor,3,0.849
none,2,0
none,2,0
cor,3,0.701
none,4,0
none,9,0
none,2,0
none,5,0
cor,3,0.65
none,8,0
none,1,0
cor,3,0.601
none,2,0
none,1,0
none,1,0
none,9,0
none,4,0
cor,3,0.767
none,7,0
none,2,0
none,6,0
none,8,0
cor,3,0.75
none,4,0
none,4,0
omi,3,0
none,9,0
none,9,0
cor,3,0.617
none,6,0
none,4,0
cor,3,0.682
none,8,0
none,1,0
none,8,0
cor,3,0.567
none,6,0
none,7,0
none,2,0
none,7,0
cor,3,0.666
none,7,0
none,2,0
cor,3,0.7
none,1,0
none,7,0
cor,3,0.851
none,5,0
none,2,0
none,5,0
none,9,0
none,4,0
cor,3,0.8
none,8,0
none,4,0
none,4,0
none,9,0
cor,3,0.617
none,1,0
cor,3,0.85
none,6,0
cor,3,0.834
none,5,0
none,5,0
cor,3,0.6
none,5,0
none,4,0
none,7,0
none,4,0
none,7,0
cor,3,0.65
none,2,0
none,1,0
none,8,0
none,7,0
omi,3,0
none,8,0
none,8,0
cor,3,0.884
none,2,0
none,7,0
none,6,0
none,4,0
none,5,0
cor,3,0.667
none,6,0
none,1,0
omi,3,0
delay,7,0.267
none,5,0
none,4,0
cor,3,0.767
none,2,0
none,2,0
cor,3,0.7
none,6,0
cor,3,0.783
none,5,0
none,6,0
none,7,0
none,2,0
none,8,0
cor,3,0.733
none,1,0
none,8,0
cor,3,0.75
none,8,0
none,5,0
none,6,0
omi,3,0
none,8,0
none,8,0
cor,3,0.75
none,6,0
omi,3,0
none,8,0
none,6,0
none,2,0
none,9,0
none,9,0
none,9,0
cor,3,0.617
none,4,0
none,9,0
none,6,0
none,8,0
cor,3,0.7
none,6,0
cor,3,0.734
none,9,0
none,2,0
none,2,0
cor,3,0.783
none,2,0
none,4,0
none,1,0
none,7,0
cor,3,0.651
none,8,0
cor,3,0.784
none,2,0
none,2,0
cor,3,0.683
none,1,0
none,1,0
cor,3,0.617
none,1,0
omi,3,0
none,4,0
omi,3,0
none,5,0
cor,3,0.65
none,4,0
none,4,0
none,1,0
none,9,0
none,2,0
none,9,0
none,4,0
com,1,0.75
none,9,0
none,6,0
none,8,0
cor,3,0.717
none,1,0
none,2,0
none,8,0
cor,3,0.867
none,8,0
none,6,0
cor,3,0.817
none,2,0
cor,3,0.65
none,7,0
none,7,0
cor,3,0.716
none,2,0
none,2,0
none,1,0
none,6,0
none,8,0
none,9,0
none,2,0
cor,3,0.701
none,8,0
cor,3,0.617
none,7,0
none,2,0
none,7,0
none,7,0
cor,3,0.783
none,7,0
none,1,0
none,1,0
none,6,0
omi,3,0
none,6,0
none,7,0
cor,3,0.785
none,5,0
none,8,0
cor,3,0.75
none,5,0
none,8,0
cor,3,0.917
none,8,0
none,6,0
none,5,0
cor,3,0.867
none,7,0
none,6,0
cor,3,0.7
none,1,0
none,8,0
none,6,0
none,4,0
none,1,0
omi,3,0
none,1,0
none,5,0
none,8,0
cor,3,0.634
none,5,0
none,9,0
none,4,0
none,6,0
cor,3,0.649
none,6,0
none,9,0
cor,3,0.75
none,2,0
none,9,0
none,8,0
none,6,0
cor,3,0.633
none,4,0
none,8,0
cor,3,0.701
none,8,0
none,5,0
none,2,0
cor,3,0.667
none,5,0
none,2,0
cor,3,0.717
none,2,0
cor,3,0.7
none,5,0
none,5,0
none,7,0
none,9,0
cor,3,0.8
none,9,0
none,6,0
none,7,0
none,7,0
none,2,0
none,2,0
none,9,0
cor,3,0.634
none,7,0
cor,3,0.65
none,1,0
none,6,0
cor,3,0.734
none,5,0
none,6,0
cor,3,0.867
none,8,0
cor,3,0.75
none,1,0
none,8,0
cor,3,0.75
none,6,0
none,2,0
cor,3,0.902
none,4,0
none,7,0
none,7,0
cor,3,0.6
none,6,0
none,2,0
none,9,0
none,9,0
none,6,0
none,1,0
none,9,0
none,8,0
none,9,0
none,6,0
cor,3,0.65
none,1,0
none,9,0
cor,3,0.734
none,9,0
cor,3,0.684
none,4,0
none,1,0
cor,3,0.815
none,6,0
none,5,0
none,9,0
none,1,0
cor,3,0.668
none,7,0
cor,3,0.784
none,2,0
none,2,0
cor,3,0.75
none,9,0
none,1,0
none,2,0
cor,3,0.634
none,6,0
none,5,0
none,4,0
none,7,0
none,7,0
none,9,0
none,2,0
none,7,0
cor,3,0.633
none,1,0
none,7,0
cor,3,0.718
none,2,0
none,8,0
cor,3,0.75
none,9,0
none,1,0
cor,3,0.867
none,6,0
none,7,0
none,5,0
none,8,0
none,2,0
cor,3,0.65
none,6,0
none,2,0
none,9,0
cor,3,0.684
none,9,0
cor,3,0.817
none,9,0
none,2,0
cor,3,0.832
none,4,0
none,1,0
none,2,0
cor,3,0.768
none,9,0
omi,3,0
none,4,0
none,1,0
none,5,0
cor,3,0.55
none,5,0
cor,3,0.885
none,2,0
none,2,0
none,6,0
none,5,0
none,2,0
cor,3,0.617
none,6,0
none,6,0
none,6,0
none,9,0
cor,3,0.65
none,1,0
none,9,0
none,6,0
none,5,0
cor,3,0.65
none,4,0
none,2,0
cor,3,0.767
none,2,0
none,7,0
none,4,0
cor,3,0.667
none,5,0
none,7,0
none,9,0
none,6,0
none,1,0
none,8,0
cor,3,0.618
none,9,0
none,6,0
cor,3,0.917
none,4,0
cor,3,0.784
none,8,0
none,1,0
omi,3,0
delay,5,0.15
none,5,0
cor,3,0.567
none,7,0
none,2,0
none,9,0
none,8,0
cor,3,0.633
none,9,0
none,7,0
none,4,0
cor,3,0.683
none,8,0
none,2,0
