#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,5,5,3.07006666667,4.12684666667,3.24022714286,3.66771777778,2.895274,3.78299733333,[3.7778, 3.7778, 3.7391, 3.7778, 3.7391, 1.7811, 3.7778, 3.7391, 1.7811, 2.4445, 3.7778, 3.7391, 1.7811, 2.4445, 1.9733],[2.9231, 2.9231, 4.0894, 2.9231, 4.0894, 6.7822, 2.9231, 4.0894, 6.7822, 3.7908, 2.9231, 4.0894, 6.7822, 3.7908, 3.0014],[4.8853, 3.6132, 2.4033, 1.4575, 3.0485, 4.7904, 3.0354, 4.8853, 3.6132, 2.4033, 1.4575, 3.0485, 4.7904, 3.0354, 1.3013, 4.8853, 3.6132, 2.4033, 1.4575, 3.0485, 4.7904, 3.0354, 1.3013, 1.4499, 3.8168, 4.6675, 3.8181, 2.4848, 4.8853, 3.6132, 2.4033, 1.4575, 3.0485, 4.7904, 3.0354, 1.3013, 1.4499, 3.8168, 4.6675, 3.8181, 2.4848, 2.1374, 2.2846, 2.0247, 5.9482, 2.1694, 4.8853, 3.6132, 2.4033, 1.4575, 3.0485, 4.7904, 3.0354, 1.3013, 1.4499, 3.8168, 4.6675, 3.8181, 2.4848, 2.1374, 2.2846, 2.0247, 5.9482, 2.1694, 5.9685, 6.6354, 2.2176, 1.2213, 2.9732, 8.5868],[2.9057, 4.1878, 4.8923, 2.9057, 4.1878, 4.8923, 3.9981, 4.4609, 4.2872, 2.9057, 4.1878, 4.8923, 3.9981, 4.4609, 4.2872, 3.2237, 2.176, 2.9057, 4.1878, 4.8923, 3.9981, 4.4609, 4.2872, 3.2237, 2.176, 5.0477, 2.444, 2.4041, 3.0738, 2.9057, 4.1878, 4.8923, 3.9981, 4.4609, 4.2872, 3.2237, 2.176, 5.0477, 2.444, 2.4041, 3.0738, 2.5857, 4.3786, 2.346, 2.6849],[2.6363, 2.6363, 2.5423, 2.2482, 2.8962, 2.6112, 3.3391, 2.3916, 1.542, 2.6363, 2.5423, 2.2482, 2.8962, 2.6112, 3.3391, 2.3916, 1.542, 2.325, 3.5614, 2.389, 2.6363, 2.5423, 2.2482, 2.8962, 2.6112, 3.3391, 2.3916, 1.542, 2.325, 3.5614, 2.389, 8.3354, 4.0446, 1.6999, 2.6363, 2.5423, 2.2482, 2.8962, 2.6112, 3.3391, 2.3916, 1.542, 2.325, 3.5614, 2.389, 8.3354, 4.0446, 1.6999, 6.0816, 2.2322],[4.1126, 4.3076, 4.1679, 3.2331, 2.1229, 4.1126, 4.3076, 4.1679, 3.2331, 2.1229, 3.2034, 3.4553, 2.6622, 2.7891, 2.5372, 4.1126, 4.3076, 4.1679, 3.2331, 2.1229, 3.2034, 3.4553, 2.6622, 2.7891, 2.5372, 6.4075, 3.6352, 5.3979, 2.2925, 3.0029, 6.0648, 4.1126, 4.3076, 4.1679, 3.2331, 2.1229, 3.2034, 3.4553, 2.6622, 2.7891, 2.5372, 6.4075, 3.6352, 5.3979, 2.2925, 3.0029, 6.0648, 6.0514, 5.5078, 4.1493, 4.1648, 4.1126, 4.3076, 4.1679, 3.2331, 2.1229, 3.2034, 3.4553, 2.6622, 2.7891, 2.5372, 6.4075, 3.6352, 5.3979, 2.2925, 3.0029, 6.0648, 6.0514, 5.5078, 4.1493, 4.1648, 3.3182, 2.7446, 6.0949, 3.1088]
