word,color,congruent,corrAns,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,resp_time.keys,resp_time.corr,resp_time.rt,key_resp_5.keys,key_resp_5.rt,date,frameRate,expName,Session,Participant,
green,green,1,down,0,0,0,3,,,,,down,1,1.88086270541,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,green,0,down,0,1,1,7,,,,,down,1,1.8313040901,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,green,0,down,0,2,2,6,,,,,down,1,0.683885775506,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,red,1,left,0,3,3,1,,,,,left,1,0.899290107191,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,blue,1,right,0,4,4,4,,,,,right,1,0.849435629323,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,blue,1,right,0,5,5,5,,,,,right,1,0.699508056045,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,green,0,down,0,6,6,10,,,,,down,1,0.916895963252,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,green,1,down,0,7,7,2,,,,,down,1,0.550202552229,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,red,1,left,0,8,8,0,,,,,left,1,0.916242655367,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,red,0,left,0,9,9,11,,,,,left,1,0.765987981111,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,red,0,left,0,10,10,8,,,,,left,1,0.533574426547,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,blue,0,right,0,11,11,9,,,,,right,1,1.13192187622,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,red,0,left,1,0,12,11,,,,,left,1,0.832706652582,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,red,1,left,1,1,13,0,,,,,left,1,0.566609784961,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,green,0,down,1,2,14,7,,,,,down,1,0.733099440113,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,green,1,down,1,3,15,3,,,,,down,1,0.483684249222,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,green,0,down,1,4,16,6,,,,,down,1,0.566489743069,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,green,0,down,1,5,17,10,,,,,down,1,0.683565367013,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,red,1,left,1,6,18,1,,,,,left,1,0.65003913641,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,blue,0,right,1,7,19,9,,,,,right,1,0.683084312826,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,green,1,down,1,8,20,2,,,,,down,1,0.982847530395,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,red,0,left,1,9,21,8,,,,,left,1,0.599750904366,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,blue,1,right,1,10,22,4,,,,,right,1,0.799705207348,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,blue,1,right,1,11,23,5,,,,,right,1,0.7328928262,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,blue,1,right,,,,,0,0,0,33,right,1,0.933138530701,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,red,0,left,,,,,0,1,1,44,left,1,0.800223302096,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,red,1,left,,,,,0,2,2,0,left,1,0.733900455758,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,red,1,left,,,,,0,3,3,8,left,1,0.983355810866,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,green,1,down,,,,,0,4,4,14,down,1,0.800539692864,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,red,0,left,,,,,0,5,5,43,left,1,0.715187903494,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,blue,0,right,,,,,0,6,6,37,right,1,0.700400998816,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,red,1,left,,,,,0,7,7,9,left,1,0.634015232325,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,blue,1,right,,,,,0,8,8,35,right,1,0.700263107195,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,blue,1,right,,,,,0,9,9,25,right,1,0.51734524779,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,blue,1,right,,,,,0,10,10,29,right,1,0.499980365857,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,green,1,down,,,,,0,11,11,12,down,1,0.549703646451,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,red,1,left,,,,,0,12,12,11,left,1,0.534010412171,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,red,1,left,,,,,0,13,13,7,left,1,0.500166451558,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,blue,1,right,,,,,0,14,14,27,right,1,0.932898003608,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,green,1,down,,,,,0,15,15,18,down,1,0.632864356041,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,blue,0,right,,,,,0,16,16,40,right,1,0.632999569178,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,green,1,down,,,,,0,17,17,22,down,1,1.11629870534,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,red,1,left,,,,,0,18,18,1,left,1,0.567019887269,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,green,1,down,,,,,0,19,19,13,down,1,0.749746754766,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,blue,1,right,,,,,0,20,20,24,right,1,0.666663691401,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,green,1,down,,,,,0,21,21,21,down,1,0.632816607133,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,blue,1,right,,,,,0,22,22,32,right,1,0.583671217784,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,blue,1,right,,,,,0,23,23,34,right,1,1.01620151289,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,blue,0,right,,,,,0,24,24,41,right,1,0.649676335976,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,red,1,left,,,,,0,25,25,6,left,1,0.60030693002,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,green,1,down,,,,,0,26,26,17,down,1,0.715198611841,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,blue,1,right,,,,,0,27,27,31,right,1,1.48260789737,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,green,0,down,,,,,0,28,28,38,down,1,0.616356270388,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,green,1,down,,,,,0,29,29,23,down,1,0.74933218956,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
blue,blue,1,right,,,,,0,30,30,30,right,1,0.633330238983,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
green,red,0,left,,,,,0,31,31,39,left,1,0.683186948299,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
red,red,1,left,,,,,0,32,32,4,left,1,0.499809006229,,,2019_Jan_04_1411,60.4270799615,Stroop,post,1001,
