block	trial	stimulus	signal	correct	respons	rt	re	ssd
0	0	1	0	2	1	755	9	0
0	1	1	0	2	1	512	16	0
0	2	2	1	0	2	509	0	150
0	3	1	0	2	1	681	0	0
0	4	1	0	2	1	550	12	0
0	5	2	1	2	0	0	0	100
0	6	2	0	2	2	551	0	0
0	7	1	0	2	1	484	16	0
0	8	2	0	2	2	497	0	0
0	9	1	0	2	1	477	0	0
0	10	1	1	2	0	0	0	150
0	11	1	0	2	1	439	16	0
0	12	2	0	2	2	475	0	0
0	13	2	0	2	2	384	0	0
0	14	1	0	2	1	437	0	0
0	15	1	0	2	1	401	0	0
0	16	2	0	2	2	502	0	0
0	17	2	1	2	0	0	0	200
0	18	2	1	2	0	0	0	250
0	19	2	0	2	2	620	0	0
0	20	2	1	0	2	401	0	300
0	21	1	0	2	1	374	0	0
0	22	2	0	2	2	498	16	0
0	23	2	1	0	2	479	16	250
0	24	2	0	2	2	644	0	0
0	25	1	1	0	1	616	0	200
0	26	1	0	2	1	477	10	0
0	27	1	1	2	0	0	0	150
0	28	2	0	2	2	478	0	0
0	29	2	0	2	2	515	0	0
0	30	1	0	2	1	528	0	0
0	31	1	1	2	0	0	0	200
0	32	2	0	2	2	537	0	0
0	33	1	1	2	0	0	0	250
0	34	1	0	2	1	618	0	0
0	35	1	0	2	1	487	0	0
0	36	2	0	2	2	580	13	0
0	37	2	0	2	2	512	0	0
0	38	1	0	2	1	533	0	0
0	39	2	0	2	2	426	0	0
0	40	1	0	2	1	470	0	0
0	41	1	0	0	2	323	10	0
0	42	2	1	0	2	408	0	300
0	43	1	0	2	1	421	0	0
0	44	2	1	2	0	0	0	250
0	45	1	0	2	1	406	0	0
0	46	2	0	2	2	555	0	0
0	47	2	0	2	2	447	0	0
0	48	1	0	2	1	508	16	0
0	49	1	0	2	1	481	0	0
0	50	2	0	2	2	397	0	0
0	51	2	0	2	2	434	0	0
0	52	2	0	2	2	415	0	0
0	53	2	0	2	2	395	0	0
0	54	1	1	2	0	0	0	300
0	55	1	0	2	1	637	0	0
0	56	2	0	2	2	481	0	0
0	57	2	0	2	2	382	0	0
0	58	1	1	0	1	499	0	350
0	59	2	0	2	2	543	0	0
0	60	1	1	0	1	460	0	300
0	61	2	0	2	2	417	11	0
0	62	1	0	2	1	477	0	0
0	63	1	0	2	1	522	0	0
1	0	1	0	2	1	581	0	0
1	1	1	0	2	1	442	16	0
1	2	1	0	2	1	502	0	0
1	3	1	0	2	1	411	0	0
1	4	1	1	0	1	360	0	250
1	5	2	0	2	2	476	0	0
1	6	1	0	2	1	641	16	0
1	7	2	0	2	2	486	0	0
1	8	2	1	0	2	362	16	200
1	9	1	1	2	0	0	0	150
1	10	1	0	2	1	476	0	0
1	11	2	0	2	2	648	0	0
1	12	2	1	2	0	0	0	200
1	13	1	0	2	1	474	0	0
1	14	1	0	2	1	447	0	0
1	15	2	0	2	2	499	0	0
1	16	1	1	2	0	0	0	250
1	17	2	0	2	2	533	0	0
1	18	2	0	2	2	441	0	0
1	19	1	0	2	1	494	16	0
1	20	1	1	0	1	491	16	300
1	21	2	1	2	0	0	0	250
1	22	1	0	2	1	484	0	0
1	23	1	1	0	1	473	16	300
1	24	2	1	2	0	0	0	250
1	25	1	0	2	1	666	0	0
1	26	2	0	2	2	471	0	0
1	27	1	0	2	1	499	0	0
1	28	2	0	2	2	392	12	0
1	29	2	1	0	2	373	0	300
1	30	2	0	2	2	601	0	0
1	31	2	0	2	2	366	16	0
1	32	1	1	2	0	0	0	250
1	33	1	0	2	1	616	-12	0
1	34	2	1	2	0	0	0	300
1	35	1	0	2	1	457	0	0
1	36	2	0	2	2	494	0	0
1	37	2	1	0	2	514	0	350
1	38	2	0	2	2	439	0	0
1	39	2	0	2	2	428	0	0
1	40	1	0	2	1	464	0	0
1	41	1	0	2	1	461	0	0
1	42	2	0	2	2	474	0	0
1	43	1	0	2	1	510	0	0
1	44	1	1	0	1	475	0	300
1	45	2	0	2	2	632	0	0
1	46	2	0	2	2	468	0	0
1	47	2	0	2	2	417	0	0
1	48	2	0	2	2	454	0	0
1	49	2	0	2	2	498	16	0
1	50	1	0	2	1	711	0	0
1	51	2	0	2	2	468	0	0
1	52	1	0	2	1	456	0	0
1	53	2	0	2	2	485	0	0
1	54	1	0	2	1	562	0	0
1	55	1	0	2	1	423	16	0
1	56	2	0	2	2	451	13	0
1	57	2	1	0	2	368	0	250
1	58	1	0	2	1	413	0	0
1	59	1	1	2	0	0	0	200
1	60	1	0	2	1	446	0	0
1	61	2	0	2	2	747	0	0
1	62	2	0	2	2	455	0	0
1	63	1	0	2	1	460	-9	0
2	0	2	0	0	1	531	0	0
2	1	1	0	2	1	488	16	0
2	2	1	0	2	1	460	9	0
2	3	1	0	2	1	473	11	0
2	4	2	0	2	2	430	0	0
2	5	1	0	2	1	370	0	0
2	6	2	0	2	2	367	0	0
2	7	2	1	0	2	516	0	250
2	8	2	0	2	2	792	0	0
2	9	1	0	2	1	453	0	0
2	10	2	1	0	2	418	0	200
2	11	1	0	2	1	494	0	0
2	12	1	0	2	1	451	0	0
2	13	2	1	2	0	0	0	150
2	14	1	1	2	0	0	0	200
2	15	2	0	2	2	569	0	0
2	16	2	0	2	2	398	0	0
2	17	1	1	0	1	434	0	250
2	18	2	0	2	2	511	0	0
2	19	1	1	2	0	0	0	200
2	20	1	0	2	1	1016	10	0
2	21	2	0	2	2	333	16	0
2	22	2	0	2	2	354	0	0
2	23	1	0	2	1	503	0	0
2	24	1	1	0	1	419	0	250
2	25	1	0	2	1	440	0	0
2	26	1	0	2	1	413	0	0
2	27	2	0	2	2	449	0	0
2	28	2	0	2	2	486	0	0
2	29	1	1	2	0	0	0	200
2	30	2	0	2	2	391	9	0
2	31	1	0	2	1	420	0	0
2	32	2	0	2	2	561	16	0
2	33	1	1	0	1	685	12	250
2	34	2	1	0	2	378	0	200
2	35	1	0	2	1	479	16	0
2	36	1	0	2	1	451	16	0
2	37	2	1	2	0	0	0	150
2	38	1	0	2	1	581	0	0
2	39	1	0	2	1	473	0	0
2	40	2	0	2	2	430	16	0
2	41	1	0	2	1	459	0	0
2	42	2	0	2	2	584	0	0
2	43	1	0	2	1	452	0	0
2	44	2	0	2	2	649	16	0
2	45	2	0	2	2	574	0	0
2	46	1	0	2	1	538	0	0
2	47	2	0	2	2	479	0	0
2	48	1	0	2	1	484	9	0
2	49	2	0	2	2	432	0	0
2	50	1	0	2	1	421	0	0
2	51	1	0	2	1	458	0	0
2	52	1	1	0	1	446	0	200
2	53	2	0	2	2	451	0	0
2	54	2	1	2	0	0	0	150
2	55	2	0	2	2	412	0	0
2	56	2	0	2	2	481	0	0
2	57	2	0	2	2	406	16	0
2	58	2	1	2	0	0	0	200
2	59	2	1	0	2	439	0	250
2	60	2	0	2	2	460	-9	0
2	61	1	0	2	1	665	0	0
2	62	1	1	2	0	0	0	200
2	63	1	0	2	1	426	14	0
