#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,5,4,2.56324666667,11.8060909091,1.99166491228,3.913416,2.5665031746,5.64635,[2.0921, 2.0921, 1.8482, 2.0921, 1.8482, 5.4161, 2.0921, 1.8482, 5.4161, 1.5866, 2.0921, 1.8482, 5.4161, 1.5866, 1.1739],[13.494, 13.494, 16.3882, 13.494, 16.3882, 3.4774, 13.494, 16.3882, 3.4774, 17.1654, 2.6062],[2.1893, 2.116, 2.1893, 2.116, 2.6473, 1.5413, 1.2377, 3.1637, 2.1893, 2.116, 2.6473, 1.5413, 1.2377, 3.1637, 2.6681, 1.6078, 1.6093, 1.6916, 1.5107, 2.1893, 2.116, 2.6473, 1.5413, 1.2377, 3.1637, 2.6681, 1.6078, 1.6093, 1.6916, 1.5107, 1.756, 2.2276, 2.2104, 1.2407, 1.6536, 2.1893, 2.116, 2.6473, 1.5413, 1.2377, 3.1637, 2.6681, 1.6078, 1.6093, 1.6916, 1.5107, 1.756, 2.2276, 2.2104, 1.2407, 1.6536, 1.5923, 1.4461, 3.0275, 1.515, 1.8835, 2.7349],[2.841, 4.2208, 4.4851, 3.5894, 4.0014, 2.841, 4.2208, 4.4851, 3.5894, 4.0014, 3.3278, 4.1046, 4.5798, 3.3513, 2.841, 4.2208, 4.4851, 3.5894, 4.0014, 3.3278, 4.1046, 4.5798, 3.3513, 2.2193, 2.879, 2.9125, 2.9581, 3.3444, 2.841, 4.2208, 4.4851, 3.5894, 4.0014, 3.3278, 4.1046, 4.5798, 3.3513, 2.2193, 2.879, 2.9125, 2.9581, 3.3444, 13.6913, 3.9551, 4.2718, 5.2936, 4.1425, 9.2788, 1.9968, 1.773],[1.903, 2.0167, 2.2645, 3.6516, 2.7097, 2.4522, 1.903, 2.0167, 2.2645, 3.6516, 2.7097, 2.4522, 1.5966, 2.5444, 2.2803, 1.9609, 1.903, 2.0167, 2.2645, 3.6516, 2.7097, 2.4522, 1.5966, 2.5444, 2.2803, 1.9609, 3.9744, 1.9077, 3.3207, 1.903, 2.0167, 2.2645, 3.6516, 2.7097, 2.4522, 1.5966, 2.5444, 2.2803, 1.9609, 3.9744, 1.9077, 3.3207, 6.6379, 1.9779, 1.5621, 1.903, 2.0167, 2.2645, 3.6516, 2.7097, 2.4522, 1.5966, 2.5444, 2.2803, 1.9609, 3.9744, 1.9077, 3.3207, 6.6379, 1.9779, 1.5621, 3.039, 2.1692],[7.7689, 3.885, 3.9867, 7.7689, 3.885, 3.9867, 7.7211, 7.8127, 5.9444, 5.0815, 7.7689, 3.885, 3.9867, 7.7211, 7.8127, 5.9444, 5.0815, 6.709, 5.1165, 3.4096, 7.7689, 3.885, 3.9867, 7.7211, 7.8127, 5.9444, 5.0815, 6.709, 5.1165, 3.4096, 3.4507, 4.8904, 5.4612, 5.7682, 3.03, 8.9597, 4.5806, 5.7088]
