word,color,congruent,corrAns,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,resp_time.keys,resp_time.corr,resp_time.rt,key_resp_5.keys,key_resp_5.rt,date,frameRate,expName,Session,Participant,
blue,red,0,left,0,0,0,11,,,,,left,1,1.74440680788,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,blue,1,right,0,1,1,4,,,,,right,1,0.784809964183,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,red,0,left,0,2,2,8,,,,,left,1,0.834278777358,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,green,0,down,0,3,3,7,,,,,down,1,0.395887069022,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,blue,1,right,0,4,4,5,,,,,right,1,0.417475523325,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,green,0,down,0,5,5,10,,,,,left,0,0.284537264617,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,green,1,down,0,6,6,2,,,,,down,1,0.584728596221,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,green,1,down,0,7,7,3,,,,,down,1,0.346530300729,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,green,0,down,0,8,8,6,,,,,down,1,0.501297639388,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,blue,0,right,0,9,9,9,,,,,right,1,0.684300288267,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,red,1,left,0,10,10,0,,,,,left,1,0.399411493525,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,red,1,left,0,11,11,1,,,,,left,1,0.564961085072,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,green,0,down,1,0,12,10,,,,,down,1,0.333094893462,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,green,0,down,1,1,13,6,,,,,down,1,0.567638758177,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,green,0,down,1,2,14,7,,,,,down,1,0.484190410156,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,red,0,left,1,3,15,8,,,,,left,1,0.684279190757,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,blue,1,right,1,4,16,4,,,,,right,1,0.417658273374,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,blue,1,right,1,5,17,5,,,,,right,1,0.531107279981,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,green,1,down,1,6,18,3,,,,,left,0,0.648132599557,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,red,0,left,1,7,19,11,,,,,left,1,0.44046639181,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,green,1,down,1,8,20,2,,,,,down,1,0.459691639941,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,red,1,left,1,9,21,0,,,,,left,1,0.717943973568,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,blue,0,right,1,10,22,9,,,,,right,1,0.734415996703,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,red,1,left,1,11,23,1,,,,,left,1,0.909456331434,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,blue,1,right,,,,,0,0,0,24,left,0,0.916944236717,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,green,1,down,,,,,0,1,1,15,down,1,0.749954312487,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,green,1,down,,,,,0,2,2,18,down,1,0.534430707938,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,red,0,left,,,,,0,3,3,44,left,1,0.467205489458,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,blue,1,right,,,,,0,4,4,28,right,1,0.590423213191,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,blue,1,right,,,,,0,5,5,26,right,1,0.551909424399,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,blue,1,right,,,,,0,6,6,27,right,1,0.318118227591,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,green,1,down,,,,,0,7,7,16,down,1,0.767791401509,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,blue,1,right,,,,,0,8,8,32,right,1,0.750979822513,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,blue,1,right,,,,,0,9,9,30,right,1,0.450576945612,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,green,1,down,,,,,0,10,10,19,down,1,0.500756231677,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,red,1,left,,,,,0,11,11,6,left,1,0.451442513706,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,blue,0,right,,,,,0,12,12,37,left,0,0.450806167202,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,green,0,down,,,,,0,13,13,36,down,1,0.536938745663,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,red,1,left,,,,,0,14,14,11,left,1,0.728654951086,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,red,1,left,,,,,0,15,15,1,left,1,0.517894536972,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,red,1,left,,,,,0,16,16,9,left,1,0.333959891354,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,green,0,down,,,,,0,17,17,42,down,1,0.751090156786,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,red,1,left,,,,,0,18,18,4,down,0,0.383916513163,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,green,1,down,,,,,0,19,19,17,down,1,0.3677087791,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,red,1,left,,,,,0,20,20,10,left,1,0.399998802575,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,green,0,down,,,,,0,21,21,38,down,1,0.734271735353,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,green,1,down,,,,,0,22,22,21,down,1,0.701137811498,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,green,1,down,,,,,0,23,23,13,down,1,0.450659339938,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,blue,1,right,,,,,0,24,24,34,right,1,0.601186079179,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,green,1,down,,,,,0,25,25,12,down,1,0.450234823833,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,green,1,down,,,,,0,26,26,14,down,1,0.317268340079,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,blue,0,right,,,,,0,27,27,40,right,1,0.801694529158,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,green,1,down,,,,,0,28,28,20,down,1,0.378292316258,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,blue,1,right,,,,,0,29,29,29,down,0,0.32941451845,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,blue,1,right,,,,,0,30,30,33,right,1,0.702423048971,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,red,0,left,,,,,0,31,31,39,left,1,0.842036673745,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,red,0,left,,,,,0,32,32,43,left,1,0.517468025155,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,blue,0,right,,,,,0,33,33,41,right,1,0.867756818701,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,red,1,left,,,,,0,34,34,7,left,1,1.00148566382,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,red,1,left,,,,,0,35,35,2,left,1,0.513975817123,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
green,green,1,down,,,,,0,36,36,23,down,1,0.836809052998,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
blue,blue,1,right,,,,,0,37,37,35,right,1,0.579556000061,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
red,red,1,left,,,,,0,38,38,0,left,1,0.934587456732,,,2018_Sep_14_1643,60.0904734737,Stroop,pre,1006,
