block	trial	stimulus	signal	correct	respons	rt	re	ssd
1	3	1	1	2	0	0	0	150
1	4	2	0	2	2	560	1	0
1	5	1	1	2	0	0	0	200
1	6	1	0	2	1	606	1	0
1	7	2	0	2	2	590	17	0
1	8	2	0	0	1	648	2	0
1	9	2	0	0	1	699	1	0
1	10	1	1	0	1	950	2	250
1	11	2	0	2	2	934	1	0
1	12	2	1	2	0	0	0	200
1	13	2	0	2	2	790	1	0
1	14	2	0	2	2	567	48	0
1	15	1	0	2	1	759	1	0
1	16	1	0	2	1	440	2	0
1	17	2	0	2	2	639	2	0
1	18	2	0	0	0	0	0	0
1	19	1	0	2	1	729	1	0
1	20	2	0	2	2	609	1	0
1	21	1	0	2	1	651	1	0
1	22	2	1	2	0	0	0	250
1	23	1	0	2	1	500	1	0
1	24	2	0	2	2	1231	1	0
1	25	2	1	0	2	742	2	300
1	26	1	0	2	1	564	1	0
1	27	2	0	2	2	762	1	0
1	28	1	0	2	1	552	1	0
1	29	1	1	0	1	620	2	250
1	30	1	1	2	0	0	0	200
1	31	1	0	2	1	789	1	0
1	32	2	0	2	2	548	3	0
1	33	1	0	2	1	624	2	0
1	34	2	0	2	2	718	1	0
1	35	2	0	0	1	586	1	0
1	36	1	1	2	0	0	0	250
1	37	1	0	2	1	681	1	0
1	38	1	0	2	1	734	1	0
1	39	2	1	2	0	0	0	300
1	40	1	0	2	1	792	1	0
1	41	1	0	2	1	857	1	0
1	42	1	0	0	0	0	0	0
1	43	1	1	0	1	461	1	350
1	44	1	0	2	1	561	1	0
1	45	2	0	2	2	437	1	0
1	46	1	0	2	1	623	1	0
1	47	1	0	2	1	566	1	0
1	48	2	1	2	0	0	0	300
1	49	2	1	0	1	582	1	350
1	50	2	0	0	0	0	0	0
1	51	2	0	2	2	417	1	0
1	52	2	0	2	2	406	1	0
1	53	1	0	2	1	488	2	0
1	54	2	1	0	2	819	1	300
1	55	1	0	2	1	743	1	0
1	56	1	0	2	1	538	1	0
1	57	1	0	2	1	483	1	0
1	58	1	1	2	0	0	0	250
1	59	2	0	2	2	635	1	0
1	60	1	0	2	1	636	2	0
1	61	2	0	2	2	644	1	0
1	62	2	0	2	2	453	1	0
1	63	1	0	2	1	630	2	0
2	0	2	1	0	2	823	2	300
2	1	1	0	2	1	723	1	0
2	2	2	0	2	2	752	1	0
2	3	2	0	2	2	1096	1	0
2	4	2	0	2	2	405	1	0
2	5	2	0	2	2	493	1	0
2	6	2	0	2	2	430	1	0
2	7	1	0	2	1	502	18	0
2	8	1	0	2	1	643	2	0
2	9	1	1	2	0	0	0	250
2	10	1	0	2	1	473	1	0
2	11	1	0	2	1	512	1	0
2	12	1	0	2	1	450	1	0
2	13	1	1	0	1	440	1	300
2	14	2	0	2	2	579	1	0
2	15	1	1	2	0	0	0	250
2	16	2	1	0	2	550	1	300
2	17	2	1	2	0	0	0	250
2	18	1	0	2	1	447	2	0
2	19	1	0	2	1	627	2	0
2	20	2	0	2	2	673	1	0
2	21	2	0	2	2	567	2	0
2	22	2	0	2	2	445	1	0
2	23	2	1	0	2	429	2	300
2	24	2	0	2	2	589	1	0
2	25	2	0	2	2	586	1	0
2	26	1	1	2	0	0	0	250
2	27	1	0	2	1	432	2	0
2	28	2	0	2	2	631	1	0
2	29	2	0	2	2	585	1	0
2	30	2	0	2	2	867	1	0
2	31	1	0	2	1	506	1	0
2	32	1	1	2	0	0	0	300
2	33	2	0	2	2	586	16	0
2	34	1	0	2	1	659	1	0
2	35	2	1	0	2	573	2	350
2	36	2	0	2	2	761	1	0
2	37	1	0	2	1	510	3	0
2	38	2	0	2	2	806	2	0
2	39	1	0	2	1	611	1	0
2	40	1	0	2	1	508	1	0
2	41	1	0	2	1	594	1	0
2	42	1	0	2	1	447	1	0
2	43	1	0	2	1	386	2	0
2	44	2	0	2	2	548	2	0
2	45	1	1	2	0	0	0	300
2	46	1	0	2	1	565	1	0
2	47	1	0	2	1	583	1	0
2	48	1	0	2	1	526	1	0
2	49	2	1	2	0	0	0	350
2	50	2	0	2	2	430	2	0
2	51	1	0	2	1	511	1	0
2	52	2	0	2	2	478	1	0
2	53	1	0	2	1	441	2	0
2	54	2	0	2	2	380	1	0
2	55	1	1	0	1	380	1	400
2	56	2	0	2	2	574	1	0
2	57	2	0	2	2	627	1	0
2	58	2	0	2	2	525	1	0
2	59	2	1	0	2	474	3	350
2	60	1	0	2	1	489	1	0
2	61	2	1	0	2	386	2	300
2	62	1	1	2	0	0	0	250
2	63	1	0	2	1	532	1	0
