#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,4,4,3.72687,6.15946,2.56542051282,4.52510833333,2.62151219512,5.215415625,[3.7915, 3.7915, 3.1899, 3.7915, 3.1899, 4.3525, 3.7915, 3.1899, 4.3525, 3.828],[5.9992, 5.9992, 6.6779, 5.9992, 6.6779, 6.4704, 5.9992, 6.6779, 6.4704, 4.6233],[2.271, 2.9813, 1.9885, 2.271, 2.9813, 1.9885, 2.0763, 2.036, 2.5347, 2.661, 2.271, 2.9813, 1.9885, 2.0763, 2.036, 2.5347, 2.661, 2.3955, 1.8435, 4.7642, 2.2149, 3.0719, 2.271, 2.9813, 1.9885, 2.0763, 2.036, 2.5347, 2.661, 2.3955, 1.8435, 4.7642, 2.2149, 3.0719, 2.6514, 2.4697, 4.7167, 2.5095, 2.2369],[4.9459, 5.5024, 3.7004, 5.5415, 4.4598, 4.9459, 5.5024, 3.7004, 5.5415, 4.4598, 2.2434, 4.4593, 3.9076, 5.1882, 4.9459, 5.5024, 3.7004, 5.5415, 4.4598, 2.2434, 4.4593, 3.9076, 5.1882, 3.0751, 3.1961, 3.6302, 2.8354, 2.6865, 3.9949, 4.9459, 5.5024, 3.7004, 5.5415, 4.4598, 2.2434, 4.4593, 3.9076, 5.1882, 3.0751, 3.1961, 3.6302, 2.8354, 2.6865, 3.9949, 21.123, 6.267, 3.1509, 3.8324],[2.4819, 2.4576, 2.2042, 4.0563, 3.98, 2.4819, 2.4576, 2.2042, 4.0563, 3.98, 1.7337, 2.9744, 1.9238, 2.0135, 2.4819, 2.4576, 2.2042, 4.0563, 3.98, 1.7337, 2.9744, 1.9238, 2.0135, 2.2362, 2.5257, 2.5646, 2.4819, 2.4576, 2.2042, 4.0563, 3.98, 1.7337, 2.9744, 1.9238, 2.0135, 2.2362, 2.5257, 2.5646, 2.0104, 2.2985, 1.8639],[6.0595, 5.0955, 2.8331, 6.0595, 5.0955, 2.8331, 11.5794, 3.6603, 3.1791, 4.1011, 6.0595, 5.0955, 2.8331, 11.5794, 3.6603, 3.1791, 4.1011, 3.9475, 3.5857, 6.0595, 5.0955, 2.8331, 11.5794, 3.6603, 3.1791, 4.1011, 3.9475, 3.5857, 4.9625, 14.3153, 5.6009, 3.4361]
