block	trial	stimulus	signal	correct	respons	rt	re	ssd
2	25	2	0	2	2	534	0	0
2	26	2	0	2	2	578	16	0
2	27	1	0	2	1	399	0	0
2	28	1	1	0	1	524	0	100
2	29	1	0	2	1	488	0	0
2	30	1	0	0	2	237	11	0
2	31	1	0	0	2	250	9	0
2	32	1	1	0	1	494	0	50
2	33	1	1	2	0	0	0	50
2	34	2	0	2	2	408	16	0
2	35	1	0	2	1	644	16	0
2	36	1	0	2	1	913	0	0
2	37	2	0	2	2	542	16	0
2	38	2	0	2	2	506	0	0
2	39	2	1	2	0	0	0	100
2	40	2	0	2	2	756	0	0
2	41	2	0	2	2	512	0	0
2	42	1	1	2	0	0	0	150
2	43	1	0	2	1	482	0	0
2	44	2	0	2	2	391	0	0
2	45	1	0	2	1	555	0	0
2	46	2	0	2	2	480	0	0
2	47	1	0	2	1	620	0	0
2	48	1	0	2	1	705	0	0
2	49	2	1	0	2	430	16	200
2	50	1	0	2	1	523	0	0
2	51	2	0	2	2	431	9	0
2	52	2	0	2	2	516	0	0
2	53	2	0	2	2	369	0	0
2	54	2	0	2	2	277	0	0
2	55	1	0	2	1	602	0	0
2	56	2	0	2	2	479	16	0
2	57	1	0	0	2	347	16	0
2	58	1	0	2	1	504	16	0
2	59	1	0	0	2	293	0	0
2	60	2	0	2	2	449	0	0
2	61	2	0	2	2	374	9	0
2	62	1	0	2	1	555	0	0
2	63	2	0	2	2	423	9	0
