169.8268 	EXP 	msgFeedback: autoDraw = False
169.8268 	EXP 	msgFeedback: autoDraw = False
169.8268 	EXP 	stimuli: color = u'red (named)'
169.8268 	EXP 	stimuli: text = u'red'
169.8268 	EXP 	hint: autoDraw = True
170.3413 	EXP 	stimuli: autoDraw = True
172.6480 	DATA 	Keypress: left
173.0342 	EXP 	stimuli: autoDraw = False
173.0342 	EXP 	hint: autoDraw = False
173.0342 	EXP 	msgFeedback: text = 'Correct! RT=2.308'
173.0342 	EXP 	msgFeedback: autoDraw = True
174.1565 	EXP 	New trial (rep=0, index=11): OrderedDict([('word', u'blue'), ('color', u'blue'), ('congruent', 1), ('corrAns', u'right')])
174.3160 	EXP 	msgFeedback: autoDraw = False
174.3160 	EXP 	msgFeedback: autoDraw = False
174.3160 	EXP 	stimuli: color = u'blue (named)'
174.3160 	EXP 	stimuli: text = u'blue'
174.3160 	EXP 	hint: autoDraw = True
174.6868 	EXP 	stimuli: autoDraw = True
175.4326 	DATA 	Keypress: right
175.8406 	EXP 	stimuli: autoDraw = False
175.8406 	EXP 	hint: autoDraw = False
175.8406 	EXP 	msgFeedback: text = 'Correct! RT=0.756'
175.8406 	EXP 	msgFeedback: autoDraw = True
176.9513 	EXP 	New trial (rep=1, index=0): OrderedDict([('word', u'blue'), ('color', u'blue'), ('congruent', 1), ('corrAns', u'right')])
176.9676 	EXP 	msgFeedback: autoDraw = False
176.9676 	EXP 	msgFeedback: autoDraw = False
176.9676 	EXP 	stimuli: color = u'blue (named)'
176.9676 	EXP 	stimuli: text = u'blue'
176.9676 	EXP 	hint: autoDraw = True
177.4814 	EXP 	stimuli: autoDraw = True
178.4751 	DATA 	Keypress: right
178.8739 	EXP 	stimuli: autoDraw = False
178.8739 	EXP 	hint: autoDraw = False
178.8739 	EXP 	msgFeedback: text = 'Correct! RT=1.004'
178.8739 	EXP 	msgFeedback: autoDraw = True
179.9975 	EXP 	New trial (rep=1, index=1): OrderedDict([('word', u'green'), ('color', u'green'), ('congruent', 1), ('corrAns', u'down')])
180.2032 	EXP 	msgFeedback: autoDraw = False
180.2032 	EXP 	msgFeedback: autoDraw = False
180.2032 	EXP 	stimuli: color = u'green (named)'
180.2032 	EXP 	stimuli: text = u'green'
180.2032 	EXP 	hint: autoDraw = True
180.5303 	EXP 	stimuli: autoDraw = True
181.3015 	DATA 	Keypress: down
181.7018 	EXP 	stimuli: autoDraw = False
181.7018 	EXP 	hint: autoDraw = False
181.7018 	EXP 	msgFeedback: text = 'Correct! RT=0.782'
181.7018 	EXP 	msgFeedback: autoDraw = True
182.8260 	EXP 	New trial (rep=1, index=2): OrderedDict([('word', u'red'), ('color', u'green'), ('congruent', 0), ('corrAns', u'down')])
182.9646 	EXP 	msgFeedback: autoDraw = False
182.9646 	EXP 	stimuli: color = u'green (named)'
182.9646 	EXP 	stimuli: text = u'red'
182.9646 	EXP 	hint: autoDraw = True
183.3580 	EXP 	stimuli: autoDraw = True
184.1535 	DATA 	Keypress: down
184.5497 	EXP 	stimuli: autoDraw = False
184.5497 	EXP 	hint: autoDraw = False
184.5497 	EXP 	msgFeedback: text = 'Correct! RT=0.797'
184.5497 	EXP 	msgFeedback: autoDraw = True
185.6651 	EXP 	New trial (rep=1, index=3): OrderedDict([('word', u'green'), ('color', u'green'), ('congruent', 1), ('corrAns', u'down')])
185.8733 	EXP 	msgFeedback: autoDraw = False
185.8733 	EXP 	msgFeedback: autoDraw = False
185.8733 	EXP 	stimuli: color = u'green (named)'
185.8733 	EXP 	stimuli: text = u'green'
185.8733 	EXP 	hint: autoDraw = True
186.1878 	EXP 	stimuli: autoDraw = True
186.7873 	DATA 	Keypress: down
187.1869 	EXP 	stimuli: autoDraw = False
187.1869 	EXP 	hint: autoDraw = False
187.1869 	EXP 	msgFeedback: text = 'Correct! RT=0.601'
187.1869 	EXP 	msgFeedback: autoDraw = True
188.3035 	EXP 	New trial (rep=1, index=4): OrderedDict([('word', u'blue'), ('color', u'red'), ('congruent', 0), ('corrAns', u'left')])
188.4560 	EXP 	msgFeedback: autoDraw = False
188.4560 	EXP 	msgFeedback: autoDraw = False
188.4560 	EXP 	stimuli: color = u'red (named)'
188.4560 	EXP 	stimuli: text = u'blue'
188.4560 	EXP 	hint: autoDraw = True
188.8351 	EXP 	stimuli: autoDraw = True
189.7482 	DATA 	Keypress: left
190.1384 	EXP 	stimuli: autoDraw = False
190.1384 	EXP 	hint: autoDraw = False
190.1384 	EXP 	msgFeedback: text = 'Correct! RT=0.914'
190.1384 	EXP 	msgFeedback: autoDraw = True
191.2648 	EXP 	New trial (rep=1, index=5): OrderedDict([('word', u'red'), ('color', u'green'), ('congruent', 0), ('corrAns', u'down')])
191.4032 	EXP 	msgFeedback: autoDraw = False
191.4032 	EXP 	stimuli: color = u'green (named)'
191.4032 	EXP 	stimuli: text = u'red'
191.4032 	EXP 	hint: autoDraw = True
191.7982 	EXP 	stimuli: autoDraw = True
192.4640 	DATA 	Keypress: down
192.8627 	EXP 	stimuli: autoDraw = False
192.8627 	EXP 	hint: autoDraw = False
192.8627 	EXP 	msgFeedback: text = 'Correct! RT=0.676'
192.8627 	EXP 	msgFeedback: autoDraw = True
193.9793 	EXP 	New trial (rep=1, index=6): OrderedDict([('word', u'blue'), ('color', u'blue'), ('congruent', 1), ('corrAns', u'right')])
194.1317 	EXP 	msgFeedback: autoDraw = False
194.1317 	EXP 	msgFeedback: autoDraw = False
194.1317 	EXP 	stimuli: color = u'blue (named)'
194.1317 	EXP 	stimuli: text = u'blue'
194.1317 	EXP 	hint: autoDraw = True
194.5117 	EXP 	stimuli: autoDraw = True
195.0142 	DATA 	Keypress: right
195.4029 	EXP 	stimuli: autoDraw = False
195.4029 	EXP 	hint: autoDraw = False
195.4029 	EXP 	msgFeedback: text = 'Correct! RT=0.503'
195.4029 	EXP 	msgFeedback: autoDraw = True
196.5273 	EXP 	New trial (rep=1, index=7): OrderedDict([('word', u'green'), ('color', u'blue'), ('congruent', 0), ('corrAns', u'right')])
196.6987 	EXP 	msgFeedback: autoDraw = False
196.6987 	EXP 	msgFeedback: autoDraw = False
196.6987 	EXP 	stimuli: color = u'blue (named)'
196.6987 	EXP 	stimuli: text = u'green'
196.6987 	EXP 	hint: autoDraw = True
197.0585 	EXP 	stimuli: autoDraw = True
197.8612 	DATA 	Keypress: right
198.2648 	EXP 	stimuli: autoDraw = False
198.2648 	EXP 	hint: autoDraw = False
198.2648 	EXP 	msgFeedback: text = 'Correct! RT=0.815'
198.2648 	EXP 	msgFeedback: autoDraw = True
199.3878 	EXP 	New trial (rep=1, index=8): OrderedDict([('word', u'red'), ('color', u'red'), ('congruent', 1), ('corrAns', u'left')])
199.5297 	EXP 	msgFeedback: autoDraw = False
199.5297 	EXP 	stimuli: color = u'red (named)'
199.5297 	EXP 	stimuli: text = u'red'
199.5297 	EXP 	hint: autoDraw = True
199.9344 	EXP 	stimuli: autoDraw = True
200.6150 	DATA 	Keypress: left
201.1407 	EXP 	stimuli: autoDraw = False
201.1407 	EXP 	hint: autoDraw = False
201.1407 	EXP 	msgFeedback: text = 'Correct! RT=0.692'
201.1407 	EXP 	msgFeedback: autoDraw = True
202.1356 	EXP 	New trial (rep=1, index=9): OrderedDict([('word', u'green'), ('color', u'red'), ('congruent', 0), ('corrAns', u'left')])
202.3061 	EXP 	msgFeedback: autoDraw = False
202.3061 	EXP 	msgFeedback: autoDraw = False
202.3061 	EXP 	stimuli: color = u'red (named)'
202.3061 	EXP 	stimuli: text = u'green'
202.3061 	EXP 	hint: autoDraw = True
202.6666 	EXP 	stimuli: autoDraw = True
203.4780 	DATA 	Keypress: left
203.8707 	EXP 	stimuli: autoDraw = False
203.8707 	EXP 	hint: autoDraw = False
203.8707 	EXP 	msgFeedback: text = 'Correct! RT=0.812'
203.8707 	EXP 	msgFeedback: autoDraw = True
204.9819 	EXP 	New trial (rep=1, index=10): OrderedDict([('word', u'blue'), ('color', u'green'), ('congruent', 0), ('corrAns', u'down')])
205.1339 	EXP 	msgFeedback: autoDraw = False
205.1339 	EXP 	msgFeedback: autoDraw = False
205.1339 	EXP 	stimuli: color = u'green (named)'
205.1339 	EXP 	stimuli: text = u'blue'
205.1339 	EXP 	hint: autoDraw = True
205.5136 	EXP 	stimuli: autoDraw = True
205.9248 	DATA 	Keypress: down
206.3146 	EXP 	stimuli: autoDraw = False
206.3146 	EXP 	hint: autoDraw = False
206.3146 	EXP 	msgFeedback: text = 'Correct! RT=0.412'
206.3146 	EXP 	msgFeedback: autoDraw = True
207.4285 	EXP 	New trial (rep=1, index=11): OrderedDict([('word', u'red'), ('color', u'red'), ('congruent', 1), ('corrAns', u'left')])
207.5742 	EXP 	msgFeedback: autoDraw = False
207.5742 	EXP 	msgFeedback: autoDraw = False
207.5742 	EXP 	stimuli: color = u'red (named)'
207.5742 	EXP 	stimuli: text = u'red'
207.5742 	EXP 	hint: autoDraw = True
207.9599 	EXP 	stimuli: autoDraw = True
208.5809 	DATA 	Keypress: left
208.9720 	EXP 	stimuli: autoDraw = False
208.9720 	EXP 	hint: autoDraw = False
208.9720 	EXP 	msgFeedback: text = 'Correct! RT=0.622'
208.9720 	EXP 	msgFeedback: autoDraw = True
210.8696 	EXP 	msgFeedback: autoDraw = False
210.8696 	EXP 	msgFeedback: autoDraw = False
210.8696 	EXP 	text: autoDraw = True
213.0368 	DATA 	Mouse: Right button down, pos=(639,577)
213.0379 	DATA 	Mouse:  Right button up, pos=(639,577)
213.1792 	DATA 	Keypress: space
213.5407 	EXP 	Imported conditions.xlsx as conditions, 45 conditions, 4 params
