RUUU,RRUU,RRRU,UUUR,UURR,URRR,RURU,URUR,URRU,UUUU,UP1,UP2,UP3,UP4,SW1,SW2,SW3,SW4,errors
2.54345714286,2.12784285714,2.78794285714,2.44831666667,3.11443333333,2.85304285714,5.03542857143,4.82954444444,3.70191428571,2.19198571429,2.82049285714,3.83913333333,2.49954615385,2.19198571429,2.36864285714,2.80777894737,4.36867142857,4.82954444444,1
