# type,stim,RT
none,9,0
none,1,0
cor,3,0.602
none,1,0
none,2,0
none,9,0
none,4,0
none,8,0
none,8,0
cor,3,0.633
none,2,0
none,8,0
none,6,0
cor,3,0.767
none,4,0
cor,3,0.784
none,1,0
cor,3,0.65
none,2,0
none,6,0
none,8,0
none,1,0
none,7,0
none,5,0
cor,3,0.617
none,4,0
none,4,0
none,9,0
cor,3,0.717
none,2,0
cor,3,0.634
none,8,0
cor,3,0.5
none,2,0
none,2,0
none,9,0
cor,3,0.484
none,5,0
none,1,0
none,5,0
none,8,0
cor,3,0.799
none,2,0
none,7,0
cor,3,0.58
none,7,0
none,2,0
none,2,0
cor,3,0.817
none,1,0
none,2,0
none,4,0
none,7,0
omi,3,0
none,6,0
none,7,0
omi,3,0
none,1,0
none,6,0
none,6,0
cor,3,0.884
none,7,0
none,7,0
none,8,0
none,5,0
cor,3,0.616
none,5,0
none,1,0
none,7,0
none,6,0
cor,3,0.467
none,9,0
none,2,0
cor,3,0.55
none,2,0
none,1,0
none,2,0
cor,3,0.567
none,6,0
none,1,0
omi,3,0
none,9,0
none,5,0
none,1,0
none,2,0
none,4,0
none,4,0
cor,3,0.549
none,2,0
none,8,0
cor,3,0.433
none,5,0
none,4,0
none,5,0
none,1,0
none,7,0
cor,3,0.533
none,6,0
cor,3,0.7
none,9,0
cor,3,0.767
none,5,0
none,6,0
cor,3,0.65
none,4,0
none,6,0
none,1,0
none,5,0
cor,3,0.55
none,9,0
none,1,0
cor,3,0.583
none,1,0
none,7,0
none,5,0
cor,3,0.599
none,4,0
cor,3,0.784
none,2,0
none,4,0
none,9,0
none,7,0
none,6,0
none,6,0
omi,3,0
none,2,0
none,1,0
cor,3,0.383
none,7,0
none,7,0
cor,3,0.65
none,2,0
cor,3,0.567
none,7,0
none,4,0
none,8,0
none,8,0
none,4,0
cor,3,0.502
none,5,0
none,4,0
cor,3,0.75
none,1,0
none,5,0
none,9,0
none,8,0
none,2,0
cor,3,0.582
none,7,0
cor,3,0.668
none,4,0
none,6,0
none,2,0
none,6,0
none,5,0
cor,3,0.567
none,9,0
none,1,0
cor,3,0.567
none,7,0
cor,3,0.683
none,5,0
none,2,0
none,9,0
none,9,0
none,8,0
cor,3,0.534
none,4,0
none,5,0
none,6,0
cor,3,0.55
none,8,0
none,2,0
cor,3,0.6
none,9,0
none,4,0
none,7,0
cor,3,0.55
none,6,0
none,6,0
omi,3,0
none,9,0
cor,3,0.683
none,5,0
none,4,0
none,2,0
none,8,0
none,6,0
cor,3,0.784
none,2,0
none,2,0
none,8,0
cor,3,0.403
none,9,0
none,1,0
none,5,0
cor,3,0.517
none,1,0
com,2,0.715
none,8,0
none,5,0
cor,3,0.383
none,6,0
none,4,0
cor,3,0.567
none,6,0
none,2,0
none,7,0
none,7,0
none,6,0
none,7,0
none,9,0
cor,3,0.467
none,7,0
none,8,0
none,1,0
cor,3,0.55
none,8,0
none,1,0
cor,3,0.7
none,2,0
none,5,0
cor,3,0.584
none,2,0
omi,3,0
none,7,0
none,1,0
cor,3,0.784
none,8,0
none,4,0
none,7,0
cor,3,0.551
none,2,0
none,9,0
cor,3,0.433
none,9,0
none,5,0
com,6,0.467
none,6,0
cor,3,0.617
none,8,0
none,2,0
none,8,0
cor,3,0.5
none,1,0
none,4,0
none,2,0
none,9,0
cor,3,0.4
none,1,0
none,1,0
none,2,0
cor,3,0.5
none,8,0
none,8,0
cor,3,0.667
none,4,0
none,2,0
cor,3,0.767
none,9,0
none,7,0
none,9,0
none,8,0
none,7,0
cor,3,0.516
none,4,0
cor,3,0.618
none,9,0
none,6,0
none,5,0
none,9,0
none,9,0
none,8,0
cor,3,0.567
none,6,0
none,2,0
none,7,0
cor,3,0.65
none,8,0
none,7,0
omi,3,0
delay,4,0.15
none,8,0
cor,3,0.715
none,1,0
none,7,0
none,4,0
cor,3,0.834
none,7,0
omi,3,0
none,8,0
none,2,0
none,9,0
cor,3,0.4
none,1,0
none,4,0
none,1,0
cor,3,0.55
none,9,0
none,4,0
none,9,0
cor,3,0.465
none,1,0
none,8,0
none,2,0
none,9,0
none,8,0
none,5,0
none,5,0
none,5,0
none,9,0
cor,3,0.467
none,5,0
omi,3,0
none,5,0
none,1,0
cor,3,0.666
none,5,0
none,6,0
cor,3,0.502
none,6,0
none,2,0
cor,3,0.867
none,6,0
none,2,0
none,5,0
cor,3,0.4
none,6,0
cor,3,0.8
none,9,0
none,7,0
none,7,0
cor,3,0.7
none,7,0
none,8,0
none,2,0
none,9,0
none,4,0
none,4,0
cor,3,0.533
none,4,0
cor,3,0.7
none,6,0
cor,3,0.635
none,8,0
none,2,0
none,8,0
cor,3,0.6
none,7,0
com,8,0.817
none,9,0
none,9,0
none,1,0
omi,3,0
delay,7,0.133
none,1,0
omi,3,0
none,6,0
none,1,0
cor,3,0.6
none,4,0
none,2,0
none,1,0
none,1,0
cor,3,0.518
none,9,0
cor,3,0.85
none,7,0
none,2,0
cor,3,0.667
none,6,0
none,5,0
none,7,0
cor,3,0.585
none,5,0
none,9,0
cor,3,0.734
none,9,0
omi,3,0
none,2,0
none,2,0
none,6,0
cor,3,0.682
none,8,0
none,4,0
cor,3,0.867
none,1,0
none,1,0
none,8,0
none,8,0
none,1,0
none,9,0
none,1,0
none,1,0
none,6,0
none,2,0
none,4,0
cor,3,0.617
none,4,0
none,7,0
none,4,0
none,4,0
cor,3,0.667
none,2,0
none,1,0
cor,3,0.75
none,4,0
cor,3,0.785
none,8,0
none,4,0
cor,3,0.717
none,6,0
cor,3,0.734
none,9,0
none,6,0
cor,3,0.666
none,1,0
none,7,0
none,7,0
none,8,0
cor,3,0.534
none,7,0
none,9,0
none,5,0
none,6,0
cor,3,0.518
none,2,0
none,7,0
none,5,0
cor,3,0.583
none,8,0
none,8,0
cor,3,0.65
none,4,0
none,2,0
none,7,0
none,8,0
none,7,0
none,8,0
cor,3,0.6
none,1,0
none,6,0
none,2,0
cor,3,0.784
none,2,0
none,8,0
none,5,0
none,8,0
cor,3,0.467
none,1,0
cor,3,0.65
none,8,0
omi,3,0
none,5,0
none,6,0
none,9,0
cor,3,0.567
none,4,0
none,2,0
cor,3,0.884
none,1,0
cor,3,0.618
none,1,0
none,8,0
none,1,0
cor,3,0.551
none,5,0
none,6,0
cor,3,0.7
none,6,0
none,8,0
none,4,0
omi,3,0
none,7,0
none,2,0
none,8,0
cor,3,0.647
none,5,0
none,1,0
none,8,0
none,5,0
cor,3,0.533
none,1,0
none,7,0
none,8,0
none,2,0
none,1,0
cor,3,0.633
none,6,0
none,9,0
cor,3,0.816
none,9,0
none,5,0
cor,3,0.55
none,9,0
none,4,0
none,6,0
none,4,0
none,2,0
none,1,0
cor,3,0.6
none,4,0
none,9,0
cor,3,0.584
none,7,0
none,2,0
none,1,0
none,1,0
cor,3,0.601
none,8,0
none,9,0
none,5,0
cor,3,0.532
none,5,0
omi,3,0
none,5,0
none,5,0
