#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,4,3,6.08076,7.838575,3.48837837838,2.99332857143,1.98251627907,4.46694883721,[4.5254, 4.5254, 10.8529, 4.5254, 10.8529, 3.5148, 4.5254, 10.8529, 3.5148, 3.1177],[6.4381, 6.4381, 4.2731, 6.4381, 4.2731, 13.1918, 6.7444, 14.9119],[3.5175, 10.7507, 2.5011, 1.2763, 2.3924, 3.5175, 10.7507, 2.5011, 1.2763, 2.3924, 4.412, 2.6281, 2.4804, 3.5175, 10.7507, 2.5011, 1.2763, 2.3924, 4.412, 2.6281, 2.4804, 2.4129, 2.6052, 2.7093, 3.5175, 10.7507, 2.5011, 1.2763, 2.3924, 4.412, 2.6281, 2.4804, 2.4129, 2.6052, 2.7093, 1.4245, 1.8772],[3.2622, 3.4663, 2.7709, 3.2622, 3.4663, 2.7709, 3.2823, 3.2361, 3.2622, 3.4663, 2.7709, 3.2823, 3.2361, 2.2358, 2.3659, 2.0867, 2.2314, 4.4081, 3.3584, 1.9859, 2.6527],[1.9095, 2.1768, 2.2564, 1.9095, 2.1768, 2.2564, 1.8886, 2.08, 1.614, 2.1356, 3.0696, 1.9095, 2.1768, 2.2564, 1.8886, 2.08, 1.614, 2.1356, 3.0696, 2.789, 2.2382, 1.2859, 1.4325, 1.6199, 1.9095, 2.1768, 2.2564, 1.8886, 2.08, 1.614, 2.1356, 3.0696, 2.789, 2.2382, 1.2859, 1.4325, 1.6199, 1.0364, 1.556, 1.2594, 1.5481, 1.7023, 1.6808],[3.8907, 7.8246, 6.3138, 3.4655, 4.0951, 3.8907, 7.8246, 6.3138, 3.4655, 4.0951, 3.5702, 6.2411, 5.1483, 3.0673, 3.4592, 2.2017, 3.8907, 7.8246, 6.3138, 3.4655, 4.0951, 3.5702, 6.2411, 5.1483, 3.0673, 3.4592, 2.2017, 6.4765, 1.9764, 1.9253, 2.8137, 1.8527, 1.6623, 3.4214, 3.9978, 14.3833, 2.8507, 3.0108, 2.5679, 5.1318, 2.0892, 3.3291, 10.4452]
