#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,4,2,2.43491428571,7.82268571429,2.23245185185,5.4866375,2.95230344828,8.43319166667,[1.9041, 4.1534, 1.9041, 4.1534, 1.88, 1.9041, 4.1534, 1.88, 1.1451, 1.9041, 4.1534, 1.88, 1.1451, 1.9286],[7.6303, 7.7412, 7.6303, 7.7412, 8.6727, 7.895, 7.4481],[1.7039, 1.7393, 1.3804, 1.6018, 1.4994, 4.001, 2.5211, 1.7039, 1.7393, 1.3804, 1.6018, 1.4994, 4.001, 2.5211, 1.904, 2.2869, 4.6142, 1.9529, 1.7039, 1.7393, 1.3804, 1.6018, 1.4994, 4.001, 2.5211, 1.904, 2.2869, 4.6142, 1.9529, 0.9459, 0.7005, 2.8471, 1.3814, 4.4495, 1.7039, 1.7393, 1.3804, 1.6018, 1.4994, 4.001, 2.5211, 1.904, 2.2869, 4.6142, 1.9529, 0.9459, 0.7005, 2.8471, 1.3814, 4.4495, 3.3289, 2.0769, 2.0433, 2.3929],[2.6099, 1.9652, 8.4343, 2.9696, 8.3405, 2.2798, 7.9112, 9.4176, 7.555, 3.3082, 2.6099, 1.9652, 8.4343, 2.9696, 8.3405, 2.2798, 7.9112, 9.4176, 7.555, 3.3082, 4.9544, 4.0953, 2.8067, 11.8845, 4.4327, 3.8328, 2.923, 5.7963, 5.2196, 7.3702, 7.6494, 5.0249],[2.4664, 1.9341, 2.3998, 5.9666, 2.4362, 2.3317, 2.2771, 1.9064, 3.4383, 2.4664, 1.9341, 2.3998, 5.9666, 2.4362, 2.3317, 2.2771, 1.9064, 3.4383, 2.3635, 3.3152, 4.7332, 2.8058, 2.4664, 1.9341, 2.3998, 5.9666, 2.4362, 2.3317, 2.2771, 1.9064, 3.4383, 2.3635, 3.3152, 4.7332, 2.8058, 2.389, 3.8587, 1.8971, 2.4664, 1.9341, 2.3998, 5.9666, 2.4362, 2.3317, 2.2771, 1.9064, 3.4383, 2.3635, 3.3152, 4.7332, 2.8058, 2.389, 3.8587, 1.8971, 1.684, 3.7596, 2.0363, 7.1846],[10.0654, 27.433, 7.7621, 5.9155, 2.6662, 5.229, 10.0654, 27.433, 7.7621, 5.9155, 2.6662, 5.229, 16.3274, 10.6526, 5.8021, 7.2551, 4.2281, 8.1075, 6.1475, 3.8555, 4.8938, 4.8153, 4.2371, 7.9322]
