#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,5,5,4.14216,5.94617333333,2.08356551724,3.47637936508,2.6126483871,5.1316877193,[3.7463, 3.7463, 1.7283, 3.7463, 1.7283, 3.7847, 3.7463, 1.7283, 3.7847, 11.78, 3.7463, 1.7283, 3.7847, 11.78, 1.5736],[5.2142, 5.2142, 11.8217, 5.2142, 11.8217, 2.096, 5.2142, 11.8217, 2.096, 2.8263, 5.2142, 11.8217, 2.096, 2.8263, 3.8942],[2.6128, 2.3206, 2.0623, 1.8922, 2.3118, 1.3997, 2.6128, 2.3206, 2.0623, 1.8922, 2.3118, 1.3997, 2.1339, 2.0818, 2.6128, 2.3206, 2.0623, 1.8922, 2.3118, 1.3997, 2.1339, 2.0818, 1.4275, 1.6721, 1.6358, 2.6128, 2.3206, 2.0623, 1.8922, 2.3118, 1.3997, 2.1339, 2.0818, 1.4275, 1.6721, 1.6358, 1.3233, 2.5434, 1.8363, 3.0389, 2.6128, 2.3206, 2.0623, 1.8922, 2.3118, 1.3997, 2.1339, 2.0818, 1.4275, 1.6721, 1.6358, 1.3233, 2.5434, 1.8363, 3.0389, 2.3421, 2.1854, 4.7695],[2.8062, 2.2857, 3.9392, 5.0848, 4.3472, 2.8062, 2.2857, 3.9392, 5.0848, 4.3472, 3.9168, 3.7806, 1.9143, 2.8062, 2.2857, 3.9392, 5.0848, 4.3472, 3.9168, 3.7806, 1.9143, 4.2233, 2.1246, 3.213, 6.6226, 2.8062, 2.2857, 3.9392, 5.0848, 4.3472, 3.9168, 3.7806, 1.9143, 4.2233, 2.1246, 3.213, 6.6226, 2.4377, 3.3449, 3.4263, 1.7793, 1.973, 2.8062, 2.2857, 3.9392, 5.0848, 4.3472, 3.9168, 3.7806, 1.9143, 4.2233, 2.1246, 3.213, 6.6226, 2.4377, 3.3449, 3.4263, 1.7793, 1.973, 4.3267, 2.7079, 4.3642, 2.3779],[2.5117, 4.2435, 2.5117, 4.2435, 1.653, 4.5422, 2.2995, 3.6613, 1.4274, 5.7295, 2.5117, 4.2435, 1.653, 4.5422, 2.2995, 3.6613, 1.4274, 5.7295, 1.8599, 2.4966, 1.3854, 2.0064, 1.6094, 2.5117, 4.2435, 1.653, 4.5422, 2.2995, 3.6613, 1.4274, 5.7295, 1.8599, 2.4966, 1.3854, 2.0064, 1.6094, 1.944, 1.8126, 1.1856, 1.3285, 2.5117, 4.2435, 1.653, 4.5422, 2.2995, 3.6613, 1.4274, 5.7295, 1.8599, 2.4966, 1.3854, 2.0064, 1.6094, 1.944, 1.8126, 1.1856, 1.3285, 3.3406, 1.5709, 2.8207, 1.3251, 1.2848],[4.8739, 4.7057, 6.4077, 4.8739, 4.7057, 6.4077, 7.4736, 5.6022, 9.1206, 4.1143, 6.3397, 4.8739, 4.7057, 6.4077, 7.4736, 5.6022, 9.1206, 4.1143, 6.3397, 4.8822, 5.6462, 3.636, 2.5078, 4.8739, 4.7057, 6.4077, 7.4736, 5.6022, 9.1206, 4.1143, 6.3397, 4.8822, 5.6462, 3.636, 2.5078, 3.3018, 2.553, 3.2106, 4.8739, 4.7057, 6.4077, 7.4736, 5.6022, 9.1206, 4.1143, 6.3397, 4.8822, 5.6462, 3.636, 2.5078, 3.3018, 2.553, 3.2106, 3.6354, 3.6908, 3.6341, 2.8604]
