#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,4,4,1.946,4.51097,2.29650625,3.1901575,2.32925208333,3.848895,[1.832, 1.8786, 1.832, 1.8786, 2.2548, 1.832, 1.8786, 2.2548, 1.0824, 1.832, 1.8786, 2.2548, 1.0824, 3.4724],[8.1105, 8.1105, 2.2512, 8.1105, 2.2512, 2.1491, 8.1105, 2.2512, 2.1491, 1.6159],[1.6099, 1.463, 1.7263, 5.4548, 2.4629, 1.2365, 1.4628, 3.285, 1.3003, 1.6099, 1.463, 1.7263, 5.4548, 2.4629, 1.2365, 1.4628, 3.285, 1.3003, 0.9845, 3.2872, 1.7974, 2.787, 1.598, 2.652, 1.6099, 1.463, 1.7263, 5.4548, 2.4629, 1.2365, 1.4628, 3.285, 1.3003, 0.9845, 3.2872, 1.7974, 2.787, 1.598, 2.652, 6.8118, 1.9735, 2.2379, 1.6099, 1.463, 1.7263, 5.4548, 2.4629, 1.2365, 1.4628, 3.285, 1.3003, 0.9845, 3.2872, 1.7974, 2.787, 1.598, 2.652, 6.8118, 1.9735, 2.2379, 1.6757, 0.8999, 1.5151, 1.515],[2.7661, 3.5761, 2.8865, 3.8379, 5.0572, 2.7661, 3.5761, 2.8865, 3.8379, 5.0572, 1.6735, 3.1351, 3.0776, 2.7661, 3.5761, 2.8865, 3.8379, 5.0572, 1.6735, 3.1351, 3.0776, 2.3287, 2.1671, 2.293, 2.7661, 3.5761, 2.8865, 3.8379, 5.0572, 1.6735, 3.1351, 3.0776, 2.3287, 2.1671, 2.293, 2.0399, 4.3563, 3.4213, 3.5723, 4.4851],[2.6476, 3.5024, 1.487, 1.5172, 2.3756, 1.0694, 1.0521, 2.6476, 3.5024, 1.487, 1.5172, 2.3756, 1.0694, 1.0521, 2.7318, 3.1077, 2.6476, 3.5024, 1.487, 1.5172, 2.3756, 1.0694, 1.0521, 2.7318, 3.1077, 2.5979, 2.5228, 2.3894, 4.9153, 1.7715, 2.6476, 3.5024, 1.487, 1.5172, 2.3756, 1.0694, 1.0521, 2.7318, 3.1077, 2.5979, 2.5228, 2.3894, 4.9153, 1.7715, 3.6532, 2.252, 4.1059, 1.2755],[3.512, 5.0584, 4.469, 3.512, 5.0584, 4.469, 2.6721, 3.7451, 7.1066, 3.2449, 2.8165, 3.512, 5.0584, 4.469, 2.6721, 3.7451, 7.1066, 3.2449, 2.8165, 3.8282, 2.0962, 3.4362, 2.6903, 2.9248, 3.512, 5.0584, 4.469, 2.6721, 3.7451, 7.1066, 3.2449, 2.8165, 3.8282, 2.0962, 3.4362, 2.6903, 2.9248, 2.5746, 4.9024, 5.6142]
