word,color,congruent,corrAns,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,resp_time.keys,resp_time.corr,resp_time.rt,key_resp_5.keys,key_resp_5.rt,date,frameRate,expName,Session,Participant,
blue,green,0,down,0,0,0,10,,,,,down,1,2.0577293291,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,green,0,down,0,1,1,7,,,,,down,1,1.46566344152,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,red,0,left,0,2,2,8,,,,,left,1,1.9408431233,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,blue,0,right,0,3,3,9,,,,,right,1,1.29239736072,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,0,4,4,2,,,,,down,1,0.76870515768,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,0,5,5,3,,,,,down,1,0.863191048615,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,0,6,6,1,,,,,left,1,1.06222438603,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,0,7,7,5,,,,,right,1,0.491533335182,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,red,0,left,0,8,8,11,,,,,left,1,1.02359804476,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,green,0,down,0,9,9,6,,,,,down,1,1.20742592501,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,0,10,10,0,,,,,left,1,2.30764878134,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,0,11,11,4,,,,,right,1,0.756199501455,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,1,0,12,5,,,,,right,1,1.00380961987,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,1,1,13,2,,,,,down,1,0.781524526246,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,green,0,down,1,2,14,7,,,,,down,1,0.796779516852,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,1,3,15,3,,,,,down,1,0.600925250794,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,red,0,left,1,4,16,11,,,,,left,1,0.91405797482,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,green,0,down,1,5,17,6,,,,,down,1,0.675761053804,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,1,6,18,4,,,,,right,1,0.503488767485,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,blue,0,right,1,7,19,9,,,,,right,1,0.815131022886,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,1,8,20,0,,,,,left,1,0.692467689398,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,red,0,left,1,9,21,8,,,,,left,1,0.812351343629,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,green,0,down,1,10,22,10,,,,,down,1,0.412178377854,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,1,11,23,1,,,,,left,1,0.6220109188,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,0,0,0,29,right,1,0.889935588581,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,0,1,1,0,left,1,0.865279043384,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,0,2,2,8,left,1,0.618890752259,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,red,0,left,,,,,0,3,3,43,left,1,1.07836964156,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,0,4,4,13,down,1,0.808305658516,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,green,0,down,,,,,0,5,5,36,down,1,0.953915068298,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,0,6,6,24,right,1,0.63875727047,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,0,7,7,21,down,1,0.750153732428,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,0,8,8,17,down,1,0.794791035412,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,0,9,9,27,right,1,0.850188272074,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,0,10,10,12,down,1,0.863744842471,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,0,11,11,22,down,1,0.525957358303,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,0,12,12,1,left,1,0.734687220305,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,0,13,13,5,left,1,0.753792439296,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,0,14,14,30,right,1,0.805861557776,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,0,15,15,3,left,1,0.845593701815,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,0,16,16,23,down,1,0.776450239355,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,green,0,down,,,,,0,17,17,38,down,1,1.51092058298,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,0,18,18,9,left,1,1.13773580868,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,0,19,19,14,down,1,0.732719266205,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,0,20,20,4,left,1,0.973688766942,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,0,21,21,15,down,1,0.852702879987,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,green,0,down,,,,,0,22,22,42,down,1,0.931865504419,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,0,23,23,11,left,1,0.849679549225,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,0,24,24,7,left,1,1.0279962658,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,0,25,25,33,right,1,0.815090414311,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,blue,0,right,,,,,0,26,26,37,right,1,0.815192605136,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,0,27,27,10,left,1,0.893837581738,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,0,28,28,28,right,1,0.917182157573,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,0,29,29,6,left,1,0.856457165093,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,0,30,30,16,down,1,0.888707513863,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,0,31,31,18,down,1,0.58910413913,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,0,32,32,35,right,1,0.792489287793,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,0,33,33,26,right,1,0.813736943877,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,blue,0,right,,,,,0,34,34,41,right,1,0.909537481726,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,0,35,35,34,right,1,0.743739808851,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,blue,0,right,,,,,0,36,36,40,right,1,0.810435154359,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,0,37,37,2,left,1,0.73670649284,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,0,38,38,20,down,1,0.739015380386,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,0,39,39,25,right,1,0.888033233001,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,0,40,40,31,right,1,0.810045579798,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,red,0,left,,,,,0,41,41,44,left,1,1.04115121294,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,0,42,42,32,right,1,0.838995031489,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,0,43,43,19,down,1,0.867081439355,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,red,0,left,,,,,0,44,44,39,left,1,1.07336229185,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,1,0,45,25,right,1,0.872130736418,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,green,0,down,,,,,1,1,46,42,down,1,0.73429630691,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,1,2,47,33,right,1,0.814322421385,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,1,3,48,31,right,1,0.581277840305,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,1,4,49,2,left,1,0.60546002374,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,1,5,50,0,left,1,0.445075340045,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,1,6,51,34,right,1,0.833968493098,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,blue,0,right,,,,,1,7,52,37,right,1,1.12190605048,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,red,0,left,,,,,1,8,53,39,left,1,1.08713440015,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,1,9,54,1,left,1,0.741542929551,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,1,10,55,10,left,1,0.599879245274,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,1,11,56,12,down,1,0.875503479387,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,1,12,57,19,down,1,0.471595417242,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,1,13,58,29,right,1,0.639521693462,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,blue,0,right,,,,,1,14,59,40,right,1,0.939947949606,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,1,15,60,30,right,1,0.585828231939,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,1,16,61,15,down,1,0.749931500934,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,1,17,62,9,left,1,0.641402629088,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,1,18,63,14,down,1,0.679645643337,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,red,0,left,,,,,1,19,64,43,left,1,1.26529805356,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,1,20,65,22,down,1,0.857233190502,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,red,0,left,,,,,1,21,66,44,left,1,0.909913668816,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,1,22,67,11,left,1,0.498910262133,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,1,23,68,27,right,1,0.758806928992,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,blue,0,right,,,,,1,24,69,41,down,0,0.758296867425,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,1,25,70,17,down,1,0.951700785314,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,green,0,down,,,,,1,26,71,36,down,1,0.966218574147,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,1,27,72,4,left,1,0.658966061019,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,1,28,73,3,left,1,0.486525985471,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,1,29,74,23,down,1,0.830518549192,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,1,30,75,6,left,1,0.755116011074,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,1,31,76,16,down,1,0.763378294301,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,1,32,77,8,left,1,0.64642381249,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,1,33,78,7,left,1,0.59966727742,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,1,34,79,5,left,1,0.506122523686,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,1,35,80,20,down,1,0.736185721296,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,1,36,81,24,right,1,0.808124928037,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,1,37,82,28,right,1,0.525428108114,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,1,38,83,26,right,1,0.655232303368,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,green,0,down,,,,,1,39,84,38,down,1,0.985296572035,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,1,40,85,32,right,1,0.719200626889,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,1,41,86,18,down,1,0.776772876678,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,1,42,87,21,down,1,0.52151138871,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,1,43,88,13,down,1,0.446051284613,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,1,44,89,35,right,1,0.876153216581,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,red,0,left,,,,,2,0,90,43,left,1,0.99147264543,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,2,1,91,35,right,1,0.760116667137,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,2,2,92,31,right,1,0.696055077715,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,2,3,93,28,right,1,0.507327393454,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,2,4,94,6,left,1,0.679897773487,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,2,5,95,25,right,1,1.08977172623,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,2,6,96,12,down,1,0.621686942701,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,2,7,97,29,right,1,0.901367125625,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,green,0,down,,,,,2,8,98,42,down,1,1.00594268565,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,2,9,99,16,down,1,0.840241402388,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,blue,0,right,,,,,2,10,100,41,right,1,0.802714616293,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,2,11,101,30,right,1,0.721698277397,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,green,0,down,,,,,2,12,102,36,down,1,1.42940578499,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,2,13,103,17,down,1,0.621769498568,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,2,14,104,0,left,1,2.9209480451,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,2,15,105,5,left,1,0.51919982367,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,red,0,left,,,,,2,16,106,39,left,1,1.44324393792,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,2,17,107,23,down,1,0.694738199643,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,2,18,108,13,down,1,0.637718404992,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,2,19,109,14,down,1,0.499842028192,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,2,20,110,21,down,1,0.546984567831,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,2,21,111,26,right,1,0.835331781011,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,2,22,112,11,left,1,0.701195409347,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,2,23,113,27,right,1,0.73135687079,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,2,24,114,33,right,1,0.632642779325,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,2,25,115,10,left,1,0.762023931369,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,2,26,116,9,left,1,0.44791660161,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,blue,0,right,,,,,2,27,117,40,right,1,1.10995463439,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,2,28,118,1,left,1,0.753103878524,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,green,0,down,,,,,2,29,119,38,down,1,0.992512849742,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,red,0,left,,,,,2,30,120,44,left,1,1.08852312417,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,2,31,121,7,left,1,0.682099115278,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,2,32,122,3,left,1,0.511826912872,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,2,33,123,24,right,1,0.682550718309,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,2,34,124,8,left,1,0.793256834499,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,2,35,125,32,right,1,0.735805071658,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,blue,0,right,,,,,2,36,126,37,right,1,1.23591529496,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,2,37,127,20,down,1,0.677987385483,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,2,38,128,19,down,1,0.468907218776,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,2,39,129,18,down,1,0.39226678852,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,2,40,130,34,right,1,0.870987448841,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,2,41,131,4,left,1,0.583947296313,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,2,42,132,22,down,1,1.10513203143,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,2,43,133,2,left,1,0.668199380045,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,2,44,134,15,down,1,0.726333009952,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,3,0,135,3,left,1,0.675280444557,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,3,1,136,4,left,1,0.521642139356,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,3,2,137,34,right,1,0.736467303883,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,3,3,138,5,left,1,0.716652104107,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,blue,0,right,,,,,3,4,139,37,right,1,1.06482779735,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,3,5,140,28,right,1,0.678187304584,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,3,6,141,8,left,1,0.780555721663,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,3,7,142,1,left,1,0.580625425617,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,3,8,143,27,right,1,0.601875759196,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,3,9,144,13,down,1,0.725641325407,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,3,10,145,12,down,1,0.545050528715,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,3,11,146,29,right,1,0.711149419018,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,3,12,147,19,down,1,0.908794478688,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,red,0,left,,,,,3,13,148,43,left,1,1.15874293703,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,red,0,left,,,,,3,14,149,39,left,1,0.692125863396,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,3,15,150,31,right,1,0.868655356346,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,3,16,151,23,down,1,0.696211710747,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,3,17,152,17,down,1,0.909561132896,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,3,18,153,6,left,1,0.638464978023,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,green,0,down,,,,,3,19,154,38,down,1,1.24776407401,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,3,20,155,24,right,1,0.570989144559,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,3,21,156,16,down,1,0.740530838899,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,3,22,157,25,right,1,2.73778552067,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,3,23,158,0,left,1,1.1194918484,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
green,green,1,down,,,,,3,24,159,15,down,1,0.629608292365,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
blue,blue,1,right,,,,,3,25,160,30,right,1,1.09283120307,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
red,red,1,left,,,,,3,26,161,2,left,1,0.576627489063,,,2018_Sep_06_1651,59.9961982026,Stroop,pre,1005,
