# type,stim,RT
none,9,0
cor,3,0.617
none,5,0
none,4,0
none,5,0
cor,3,0.651
none,8,0
none,1,0
cor,3,0.601
none,2,0
none,8,0
cor,3,0.45
none,5,0
none,2,0
cor,3,0.433
none,7,0
cor,3,0.481
none,1,0
none,5,0
none,8,0
cor,3,0.434
none,6,0
none,8,0
none,5,0
none,1,0
cor,3,0.619
none,9,0
none,5,0
cor,3,0.633
none,4,0
none,4,0
none,7,0
cor,3,0.585
none,8,0
none,8,0
cor,3,0.6
none,6,0
cor,3,0.65
none,1,0
none,7,0
none,9,0
cor,3,0.452
none,8,0
none,9,0
cor,3,0.585
none,2,0
cor,3,0.749
none,6,0
none,1,0
none,6,0
none,4,0
none,7,0
none,2,0
none,8,0
none,1,0
none,9,0
none,9,0
cor,3,0.433
none,4,0
none,6,0
none,6,0
cor,3,0.701
none,9,0
none,2,0
cor,3,0.468
none,9,0
none,4,0
none,1,0
cor,3,0.434
none,8,0
cor,3,0.566
none,8,0
none,9,0
none,1,0
none,2,0
none,6,0
cor,3,0.517
none,9,0
cor,3,0.566
none,5,0
none,9,0
none,8,0
cor,3,0.416
none,9,0
none,9,0
none,5,0
none,4,0
none,6,0
cor,3,0.5
none,1,0
none,9,0
cor,3,0.583
none,9,0
none,4,0
cor,3,0.583
none,1,0
cor,3,0.618
none,8,0
none,1,0
none,4,0
cor,3,0.415
none,2,0
none,6,0
none,7,0
cor,3,0.467
none,5,0
none,9,0
none,8,0
cor,3,0.499
none,9,0
none,2,0
none,9,0
cor,3,0.433
none,6,0
none,2,0
none,5,0
none,4,0
none,2,0
cor,3,0.534
none,2,0
none,4,0
cor,3,0.602
none,6,0
none,2,0
none,2,0
none,8,0
cor,3,0.517
none,6,0
none,9,0
none,2,0
none,6,0
cor,3,0.6
none,1,0
none,1,0
none,2,0
cor,3,0.551
none,1,0
none,9,0
cor,3,0.583
none,6,0
none,8,0
cor,3,0.6
none,5,0
cor,3,0.798
none,9,0
none,4,0
none,6,0
none,9,0
none,9,0
cor,3,0.648
none,6,0
cor,3,0.733
none,5,0
none,8,0
none,1,0
none,5,0
none,8,0
none,2,0
cor,3,0.667
none,5,0
none,6,0
cor,3,0.45
none,2,0
cor,3,0.65
none,8,0
none,5,0
none,2,0
none,7,0
none,6,0
cor,3,0.501
none,8,0
none,8,0
none,6,0
cor,3,0.749
none,1,0
cor,3,0.533
none,5,0
none,2,0
none,9,0
cor,3,0.467
none,9,0
cor,3,0.5
none,2,0
cor,3,0.533
none,1,0
none,8,0
none,7,0
none,8,0
cor,3,0.517
none,5,0
none,1,0
none,6,0
none,7,0
none,9,0
cor,3,0.583
none,9,0
none,8,0
cor,3,0.533
none,2,0
none,8,0
cor,3,0.766
none,2,0
none,4,0
cor,3,0.367
none,9,0
none,9,0
none,2,0
none,8,0
none,8,0
none,4,0
none,9,0
cor,3,0.617
none,7,0
none,5,0
none,1,0
cor,3,0.533
none,9,0
none,5,0
none,6,0
cor,3,0.517
none,2,0
none,5,0
none,9,0
cor,3,0.516
none,7,0
none,4,0
none,7,0
none,9,0
cor,3,0.567
none,1,0
none,6,0
cor,3,0.534
none,7,0
none,8,0
cor,3,0.568
none,1,0
cor,3,0.683
none,7,0
none,8,0
none,6,0
none,4,0
cor,3,0.449
none,1,0
none,2,0
none,6,0
cor,3,0.467
none,2,0
none,1,0
cor,3,0.566
none,2,0
cor,3,0.649
none,8,0
none,9,0
none,9,0
none,2,0
cor,3,0.5
none,8,0
cor,3,0.669
none,7,0
none,8,0
cor,3,0.45
none,4,0
none,6,0
none,6,0
none,1,0
none,2,0
none,5,0
none,8,0
cor,3,0.549
none,8,0
none,9,0
none,7,0
cor,3,0.533
none,1,0
none,1,0
cor,3,0.666
none,6,0
none,9,0
none,1,0
none,9,0
none,8,0
none,6,0
none,1,0
cor,3,0.649
none,8,0
none,2,0
cor,3,0.534
none,7,0
cor,3,0.748
none,6,0
cor,3,0.55
none,6,0
none,7,0
none,6,0
cor,3,0.516
none,2,0
none,5,0
none,6,0
none,1,0
cor,3,0.517
none,8,0
none,1,0
none,5,0
cor,3,0.449
none,7,0
none,1,0
none,5,0
none,8,0
none,6,0
none,9,0
none,6,0
cor,3,0.568
none,7,0
none,6,0
cor,3,0.632
none,6,0
cor,3,0.617
none,8,0
none,8,0
cor,3,0.566
none,6,0
none,7,0
none,5,0
none,6,0
none,1,0
cor,3,0.617
none,2,0
cor,3,0.633
none,5,0
none,7,0
cor,3,0.617
none,1,0
none,5,0
none,5,0
none,7,0
none,2,0
none,6,0
cor,3,0.667
none,8,0
none,8,0
none,8,0
none,2,0
none,7,0
none,4,0
cor,3,0.568
none,6,0
cor,3,0.865
none,4,0
none,7,0
cor,3,0.5
none,5,0
none,1,0
cor,3,0.583
none,8,0
cor,3,0.45
none,6,0
none,8,0
none,6,0
cor,3,0.566
none,5,0
cor,3,0.632
none,8,0
none,5,0
none,4,0
none,9,0
none,9,0
none,4,0
cor,3,0.499
none,2,0
cor,3,0.651
none,9,0
none,7,0
none,1,0
none,1,0
none,2,0
cor,3,0.582
none,1,0
none,9,0
none,6,0
cor,3,0.499
none,8,0
cor,3,0.683
none,5,0
none,6,0
cor,3,0.634
none,6,0
none,7,0
none,1,0
cor,3,0.432
none,9,0
none,5,0
cor,3,0.549
none,6,0
none,6,0
none,7,0
none,7,0
none,8,0
cor,3,0.516
none,9,0
none,9,0
cor,3,0.732
none,4,0
cor,3,0.65
none,7,0
none,7,0
none,8,0
cor,3,0.549
none,6,0
none,8,0
cor,3,0.649
none,5,0
cor,3,0.584
none,1,0
none,8,0
none,2,0
none,8,0
none,2,0
none,5,0
none,8,0
none,8,0
cor,3,0.551
none,1,0
none,6,0
cor,3,0.75
none,6,0
none,4,0
none,9,0
cor,3,0.516
none,8,0
none,5,0
none,4,0
none,7,0
cor,3,0.566
none,1,0
none,6,0
cor,3,0.568
none,5,0
none,2,0
cor,3,0.516
none,5,0
none,6,0
cor,3,0.618
none,7,0
none,2,0
cor,3,0.551
none,4,0
none,9,0
none,8,0
cor,3,0.517
none,8,0
none,1,0
none,8,0
cor,3,0.566
none,4,0
none,8,0
none,9,0
none,1,0
