block	trial	stimulus	signal	correct	respons	rt	re	ssd
0	0	1	0	0	0	0	0	0
0	1	2	0	0	0	0	0	0
0	2	1	0	0	2	1166	0	0
0	3	2	0	0	1	1195	0	0
0	4	1	0	0	0	0	0	0
0	5	2	0	0	0	0	0	0
0	6	2	0	0	0	0	0	0
0	7	2	0	0	0	0	0	0
0	8	2	0	0	0	0	0	0
0	9	2	1	2	0	0	0	250
0	10	1	0	0	3	0	0	0
0	11	1	0	0	0	0	0	0
0	12	1	0	0	0	0	0	0
0	13	2	0	0	0	0	0	0
0	14	1	0	0	0	0	0	0
0	15	1	0	0	0	0	0	0
0	16	2	1	0	0	0	0	0
0	17	2	0	0	0	0	0	0
0	18	1	0	0	0	0	0	0
0	19	1	0	0	0	0	0	0
0	20	2	0	0	0	0	0	0
0	21	2	0	0	0	0	0	0
0	22	1	0	0	0	0	0	0
0	23	2	0	0	0	0	0	0
0	24	2	0	0	0	0	0	0
0	25	2	0	0	0	0	0	0
0	26	1	1	0	0	0	0	0
0	27	1	0	0	0	0	0	0
0	28	2	1	0	0	0	0	0
0	29	1	0	0	0	0	0	0
0	30	2	0	0	0	0	0	0
0	31	2	0	0	0	0	0	0
0	32	2	0	0	0	0	0	0
0	33	1	0	0	0	0	0	0
0	34	1	1	0	0	0	0	0
0	35	1	0	0	0	0	0	0
0	36	1	0	0	0	0	0	0
0	37	1	1	0	0	0	0	0
0	38	2	0	0	0	0	0	0
0	39	2	1	0	0	0	0	0
0	40	1	0	0	0	0	0	0
0	41	2	1	0	0	0	0	0
0	42	2	0	0	0	0	0	0
0	43	1	0	0	0	0	0	0
0	44	1	0	0	0	0	0	0
0	45	2	0	0	0	0	0	0
0	46	2	0	0	0	0	0	0
0	47	2	0	0	0	0	0	0
0	48	1	0	0	0	0	0	0
0	49	1	1	0	0	0	0	0
0	50	2	1	0	0	0	0	0
0	51	1	0	0	0	0	0	0
0	52	2	1	0	0	0	0	0
0	53	2	1	0	0	0	0	0
0	54	2	0	0	0	0	0	0
0	55	1	1	0	0	0	0	0
0	56	1	0	0	0	0	0	0
0	57	2	0	0	0	0	0	0
0	58	1	1	0	0	0	0	0
0	59	2	0	0	0	0	0	0
0	60	1	0	0	0	0	0	0
0	61	1	0	0	0	0	0	0
0	62	1	1	0	0	0	0	0
0	63	1	1	0	0	0	0	0
