#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,5,4,2.37745333333,3.47478,1.81651206897,2.28334857143,2.34105806452,4.39042666667,[2.5998, 2.5998, 2.7377, 2.5998, 2.7377, 1.2597, 2.5998, 2.7377, 1.2597, 3.5978, 2.5998, 2.7377, 1.2597, 3.5978, 0.7373],[4.0618, 4.0618, 3.1229, 4.0618, 3.1229, 3.4071, 4.0618, 3.1229, 3.4071, 2.3177],[3.1714, 2.1573, 1.5383, 1.3079, 3.1714, 2.1573, 1.5383, 1.3079, 1.3888, 1.811, 3.3214, 3.1714, 2.1573, 1.5383, 1.3079, 1.3888, 1.811, 3.3214, 1.5335, 1.2937, 1.3322, 3.1714, 2.1573, 1.5383, 1.3079, 1.3888, 1.811, 3.3214, 1.5335, 1.2937, 1.3322, 1.0988, 1.1301, 0.9748, 1.691, 1.4566, 1.1449, 1.7619, 3.1714, 2.1573, 1.5383, 1.3079, 1.3888, 1.811, 3.3214, 1.5335, 1.2937, 1.3322, 1.0988, 1.1301, 0.9748, 1.691, 1.4566, 1.1449, 1.7619, 1.4798, 4.6955, 1.2287],[1.9623, 4.3911, 2.5917, 3.026, 1.9623, 4.3911, 2.5917, 3.026, 1.5439, 2.2547, 1.5975, 1.9623, 4.3911, 2.5917, 3.026, 1.5439, 2.2547, 1.5975, 1.6739, 1.4486, 1.1682, 1.9623, 4.3911, 2.5917, 3.026, 1.5439, 2.2547, 1.5975, 1.6739, 1.4486, 1.1682, 1.9273, 1.7418, 1.6623, 1.9317],[1.2978, 1.7501, 1.3221, 6.0648, 1.2978, 1.7501, 1.3221, 6.0648, 3.1788, 2.4939, 2.3094, 0.8333, 3.4488, 1.2978, 1.7501, 1.3221, 6.0648, 3.1788, 2.4939, 2.3094, 0.8333, 3.4488, 1.1994, 3.6944, 2.1055, 2.1835, 1.9372, 1.2978, 1.7501, 1.3221, 6.0648, 3.1788, 2.4939, 2.3094, 0.8333, 3.4488, 1.1994, 3.6944, 2.1055, 2.1835, 1.9372, 1.3611, 1.2978, 1.7501, 1.3221, 6.0648, 3.1788, 2.4939, 2.3094, 0.8333, 3.4488, 1.1994, 3.6944, 2.1055, 2.1835, 1.9372, 1.3611, 1.268, 1.8805, 1.3303, 2.1279, 1.2259],[3.5615, 2.4299, 5.1186, 12.4455, 3.5615, 2.4299, 5.1186, 12.4455, 1.9152, 1.6574, 5.1301, 3.8813, 5.4675, 3.5615, 2.4299, 5.1186, 12.4455, 1.9152, 1.6574, 5.1301, 3.8813, 5.4675, 3.5313, 3.8616, 5.2414, 2.4716, 2.8161, 3.5615, 2.4299, 5.1186, 12.4455, 1.9152, 1.6574, 5.1301, 3.8813, 5.4675, 3.5313, 3.8616, 5.2414, 2.4716, 2.8161, 2.7786, 3.5955, 3.8824, 3.0922]
