198.5586 	EXP 	stimuli: autoDraw = False
198.5586 	EXP 	hint: autoDraw = False
198.5586 	EXP 	stimuli: color = u'blue (named)'
198.5586 	EXP 	stimuli: text = u'blue'
198.5586 	EXP 	hint: autoDraw = True
199.0704 	EXP 	stimuli: autoDraw = True
199.6322 	DATA 	Keypress: right
199.6549 	EXP 	New trial (rep=0, index=9): OrderedDict([('word', u'blue'), ('color', u'red'), ('congruent', 0), ('corrAns', u'left')])
199.6699 	EXP 	stimuli: autoDraw = False
199.6699 	EXP 	hint: autoDraw = False
199.6699 	EXP 	stimuli: color = u'red (named)'
199.6699 	EXP 	stimuli: text = u'blue'
199.6699 	EXP 	hint: autoDraw = True
200.1860 	EXP 	stimuli: autoDraw = True
200.8042 	DATA 	Keypress: left
200.8185 	EXP 	New trial (rep=0, index=10): OrderedDict([('word', u'blue'), ('color', u'blue'), ('congruent', 1), ('corrAns', u'right')])
200.8337 	EXP 	stimuli: autoDraw = False
200.8337 	EXP 	hint: autoDraw = False
200.8337 	EXP 	stimuli: color = u'blue (named)'
200.8337 	EXP 	stimuli: text = u'blue'
200.8337 	EXP 	hint: autoDraw = True
201.3490 	EXP 	stimuli: autoDraw = True
201.8940 	DATA 	Keypress: right
201.9165 	EXP 	New trial (rep=0, index=11): OrderedDict([('word', u'blue'), ('color', u'blue'), ('congruent', 1), ('corrAns', u'right')])
201.9321 	EXP 	stimuli: autoDraw = False
201.9321 	EXP 	hint: autoDraw = False
201.9321 	EXP 	stimuli: color = u'blue (named)'
201.9321 	EXP 	stimuli: text = u'blue'
201.9321 	EXP 	hint: autoDraw = True
202.4479 	EXP 	stimuli: autoDraw = True
203.0709 	DATA 	Keypress: right
203.0901 	EXP 	New trial (rep=0, index=12): OrderedDict([('word', u'green'), ('color', u'green'), ('congruent', 1), ('corrAns', u'down')])
203.2595 	EXP 	stimuli: autoDraw = False
203.2595 	EXP 	hint: autoDraw = False
203.2595 	EXP 	stimuli: color = u'green (named)'
203.2595 	EXP 	stimuli: text = u'green'
203.2595 	EXP 	hint: autoDraw = True
203.6148 	EXP 	stimuli: autoDraw = True
204.1137 	DATA 	Keypress: down
204.1287 	EXP 	New trial (rep=0, index=13): OrderedDict([('word', u'red'), ('color', u'red'), ('congruent', 1), ('corrAns', u'left')])
204.2648 	EXP 	stimuli: autoDraw = False
204.2648 	EXP 	hint: autoDraw = False
204.2648 	EXP 	stimuli: color = u'red (named)'
204.2648 	EXP 	stimuli: text = u'red'
204.2648 	EXP 	hint: autoDraw = True
204.6653 	EXP 	stimuli: autoDraw = True
205.2059 	DATA 	Keypress: left
205.2196 	EXP 	New trial (rep=0, index=14): OrderedDict([('word', u'blue'), ('color', u'blue'), ('congruent', 1), ('corrAns', u'right')])
205.3748 	EXP 	stimuli: autoDraw = False
205.3748 	EXP 	hint: autoDraw = False
205.3748 	EXP 	stimuli: color = u'blue (named)'
205.3748 	EXP 	stimuli: text = u'blue'
205.3748 	EXP 	hint: autoDraw = True
205.7510 	EXP 	stimuli: autoDraw = True
206.3739 	DATA 	Keypress: right
