block	trial	stimulus	signal	correct	respons	rt	re	ssd
0	0	2	0	2	2	1114	0	0
0	1	2	0	2	2	535	0	0
0	2	2	1	0	2	548	0	350
0	3	1	0	2	1	672	0	0
0	4	1	0	2	1	621	0	0
0	5	1	0	2	1	546	0	0
0	6	2	0	2	2	790	0	0
0	7	1	0	2	1	771	0	0
0	8	2	0	2	2	656	0	0
0	9	1	0	2	1	772	0	0
0	10	2	0	2	2	521	0	0
0	11	1	1	0	1	502	0	300
0	12	2	0	2	2	626	0	0
0	13	2	1	2	0	0	0	250
0	14	1	0	2	1	556	0	0
0	15	1	0	2	1	609	0	0
0	16	2	0	2	2	693	0	0
0	17	2	0	2	2	546	0	0
0	18	2	0	2	2	623	0	0
0	19	1	1	2	0	0	0	300
0	20	2	0	2	2	616	0	0
0	21	2	1	0	2	532	0	350
0	22	1	1	2	0	0	0	300
0	23	1	0	2	1	742	0	0
0	24	2	0	2	2	747	0	0
0	25	1	0	2	1	711	0	0
0	26	2	0	2	2	812	0	0
0	27	2	0	2	2	881	0	0
0	28	1	0	2	1	661	0	0
0	29	1	0	2	1	762	0	0
0	30	2	1	2	0	0	0	350
0	31	2	1	2	0	0	0	400
0	32	1	0	2	1	704	0	0
0	33	1	0	2	1	621	0	0
0	34	2	1	0	2	681	0	450
0	35	1	0	2	1	846	0	0
0	36	2	0	2	2	715	0	0
0	37	1	0	2	1	768	0	0
0	38	2	1	2	0	0	0	400
0	39	2	0	2	2	753	0	0
0	40	1	0	2	1	766	0	0
0	41	1	0	2	1	954	0	0
0	42	1	0	0	0	0	0	0
0	43	1	0	2	1	660	0	0
0	44	1	1	0	1	568	0	450
0	45	2	0	2	2	877	0	0
0	46	1	0	2	1	858	0	0
0	47	2	0	2	2	558	0	0
0	48	1	1	2	0	0	0	400
0	49	2	0	2	2	776	0	0
0	50	2	0	2	2	692	0	0
0	51	1	1	2	0	0	0	450
0	52	1	0	2	1	686	0	0
0	53	2	0	2	2	618	0	0
0	54	2	0	2	2	743	0	0
0	55	2	0	2	2	732	0	0
0	56	2	0	2	2	593	0	0
0	57	1	0	2	1	789	0	0
0	58	1	0	2	1	826	0	0
0	59	1	1	0	1	655	0	500
0	60	2	1	0	2	651	0	450
0	61	1	1	2	0	0	0	400
0	62	2	0	2	2	781	0	0
0	63	1	0	2	1	793	0	0
1	0	2	0	0	0	0	0	0
1	1	2	0	2	2	948	0	0
1	2	2	0	2	2	673	0	0
1	3	1	0	2	1	917	0	0
1	4	2	0	2	2	826	0	0
1	5	2	0	2	2	1167	0	0
1	6	1	1	2	0	0	0	450
1	7	1	0	2	1	928	0	0
1	8	1	0	2	1	773	0	0
1	9	2	0	2	2	818	0	0
1	10	1	1	2	0	0	0	500
1	11	1	0	2	1	667	0	0
1	12	1	0	2	1	776	0	0
1	13	2	1	2	0	0	0	550
1	14	1	0	2	1	785	0	0
1	15	2	1	0	2	622	0	600
1	16	2	0	2	2	674	0	0
1	17	2	1	0	2	743	0	550
1	18	1	0	2	1	1148	0	0
1	19	2	0	2	2	1160	0	0
1	20	1	1	2	0	0	0	500
1	21	2	0	2	2	578	0	0
1	22	1	0	0	0	0	0	0
1	23	1	0	2	1	875	0	0
1	24	1	0	2	1	752	0	0
1	25	1	0	2	1	636	0	0
1	26	1	0	2	1	497	0	0
1	27	1	1	0	1	606	0	550
1	28	2	0	2	2	1115	0	0
1	29	2	1	2	0	0	0	500
1	30	2	0	2	2	716	0	0
1	31	1	0	2	1	841	0	0
1	32	2	0	2	2	893	0	0
1	33	2	0	2	2	738	0	0
1	34	1	0	2	1	823	0	0
1	35	2	0	2	2	1115	0	0
1	36	1	0	0	0	0	0	0
1	37	2	1	0	1	165	0	550
1	38	2	0	2	2	665	0	0
1	39	2	1	0	2	614	0	500
1	40	1	0	2	1	827	0	0
1	41	2	0	2	2	1199	0	0
1	42	2	0	2	2	692	0	0
1	43	1	1	2	0	0	0	450
1	44	1	1	0	1	654	0	500
1	45	2	1	2	0	0	0	450
1	46	1	0	2	1	935	0	0
1	47	1	0	2	1	596	0	0
1	48	1	0	2	1	640	0	0
1	49	2	0	2	2	917	0	0
1	50	2	0	2	2	714	0	0
1	51	1	0	0	0	0	0	0
1	52	1	0	0	2	571	0	0
1	53	1	1	0	1	600	0	500
1	54	2	0	2	2	708	0	0
1	55	1	0	0	2	593	0	0
1	56	1	1	2	0	0	0	450
1	57	2	0	2	2	1042	0	0
1	58	2	0	2	2	647	0	0
1	59	1	0	2	1	844	0	0
1	60	2	0	2	2	872	0	0
1	61	1	0	2	1	869	0	0
1	62	2	1	0	2	546	-9	500
1	63	2	0	2	2	887	0	0
2	0	2	1	2	0	0	0	450
2	1	2	1	2	0	0	0	500
2	2	1	1	2	0	0	0	550
2	3	1	0	2	1	1045	0	0
2	4	1	0	2	1	866	0	0
2	5	1	0	2	1	583	0	0
2	6	1	0	2	1	683	0	0
2	7	1	1	0	1	672	0	600
2	8	2	0	2	2	933	0	0
2	9	2	0	2	2	681	0	0
2	10	2	0	2	2	894	0	0
2	11	1	0	2	1	763	0	0
2	12	2	1	0	2	639	0	550
2	13	2	0	2	2	764	0	0
2	14	2	0	2	2	737	0	0
2	15	2	0	2	2	726	0	0
2	16	2	1	2	0	0	0	500
2	17	2	1	0	2	735	0	550
2	18	2	1	2	0	0	0	500
2	19	2	0	2	2	816	-12	0
2	20	1	1	0	1	733	0	550
2	21	1	0	2	1	930	0	0
2	22	1	0	2	1	638	0	0
2	23	2	0	2	2	939	0	0
2	24	1	0	2	1	976	0	0
2	25	2	0	2	2	692	0	0
2	26	1	0	2	1	945	9	0
2	27	2	0	2	2	726	0	0
2	28	2	0	2	2	786	0	0
2	29	1	1	0	1	791	0	500
2	30	2	0	2	2	676	0	0
2	31	1	1	2	0	0	0	450
2	32	1	0	2	1	861	0	0
2	33	2	1	2	0	0	0	500
2	34	2	0	2	2	783	0	0
2	35	1	0	0	0	0	0	0
2	36	1	0	2	1	736	0	0
2	37	1	0	2	1	589	0	0
2	38	1	0	2	1	633	0	0
2	39	2	0	2	2	862	0	0
2	40	2	0	2	2	579	0	0
2	41	1	0	2	1	983	0	0
2	42	1	0	2	1	788	0	0
2	43	2	0	2	2	681	0	0
2	44	1	0	2	1	757	0	0
2	45	2	0	2	2	770	10	0
2	46	2	0	2	2	591	0	0
2	47	1	0	2	1	707	0	0
2	48	1	0	2	1	896	0	0
2	49	1	0	2	1	821	0	0
2	50	1	0	2	1	777	0	0
2	51	1	0	2	1	726	0	0
2	52	1	1	0	1	779	0	550
2	53	2	0	2	2	1008	0	0
2	54	1	0	2	1	884	0	0
2	55	2	0	2	2	737	0	0
2	56	2	0	2	2	718	0	0
2	57	1	1	2	0	0	0	500
2	58	2	0	2	2	599	0	0
2	59	2	0	2	2	604	0	0
2	60	2	1	0	2	704	0	550
2	61	2	0	2	2	693	0	0
2	62	1	0	2	1	642	0	0
2	63	1	1	0	1	662	0	500
