block	trial	stimulus	signal	correct	respons	rt	re	ssd
1	19	2	0	2	2	510	0	0
1	20	2	0	0	1	498	0	0
1	21	2	0	2	2	535	0	0
1	22	1	0	2	1	643	0	0
1	23	1	0	2	1	520	10	0
1	24	1	1	2	0	0	0	300
1	25	1	0	2	1	442	0	0
1	26	2	0	2	2	526	0	0
1	27	2	0	2	2	627	0	0
1	28	2	0	2	2	592	0	0
1	29	2	0	2	2	524	0	0
1	30	2	0	2	2	537	0	0
1	31	2	1	0	2	486	9	350
1	32	2	0	2	2	466	9	0
1	33	2	0	2	2	479	17	0
1	34	1	0	2	1	524	9	0
1	35	1	1	2	0	0	0	300
1	36	2	0	2	2	501	0	0
1	37	1	1	2	0	0	0	350
1	38	1	0	2	1	535	16	0
1	39	2	1	0	2	523	0	400
1	40	1	0	2	1	848	0	0
1	41	2	0	2	2	557	0	0
1	42	1	0	0	2	801	0	0
1	43	2	0	2	2	606	0	0
1	44	2	1	2	0	0	0	350
1	45	1	1	0	1	567	0	400
1	46	2	1	0	2	540	10	350
1	47	1	0	2	1	665	16	0
1	48	1	0	2	1	565	16	0
1	49	1	0	2	1	514	0	0
1	50	2	0	2	2	527	0	0
1	51	2	0	2	2	571	0	0
1	52	2	0	2	2	480	0	0
1	53	2	0	2	2	557	0	0
1	54	2	0	2	2	457	9	0
1	55	1	0	2	1	622	0	0
1	56	1	1	0	1	619	0	300
1	57	1	0	2	1	679	0	0
1	58	1	0	2	1	556	16	0
1	59	1	1	0	1	513	12	250
1	60	1	0	2	1	454	0	0
1	61	1	0	2	1	522	0	0
1	62	2	0	2	2	551	0	0
1	63	1	0	2	1	660	0	0
2	0	1	0	2	1	753	0	0
2	1	1	1	2	0	0	0	200
2	2	2	1	2	0	0	0	250
2	3	1	0	2	1	527	9	0
2	4	1	0	2	1	452	0	0
2	5	2	0	2	2	592	9	0
2	6	1	0	2	1	453	9	0
2	7	1	0	2	1	474	16	0
2	8	2	1	0	2	526	0	300
2	9	1	1	2	0	0	0	250
2	10	2	0	2	2	552	0	0
2	11	1	0	2	1	509	16	0
2	12	1	0	2	1	481	9	0
2	13	1	0	2	1	454	0	0
2	14	2	0	2	2	531	0	0
2	15	1	0	2	1	487	0	0
2	16	2	0	2	2	484	0	0
2	17	2	0	2	2	497	16	0
2	18	2	0	2	2	509	0	0
2	19	2	0	2	2	402	11	0
2	20	1	0	2	1	423	0	0
2	21	1	0	2	1	427	9	0
2	22	1	1	2	0	0	0	300
2	23	1	0	2	1	517	0	0
2	24	1	0	2	1	441	-11	0
2	25	2	0	2	2	558	13	0
2	26	1	0	2	1	491	11	0
2	27	1	0	2	1	448	10	0
2	28	2	0	2	2	508	0	0
2	29	1	1	0	1	553	0	350
2	30	2	0	2	2	566	9	0
2	31	1	0	2	1	450	9	0
2	32	2	0	2	2	535	0	0
2	33	2	0	2	2	604	11	0
2	34	2	1	2	0	0	0	300
2	35	2	0	2	2	485	0	0
2	36	2	1	0	2	418	9	350
2	37	1	0	2	1	518	0	0
2	38	1	0	2	1	539	0	0
2	39	1	0	2	1	568	9	0
2	40	1	1	0	1	572	0	300
2	41	1	1	0	1	465	0	250
2	42	1	1	2	0	0	0	200
2	43	2	0	2	2	562	0	0
2	44	1	0	2	1	487	16	0
2	45	2	0	2	2	580	0	0
2	46	1	0	2	1	528	0	0
2	47	2	0	2	2	517	9	0
2	48	2	0	2	2	538	9	0
2	49	2	0	2	2	518	0	0
2	50	2	1	0	2	467	0	250
2	51	2	0	2	2	496	16	0
2	52	2	1	2	0	0	0	200
2	53	2	0	2	2	481	9	0
2	54	1	0	2	1	446	11	0
2	55	2	0	2	2	539	0	0
2	56	1	0	2	1	607	0	0
2	57	2	1	2	0	0	0	250
2	58	2	0	2	2	465	9	0
2	59	2	0	2	2	477	0	0
2	60	2	1	2	0	0	0	300
2	61	1	1	2	0	0	0	350
2	62	1	0	2	1	523	0	0
2	63	2	0	2	2	456	9	0
