word,color,congruent,corrAns,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,resp_time.keys,resp_time.corr,resp_time.rt,key_resp_5.keys,key_resp_5.rt,date,frameRate,expName,Session,Participant,
green,red,0,left,0,0,0,8,,,,,right,0,1.1845059669,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
green,green,1,down,0,1,1,2,,,,,down,1,0.768372678373,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
green,green,1,down,0,2,2,3,,,,,down,1,0.801691110362,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
red,red,1,left,0,3,3,0,,,,,left,1,0.850436690554,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
red,green,0,down,0,4,4,7,,,,,down,1,1.25194710336,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
red,red,1,left,0,5,5,1,,,,,left,1,1.08513085323,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
blue,blue,1,right,0,6,6,5,,,,,right,1,0.699902039021,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
green,blue,0,right,0,7,7,9,,,,,down,0,1.06673579436,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
blue,red,0,left,0,8,8,11,,,,,left,1,1.01620690187,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
red,green,0,down,0,9,9,6,,,,,down,1,0.831935003574,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
blue,blue,1,right,0,10,10,4,,,,,right,1,1.06593693886,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
blue,green,0,down,0,11,11,10,,,,,down,1,0.701835600019,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
blue,green,0,down,1,0,12,10,,,,,down,1,0.851741316787,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
red,red,1,left,1,1,13,1,,,,,left,1,0.600241538312,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
red,red,1,left,1,2,14,0,,,,,left,1,0.485056669742,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
red,green,0,down,1,3,15,7,,,,,down,1,0.650665798457,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
blue,blue,1,right,1,4,16,5,,,,,right,1,0.666622380842,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
blue,red,0,left,1,5,17,11,,,,,left,1,0.667531000567,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
green,blue,0,right,1,6,18,9,,,,,right,1,1.01809399127,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
green,green,1,down,1,7,19,2,,,,,down,1,0.668451879639,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
green,green,1,down,1,8,20,3,,,,,down,1,0.801852478005,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
blue,blue,1,right,1,9,21,4,,,,,right,1,0.768997336563,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
green,red,0,left,1,10,22,8,,,,,left,1,0.783249294793,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
red,green,0,down,1,11,23,6,,,,,down,1,0.449092777271,,,2018_Nov_08_1536,60.141698772,Stroop,pre,1010,
