RUUU,RRUU,RRRU,UUUR,UURR,URRR,RURU,URUR,URRU,UUUU,UP1,UP2,UP3,UP4,SW1,SW2,SW3,SW4,errors
9.22228333333,8.15122,9.0089,10.6112666667,7.82622857143,10.0618833333,13.0727333333,9.5385375,15.2297833333,6.62077692308,9.53539166667,10.676971875,9.916775,6.62077692308,7.87377666667,9.41171052632,14.1512583333,9.5385375,4
