RUUU,RRUU,RRRU,UUUR,UURR,URRR,RURU,URUR,URRU,UUUU,UP1,UP2,UP3,UP4,SW1,SW2,SW3,SW4,errors
3.89753333333,4.08907142857,3.06777142857,5.19076,3.53952857143,3.63462857143,4.53504285714,6.32832222222,3.53594285714,3.08223571429,3.3512,4.50951351351,4.48536363636,3.08223571429,3.43042352941,4.0091,4.03549285714,6.32832222222,1
