block	trial	stimulus	signal	correct	respons	rt	re	ssd
1	26	2	1	0	2	484	0	500
1	27	1	0	2	1	756	0	0
1	28	2	1	2	0	0	0	450
1	29	1	1	2	0	0	0	500
1	30	2	0	2	2	660	2	0
1	31	2	1	0	2	513	0	550
1	32	1	0	2	1	505	1	0
1	33	1	0	2	1	801	2	0
1	34	1	0	2	1	687	0	0
1	35	2	0	2	2	892	0	0
1	36	2	0	2	2	463	1	0
1	37	1	0	2	1	626	0	0
1	38	1	1	0	1	435	0	500
1	39	2	0	2	2	702	0	0
1	40	1	0	2	1	767	0	0
1	41	2	0	2	2	779	1	0
1	42	2	0	2	2	478	0	0
1	43	1	1	2	0	0	0	450
1	44	1	0	2	1	780	0	0
1	45	1	0	2	1	538	0	0
1	46	1	1	0	1	487	0	500
1	47	1	0	2	1	468	0	0
1	48	2	0	2	2	673	0	0
1	49	2	0	2	2	388	0	0
1	50	2	0	2	2	379	0	0
1	51	1	1	2	0	0	0	450
1	52	2	0	2	2	857	1	0
1	53	2	0	2	2	398	2	0
1	54	1	0	2	1	647	0	0
1	55	1	0	2	1	461	0	0
1	56	2	1	2	0	0	0	500
1	57	1	0	2	1	921	0	0
1	58	1	1	0	1	575	0	550
1	59	2	0	2	2	646	0	0
1	60	2	0	2	2	631	1	0
1	61	2	0	2	2	731	1	0
1	62	2	1	0	2	622	0	500
1	63	2	0	2	2	467	0	0
2	0	2	1	0	2	1053	0	450
2	1	1	0	2	1	662	1	0
2	2	1	0	2	1	677	1	0
2	3	2	0	2	2	684	0	0
2	4	2	1	2	0	0	0	400
2	5	1	0	2	1	776	1	0
2	6	2	0	2	2	659	1	0
2	7	2	0	2	2	808	0	0
2	8	2	0	2	2	494	1	0
2	9	2	0	2	2	755	0	0
2	10	1	0	2	1	683	0	0
2	11	1	0	2	1	683	0	0
2	12	2	1	0	2	1138	0	450
2	13	1	0	2	1	1006	1	0
2	14	2	1	2	0	0	0	400
2	15	2	0	2	2	629	0	0
2	16	2	1	0	2	532	0	450
2	17	1	1	2	0	0	0	400
2	18	2	1	2	0	0	0	450
2	19	2	0	2	2	1030	1	0
2	20	2	0	2	2	603	0	0
2	21	1	0	2	1	546	0	0
2	22	1	0	2	1	615	0	0
2	23	2	0	2	2	824	0	0
2	24	1	0	2	1	523	0	0
2	25	2	0	2	2	600	0	0
2	26	1	1	0	1	618	0	500
2	27	2	0	2	2	575	0	0
2	28	2	1	2	0	0	0	450
2	29	2	0	2	2	621	1	0
2	30	2	0	2	2	445	0	0
2	31	1	0	2	1	731	0	0
2	32	2	0	2	2	725	0	0
2	33	1	0	2	1	750	0	0
2	34	1	0	2	1	585	24	0
2	35	1	0	2	1	492	2	0
2	36	1	0	2	1	429	1	0
2	37	1	0	2	1	393	0	0
2	38	2	0	2	2	966	0	0
2	39	1	1	0	1	482	0	500
2	40	1	0	2	1	504	1	0
2	41	2	0	2	2	667	0	0
2	42	1	1	0	1	524	2	450
2	43	1	1	2	0	0	0	400
2	44	2	0	2	2	780	2	0
2	45	2	0	2	2	802	0	0
2	46	2	0	2	2	713	0	0
2	47	2	0	2	2	771	0	0
2	48	2	0	2	2	524	0	0
2	49	2	0	2	2	424	0	0
2	50	1	0	2	1	634	1	0
2	51	1	0	2	1	489	0	0
2	52	1	1	0	1	343	0	450
2	53	1	0	2	1	530	0	0
2	54	2	1	2	0	0	0	400
2	55	1	0	2	1	639	0	0
2	56	1	1	2	0	0	0	450
2	57	1	0	2	1	1053	0	0
2	58	1	1	0	1	727	0	500
2	59	1	0	2	1	824	0	0
2	60	2	0	2	2	892	1	0
2	61	1	0	0	0	0	0	0
2	62	1	0	2	1	615	0	0
2	63	2	0	2	2	507	0	0
