block	trial	stimulus	signal	correct	respons	rt	re	ssd
0	0	1	0	2	1	631	0	0
0	1	2	0	2	2	508	0	0
0	2	1	0	2	1	644	0	0
0	3	1	0	2	1	642	132	0
0	4	1	0	2	1	541	2	0
0	5	2	1	0	2	607	0	450
0	6	1	0	2	1	822	0	0
0	7	1	0	2	1	605	1	0
0	8	1	1	2	0	0	0	400
0	9	2	0	2	2	508	1	0
0	10	2	0	2	2	636	0	0
0	11	1	0	2	1	747	1	0
0	12	2	1	0	2	628	0	450
0	13	1	0	2	1	647	1	0
0	14	2	0	2	2	560	0	0
0	15	1	0	2	1	712	0	0
0	16	1	1	2	0	0	0	400
0	17	1	0	2	1	595	0	0
0	18	2	0	2	2	587	1	0
0	19	2	0	2	2	610	0	0
0	20	1	0	2	1	857	2	0
0	21	1	1	2	0	0	0	450
0	22	2	0	2	2	729	0	0
0	23	2	0	2	2	852	1	0
0	24	2	0	2	2	450	0	0
0	25	1	0	2	1	897	0	0
0	26	2	0	2	2	593	0	0
0	27	2	0	2	2	850	1	0
0	28	1	0	2	1	792	1	0
0	29	2	0	2	2	820	0	0
0	30	1	1	2	0	0	0	500
0	31	2	1	0	2	669	0	550
0	32	2	0	2	2	451	0	0
0	33	2	0	2	2	448	0	0
0	34	2	1	0	2	360	0	500
0	35	2	0	2	2	391	0	0
0	36	2	0	2	2	666	2	0
0	37	1	1	2	0	0	0	450
0	38	2	0	2	2	800	1	0
0	39	2	0	2	2	505	3	0
0	40	1	1	0	1	713	0	500
0	41	1	0	2	1	655	1	0
0	42	1	1	0	1	443	0	450
0	43	1	0	2	1	403	0	0
0	44	1	0	2	1	390	1	0
0	45	1	0	2	1	426	0	0
0	46	2	0	2	2	710	0	0
0	47	1	0	2	1	526	0	0
0	48	2	1	2	0	0	0	400
0	49	2	0	2	2	655	0	0
0	50	2	1	2	0	0	0	450
0	51	2	0	2	2	725	1	0
0	52	2	0	2	2	628	2	0
0	53	1	0	2	1	629	153	0
0	54	2	1	2	0	0	0	500
0	55	2	1	0	2	564	0	550
0	56	1	0	2	1	564	0	0
0	57	1	0	2	1	642	1	0
0	58	1	0	2	1	1100	0	0
0	59	1	1	0	1	483	0	500
0	60	1	0	2	1	800	0	0
0	61	2	0	2	2	788	0	0
0	62	1	0	2	1	695	2	0
0	63	2	0	2	2	897	1	0
1	0	2	0	2	2	886	1	0
1	1	1	0	2	1	488	0	0
1	2	2	0	2	2	1102	1	0
1	3	2	0	2	2	408	0	0
1	4	2	1	0	2	421	0	450
1	5	1	0	2	1	517	0	0
1	6	1	0	2	1	409	2	0
1	7	2	0	2	2	571	0	0
1	8	1	0	2	1	501	0	0
1	9	1	0	2	1	618	1	0
1	10	2	0	2	2	496	0	0
1	11	2	0	2	2	390	0	0
1	12	1	0	2	1	514	2	0
1	13	1	0	2	1	482	0	0
1	14	1	0	2	1	453	0	0
1	15	2	0	2	2	651	0	0
1	16	1	1	0	1	491	0	400
1	17	2	0	2	2	754	1	0
1	18	1	0	2	1	745	1	0
1	19	2	1	2	0	0	0	350
1	20	1	0	2	1	625	0	0
1	21	1	0	2	1	965	0	0
1	22	1	1	2	0	0	0	400
1	23	2	0	2	2	666	1	0
1	24	2	1	2	0	0	0	450
1	25	1	0	2	1	442	0	0
