# type,stim,RT
none,7,0
cor,3,0.917
none,5,0
none,5,0
none,1,0
cor,3,0.633
none,1,0
none,1,0
none,1,0
none,6,0
none,7,0
none,8,0
cor,3,0.65
none,7,0
none,4,0
omi,3,0
delay,1,0.166
omi,3,0
none,2,0
omi,3,0
none,5,0
none,4,0
none,8,0
none,9,0
none,2,0
none,1,0
none,4,0
none,7,0
none,6,0
none,6,0
none,4,0
cor,3,0.55
none,4,0
cor,3,0.851
none,1,0
none,7,0
none,5,0
cor,3,0.65
none,4,0
cor,3,0.733
none,4,0
cor,3,0.9
none,2,0
none,2,0
cor,3,0.685
none,4,0
none,9,0
cor,3,0.699
none,6,0
none,6,0
omi,3,0
none,9,0
none,9,0
none,4,0
none,1,0
cor,3,0.683
none,1,0
none,2,0
none,4,0
none,4,0
cor,3,0.884
none,7,0
none,6,0
none,6,0
cor,3,0.65
none,5,0
omi,3,0
delay,7,0.217
none,2,0
none,7,0
cor,3,0.183
none,2,0
none,9,0
none,4,0
cor,3,0.651
none,2,0
none,2,0
none,7,0
cor,3,0.917
none,4,0
none,2,0
omi,3,0
none,6,0
none,1,0
none,4,0
cor,3,0.633
none,9,0
none,1,0
none,4,0
cor,3,0.7
none,9,0
none,7,0
omi,3,0
delay,8,0.534
none,6,0
none,2,0
cor,3,0.752
none,9,0
none,9,0
omi,3,0
none,8,0
none,7,0
none,1,0
none,2,0
cor,3,0.6
none,5,0
none,6,0
cor,3,0.75
none,5,0
none,2,0
none,9,0
cor,3,0.701
none,1,0
none,1,0
none,9,0
none,7,0
cor,3,0.7
none,2,0
none,7,0
none,4,0
none,2,0
none,8,0
cor,3,0.617
none,8,0
none,1,0
none,1,0
none,4,0
none,1,0
cor,3,0.634
none,8,0
none,4,0
omi,3,0
delay,5,0.233
none,1,0
omi,3,0
none,7,0
cor,3,0.867
none,8,0
none,5,0
none,9,0
none,8,0
cor,3,0.701
none,1,0
omi,3,0
none,8,0
none,1,0
none,1,0
none,4,0
none,9,0
none,8,0
cor,3,0.583
none,4,0
none,6,0
none,4,0
none,1,0
cor,3,0.766
none,7,0
none,6,0
cor,3,0.65
none,8,0
none,4,0
none,7,0
cor,3,0.717
none,5,0
none,4,0
omi,3,0
none,2,0
none,2,0
omi,3,0
none,7,0
omi,3,0
none,4,0
none,2,0
none,2,0
cor,3,0.567
none,2,0
none,9,0
none,5,0
omi,3,0
none,4,0
none,7,0
none,4,0
none,9,0
none,6,0
cor,3,0.75
none,9,0
none,9,0
cor,3,0.867
none,8,0
omi,3,0
delay,7,0.2
none,7,0
com,8,0.784
none,8,0
none,9,0
cor,3,0.783
none,4,0
none,2,0
none,9,0
none,1,0
omi,3,0
none,6,0
none,5,0
omi,3,0
none,2,0
cor,3,0.801
none,2,0
none,6,0
none,2,0
none,7,0
omi,3,0
none,1,0
cor,3,0.732
none,2,0
none,5,0
none,7,0
cor,3,0.8
none,7,0
none,2,0
cor,3,0.85
none,5,0
none,4,0
cor,3,0.701
none,6,0
none,5,0
cor,3,0.785
none,7,0
none,1,0
none,8,0
cor,3,0.667
none,9,0
none,2,0
none,9,0
cor,3,0.617
none,7,0
none,6,0
none,5,0
none,6,0
none,9,0
none,9,0
cor,3,0.65
none,2,0
none,7,0
none,6,0
none,9,0
cor,3,0.616
none,5,0
none,1,0
none,5,0
cor,3,0.734
none,5,0
none,8,0
none,5,0
cor,3,0.567
none,8,0
none,9,0
none,1,0
omi,3,0
delay,4,0.217
none,4,0
cor,3,0.784
none,1,0
none,9,0
cor,3,0.7
none,1,0
none,4,0
cor,3,0.866
none,5,0
none,7,0
none,4,0
com,2,0.4
none,5,0
cor,3,0.668
none,7,0
none,4,0
none,5,0
cor,3,0.901
none,2,0
omi,3,0
none,8,0
none,4,0
none,8,0
cor,3,0.584
none,2,0
none,4,0
cor,3,0.134
none,6,0
none,6,0
none,6,0
cor,3,0.6
none,1,0
none,8,0
none,8,0
none,8,0
none,9,0
cor,3,0.683
none,4,0
none,1,0
omi,3,0
delay,1,0.167
none,6,0
