RUUU,RRUU,RRRU,UUUR,UURR,URRR,RURU,URUR,URRU,UUUU,UP1,UP2,UP3,UP4,SW1,SW2,SW3,SW4,errors
5.29353333333,3.43296,3.6614,4.39696,5.05605,5.482625,4.6824,6.46416,6.09505,2.6331,4.5720125,5.18570555556,4.733175,2.6331,3.39947142857,4.91158181818,5.62416666667,6.46416,14
