block	trial	stimulus	signal	correct	respons	rt	re	ssd
1	21	2	1	2	0	0	0	100
1	22	2	0	2	2	664	0	0
1	23	1	0	2	1	501	0	0
1	24	2	1	0	2	329	0	150
1	25	1	0	2	1	574	0	0
1	26	2	0	2	2	555	0	0
1	27	2	0	2	2	399	0	0
1	28	1	0	2	1	508	0	0
1	29	2	1	2	0	0	0	100
1	30	1	0	2	1	541	0	0
1	31	2	0	2	2	338	0	0
1	32	2	0	2	2	439	0	0
1	33	1	0	2	1	387	0	0
1	34	2	0	2	2	488	0	0
1	35	1	0	0	2	309	0	0
1	36	1	0	2	1	513	0	0
1	37	2	0	2	2	534	0	0
1	38	2	0	2	2	419	16	0
1	39	2	0	2	2	591	0	0
1	40	2	0	2	2	332	0	0
1	41	1	1	0	1	105	0	150
1	42	1	0	2	1	414	0	0
1	43	2	0	2	2	514	16	0
1	44	1	1	2	0	0	0	100
1	45	1	0	2	1	668	0	0
1	46	1	0	2	1	544	0	0
1	47	1	0	2	1	429	0	0
1	48	1	0	2	1	346	16	0
1	49	2	0	2	2	710	0	0
1	50	2	0	2	2	355	0	0
1	51	2	0	2	2	768	0	0
1	52	2	0	2	2	436	0	0
1	53	2	0	2	2	889	0	0
1	54	2	1	0	2	334	0	150
1	55	1	1	2	0	0	0	100
1	56	1	1	2	0	0	0	150
1	57	1	0	0	2	516	16	0
1	58	1	1	0	2	320	0	200
1	59	2	0	2	2	621	0	0
1	60	1	0	2	1	706	0	0
1	61	2	0	2	2	366	0	0
1	62	1	1	0	1	411	0	150
1	63	2	0	2	2	312	0	0
2	0	2	0	2	2	626	0	0
2	1	1	0	2	1	583	0	0
2	2	2	0	2	2	363	0	0
2	3	2	1	0	2	152	0	100
2	4	1	0	2	1	605	0	0
2	5	1	1	2	0	0	0	50
2	6	1	0	2	1	590	0	0
2	7	1	0	2	1	483	0	0
2	8	1	0	2	1	439	0	0
2	9	1	0	2	1	380	0	0
2	10	1	0	2	1	385	0	0
2	11	1	0	2	1	398	0	0
2	12	2	0	0	1	330	0	0
2	13	2	0	2	2	415	0	0
2	14	2	1	0	2	347	0	100
2	15	1	0	2	1	552	0	0
2	16	2	0	2	2	637	0	0
2	17	1	0	2	1	505	0	0
2	18	1	0	2	1	422	0	0
2	19	2	0	2	2	475	1	0
2	20	1	1	2	0	0	0	50
2	21	1	0	2	1	588	0	0
2	22	2	0	2	2	497	0	0
2	23	2	0	2	2	438	0	0
2	24	2	0	2	2	370	0	0
2	25	2	1	2	0	0	0	100
2	26	1	1	2	0	0	0	150
2	27	1	0	2	1	544	0	0
2	28	2	0	2	2	549	0	0
2	29	2	0	2	2	450	0	0
2	30	1	0	2	1	526	0	0
2	31	2	1	2	0	0	0	200
2	32	1	0	2	1	600	0	0
2	33	1	0	2	1	493	0	0
2	34	2	0	2	2	441	0	0
2	35	2	0	0	1	470	0	0
2	36	1	1	2	0	0	0	250
2	37	1	0	2	1	631	0	0
2	38	2	1	0	2	812	0	300
2	39	2	0	2	2	785	0	0
2	40	2	1	0	1	461	0	250
2	41	1	1	2	0	0	0	200
2	42	1	1	2	0	0	0	250
2	43	2	0	2	2	971	0	0
2	44	2	1	0	2	288	0	300
2	45	2	0	2	2	309	0	0
2	46	2	0	2	2	321	0	0
2	47	2	0	2	2	318	0	0
2	48	2	0	2	2	243	0	0
2	49	1	1	0	2	303	0	250
2	50	1	1	2	0	0	0	200
2	51	2	0	2	2	449	0	0
2	52	2	1	0	2	301	0	250
2	53	1	0	2	1	562	17	0
2	54	1	0	2	1	367	0	0
2	55	2	0	2	2	548	0	0
2	56	1	0	2	1	568	0	0
2	57	1	0	2	1	437	9	0
2	58	2	0	2	2	498	0	0
2	59	1	0	2	1	446	0	0
2	60	2	0	2	2	427	0	0
2	61	2	0	2	2	304	16	0
2	62	1	0	2	1	476	0	0
2	63	1	0	2	1	385	0	0
