block	trial	stimulus	signal	correct	respons	rt	re	ssd
0	0	2	0	2	2	814	0	0
0	1	1	0	2	1	402	0	0
0	2	2	0	2	2	351	0	0
0	3	2	0	2	2	452	0	0
0	4	2	0	2	2	360	0	0
0	5	2	0	2	2	389	0	0
0	6	1	1	2	0	0	0	100
0	7	1	1	2	0	0	0	150
0	8	1	1	2	0	0	0	200
0	9	2	0	2	2	520	0	0
0	10	2	0	2	2	388	0	0
0	11	2	1	0	2	297	0	250
0	12	2	1	2	0	0	0	200
0	13	1	0	2	1	634	16	0
0	14	1	0	2	1	407	0	0
0	15	1	0	2	1	596	0	0
0	16	2	0	2	2	529	0	0
0	17	1	0	2	1	493	0	0
0	18	2	0	2	2	546	0	0
0	19	1	0	2	1	415	0	0
0	20	1	0	2	1	547	17	0
0	21	1	0	2	1	872	0	0
0	22	2	0	2	2	493	13	0
0	23	2	1	2	0	0	0	250
0	24	1	1	0	1	518	0	300
0	25	1	0	2	1	763	0	0
0	26	1	0	2	1	519	0	0
0	27	1	0	2	1	404	0	0
0	28	2	0	2	2	377	0	0
0	29	1	0	2	1	493	0	0
0	30	2	0	2	2	370	16	0
0	31	1	0	2	1	495	0	0
0	32	1	0	2	1	371	0	0
0	33	2	1	0	2	440	0	250
0	34	2	0	0	1	325	0	0
0	35	1	1	0	1	410	10	200
0	36	2	1	2	0	0	0	150
0	37	1	0	2	1	507	0	0
0	38	2	0	2	2	488	0	0
0	39	1	0	2	1	588	16	0
0	40	2	0	2	2	417	0	0
0	41	2	0	2	2	502	0	0
0	42	2	0	2	2	442	0	0
0	43	1	0	2	1	375	0	0
0	44	1	0	2	1	1012	0	0
0	45	2	0	2	2	576	0	0
0	46	2	1	2	0	0	0	200
0	47	1	0	2	1	530	0	0
0	48	2	1	0	2	478	0	250
0	49	1	1	2	0	0	0	200
0	50	1	0	2	1	656	0	0
0	51	2	0	2	2	428	16	0
0	52	2	0	2	2	585	0	0
0	53	2	0	2	2	438	0	0
0	54	1	1	0	1	434	0	250
0	55	1	0	2	1	663	0	0
0	56	1	0	2	1	436	0	0
0	57	2	1	2	0	0	0	200
0	58	1	0	2	1	565	0	0
0	59	1	0	2	1	410	0	0
0	60	2	0	2	2	759	0	0
0	61	2	0	2	2	491	0	0
0	62	2	0	2	2	384	17	0
0	63	1	1	0	1	445	0	250
1	0	2	1	0	2	529	0	200
1	1	1	0	2	1	445	16	0
1	2	1	0	2	1	386	0	0
1	3	1	1	0	1	383	0	150
1	4	2	1	2	0	0	0	100
1	5	2	0	2	2	624	0	0
1	6	1	0	2	1	565	0	0
1	7	1	0	2	1	353	0	0
1	8	2	0	2	2	510	0	0
1	9	2	0	2	2	619	16	0
1	10	1	0	2	1	696	0	0
1	11	1	0	0	2	340	9	0
1	12	2	1	0	2	425	0	150
1	13	1	0	2	1	470	0	0
1	14	1	0	2	1	626	0	0
1	15	1	1	2	0	0	0	100
1	16	2	0	2	2	428	0	0
1	17	2	0	2	2	488	0	0
1	18	1	0	2	1	333	0	0
1	19	2	1	0	2	458	0	150
1	20	1	0	2	1	687	0	0
