block	trial	stimulus	signal	correct	respons	rt	re	ssd
0	0	2	0	2	2	993	0	0
0	1	1	0	2	1	654	0	0
0	2	2	0	2	2	674	0	0
0	3	2	0	2	2	503	0	0
0	4	2	1	2	0	0	0	100
0	5	1	0	2	1	456	0	0
0	6	2	1	2	0	0	0	150
0	7	2	0	2	2	458	12	0
0	8	2	1	2	0	0	0	200
0	9	1	0	2	1	523	0	0
0	10	1	0	2	1	560	0	0
0	11	2	0	2	2	524	13	0
0	12	1	0	2	1	721	0	0
0	13	2	0	2	2	502	0	0
0	14	1	0	2	1	515	0	0
0	15	2	1	0	2	463	0	250
0	16	1	0	2	1	532	0	0
0	17	1	1	2	0	0	0	200
0	18	2	0	2	2	493	0	0
0	19	1	1	2	0	0	0	250
0	20	1	1	2	0	0	0	300
0	21	1	0	2	1	619	0	0
0	22	1	1	0	1	560	0	350
0	23	2	0	0	1	541	0	0
0	24	2	0	2	2	569	0	0
0	25	1	0	2	1	710	0	0
0	26	1	1	2	0	0	0	300
0	27	2	0	2	2	495	16	0
0	28	1	0	2	1	460	0	0
0	29	1	0	2	1	529	0	0
0	30	2	1	2	0	0	0	350
0	31	2	0	2	2	474	0	0
0	32	1	0	2	1	495	12	0
0	33	2	0	2	2	668	0	0
0	34	2	1	2	0	0	0	400
0	35	2	0	2	2	693	0	0
0	36	1	0	2	1	522	0	0
0	37	2	0	2	2	718	0	0
0	38	1	0	2	1	579	0	0
0	39	2	1	0	2	536	0	450
0	40	2	0	2	2	660	0	0
0	41	1	0	2	1	521	0	0
0	42	1	0	2	1	518	13	0
0	43	2	0	2	2	690	0	0
0	44	1	0	2	1	687	0	0
0	45	2	0	2	2	460	0	0
0	46	1	0	2	1	520	0	0
0	47	2	0	2	2	413	0	0
0	48	2	1	0	2	506	0	400
0	49	2	0	2	2	614	0	0
0	50	1	0	2	1	491	16	0
0	51	2	0	2	2	456	0	0
0	52	2	0	2	2	493	0	0
0	53	1	0	2	1	489	0	0
0	54	2	0	2	2	534	0	0
0	55	1	1	0	1	459	0	350
0	56	2	0	2	2	447	0	0
0	57	1	0	2	1	524	0	0
