word,color,congruent,corrAns,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,resp_time.keys,resp_time.corr,resp_time.rt,key_resp_5.keys,key_resp_5.rt,date,frameRate,expName,Session,Participant,
red,green,0,down,0,0,0,7,,,,,down,1,0.824148961343,,,2018_Aug_14_1507,59.9801932861,Stroop,post,1001,
blue,green,0,down,0,1,1,10,,,,,down,1,0.61065469915,,,2018_Aug_14_1507,59.9801932861,Stroop,post,1001,
blue,red,0,left,0,2,2,11,,,,,left,1,0.467306110077,,,2018_Aug_14_1507,59.9801932861,Stroop,post,1001,
green,red,0,left,0,3,3,8,,,,,left,1,0.37468918832,,,2018_Aug_14_1507,59.9801932861,Stroop,post,1001,
green,green,1,down,0,4,4,2,,,,,down,1,0.422064181417,,,2018_Aug_14_1507,59.9801932861,Stroop,post,1001,
red,red,1,left,0,5,5,1,,,,,left,1,0.465921403375,,,2018_Aug_14_1507,59.9801932861,Stroop,post,1001,
green,green,1,down,0,6,6,3,,,,,down,1,0.518915100489,,,2018_Aug_14_1507,59.9801932861,Stroop,post,1001,
red,red,1,left,0,7,7,0,,,,,left,1,0.458735476714,,,2018_Aug_14_1507,59.9801932861,Stroop,post,1001,
red,green,0,down,0,8,8,6,,,,,down,1,0.333874483127,,,2018_Aug_14_1507,59.9801932861,Stroop,post,1001,
blue,blue,1,right,0,9,9,4,,,,,right,1,0.606922283303,,,2018_Aug_14_1507,59.9801932861,Stroop,post,1001,
blue,blue,1,right,0,10,10,5,,,,,right,1,0.335636268836,,,2018_Aug_14_1507,59.9801932861,Stroop,post,1001,
green,blue,0,right,0,11,11,9,,,,,down,0,0.534545817878,,,2018_Aug_14_1507,59.9801932861,Stroop,post,1001,
red,red,1,left,1,0,12,1,,,,,left,1,0.799390693195,,,2018_Aug_14_1507,59.9801932861,Stroop,post,1001,
