#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,5,5,1.01589333333,2.73696666667,1.66599183673,3.15420178571,2.27224225352,3.876265625,[1.2124, 1.2124, 1.0185, 1.2124, 1.0185, 0.7786, 1.2124, 1.0185, 0.7786, 0.8946, 1.2124, 1.0185, 0.7786, 0.8946, 0.9774],[2.4327, 2.4327, 3.3126, 2.4327, 3.3126, 2.9442, 2.4327, 3.3126, 2.9442, 1.5856, 2.4327, 3.3126, 2.9442, 1.5856, 3.6368],[2.1251, 1.3266, 2.242, 2.1251, 1.3266, 2.242, 1.4236, 2.069, 1.0089, 2.0045, 2.1251, 1.3266, 2.242, 1.4236, 2.069, 1.0089, 2.0045, 1.7295, 1.3805, 1.4268, 1.3854, 2.1251, 1.3266, 2.242, 1.4236, 2.069, 1.0089, 2.0045, 1.7295, 1.3805, 1.4268, 1.3854, 1.454, 1.2682, 2.1251, 1.3266, 2.242, 1.4236, 2.069, 1.0089, 2.0045, 1.7295, 1.3805, 1.4268, 1.3854, 1.454, 1.2682, 2.1004, 1.8297],[3.4131, 3.1888, 2.3448, 3.4131, 3.1888, 2.3448, 4.8602, 3.2033, 5.1483, 3.4131, 3.1888, 2.3448, 4.8602, 3.2033, 5.1483, 2.9904, 2.6571, 2.9837, 2.2491, 3.8988, 3.4131, 3.1888, 2.3448, 4.8602, 3.2033, 5.1483, 2.9904, 2.6571, 2.9837, 2.2491, 3.8988, 2.1758, 1.9466, 2.2649, 2.5856, 2.1408, 3.4131, 3.1888, 2.3448, 4.8602, 3.2033, 5.1483, 2.9904, 2.6571, 2.9837, 2.2491, 3.8988, 2.1758, 1.9466, 2.2649, 2.5856, 2.1408, 4.2465, 1.7513, 1.7864, 4.7057],[2.7053, 1.7842, 2.7045, 2.2876, 4.0248, 2.7053, 1.7842, 2.7045, 2.2876, 4.0248, 1.659, 1.6083, 2.4485, 1.2643, 2.7053, 1.7842, 2.7045, 2.2876, 4.0248, 1.659, 1.6083, 2.4485, 1.2643, 2.596, 1.5661, 2.0813, 5.5647, 2.7053, 1.7842, 2.7045, 2.2876, 4.0248, 1.659, 1.6083, 2.4485, 1.2643, 2.596, 1.5661, 2.0813, 5.5647, 1.3037, 2.216, 1.5499, 1.4879, 1.0872, 1.4515, 2.7053, 1.7842, 2.7045, 2.2876, 4.0248, 1.659, 1.6083, 2.4485, 1.2643, 2.596, 1.5661, 2.0813, 5.5647, 1.3037, 2.216, 1.5499, 1.4879, 1.0872, 1.4515, 1.3284, 1.6958, 3.0616, 2.1638, 2.29, 1.7205],[3.707, 4.0302, 3.7503, 4.678, 9.1177, 3.707, 4.0302, 3.7503, 4.678, 9.1177, 2.2004, 2.3753, 3.3873, 3.2372, 2.9607, 3.707, 4.0302, 3.7503, 4.678, 9.1177, 2.2004, 2.3753, 3.3873, 3.2372, 2.9607, 2.4514, 3.9762, 3.0291, 3.707, 4.0302, 3.7503, 4.678, 9.1177, 2.2004, 2.3753, 3.3873, 3.2372, 2.9607, 2.4514, 3.9762, 3.0291, 2.5631, 3.3933, 5.2263, 3.707, 4.0302, 3.7503, 4.678, 9.1177, 2.2004, 2.3753, 3.3873, 3.2372, 2.9607, 2.4514, 3.9762, 3.0291, 2.5631, 3.3933, 5.2263, 2.2633, 5.3301, 4.0269, 2.6656]
