block	trial	stimulus	signal	correct	respons	rt	re	ssd
0	0	2	0	2	2	558	10	0
0	1	2	0	2	2	682	9	0
0	2	1	0	2	1	959	10	0
0	3	1	1	2	0	0	0	500
0	4	1	0	0	0	0	0	0
0	5	2	0	0	0	0	0	0
0	6	1	0	0	0	0	0	0
0	7	2	0	2	2	1190	0	0
0	8	1	0	2	1	827	0	0
0	9	2	0	2	2	1048	0	0
0	10	2	0	0	0	0	0	0
0	11	1	0	0	0	0	0	0
0	12	2	1	2	0	0	0	550
0	13	1	1	2	0	0	0	600
0	14	2	0	2	2	1159	9	0
0	15	1	0	0	0	0	0	0
0	16	2	0	0	0	0	0	0
0	17	2	0	0	0	0	0	0
0	18	1	0	0	0	0	0	0
0	19	2	1	2	0	0	0	650
0	20	2	0	0	0	0	0	0
0	21	1	1	2	0	0	0	700
0	22	1	0	0	0	0	0	0
0	23	2	0	0	0	0	0	0
0	24	1	0	0	0	0	0	0
0	25	1	1	2	0	0	0	750
0	26	1	0	0	0	0	0	0
0	27	1	1	2	0	0	0	800
0	28	1	0	0	0	0	0	0
0	29	2	1	2	0	0	0	850
0	30	2	0	2	2	1058	9	0
0	31	1	0	0	0	0	0	0
0	32	2	0	0	0	0	0	0
0	33	1	0	0	0	0	0	0
0	34	1	1	2	0	0	0	900
0	35	1	0	0	0	0	0	0
0	36	2	0	2	2	774	0	0
0	37	1	0	2	1	1219	9	0
0	38	2	1	0	2	856	0	950
0	39	2	0	2	2	812	9	0
0	40	2	1	2	0	0	0	900
0	41	2	1	2	0	0	0	950
0	42	1	0	2	1	546	9	0
0	43	1	0	0	0	0	0	0
0	44	2	0	2	2	988	0	0
0	45	2	0	2	2	1048	9	0
0	46	1	0	2	1	997	0	0
0	47	2	0	2	2	666	0	0
0	48	1	0	2	1	695	0	0
0	49	2	0	2	2	627	10	0
0	50	2	0	2	2	1016	0	0
0	51	1	0	2	1	581	0	0
0	52	2	1	0	2	553	0	1000
0	53	1	0	2	1	654	0	0
0	54	1	1	0	2	563	9	950
0	55	2	0	2	2	951	0	0
0	56	1	1	0	1	572	0	900
0	57	1	0	2	1	784	0	0
0	58	2	0	2	2	621	9	0
0	59	1	0	2	1	514	10	0
0	60	2	0	2	2	575	0	0
0	61	1	0	2	1	659	9	0
0	62	2	0	2	2	504	0	0
0	63	2	1	0	2	613	9	850
1	0	2	0	2	2	1016	9	0
1	1	1	0	2	1	637	9	0
1	2	2	0	2	2	514	0	0
1	3	2	0	2	2	718	0	0
1	4	2	0	2	2	619	0	0
1	5	1	0	2	1	576	10	0
1	6	1	0	2	1	700	9	0
1	7	1	0	2	1	625	0	0
1	8	2	0	2	2	638	0	0
1	9	2	1	0	2	562	11	800
1	10	1	0	2	1	559	9	0
1	11	1	1	0	1	620	0	750
1	12	2	1	0	2	472	10	700
1	13	1	0	2	1	1069	0	0
1	14	1	0	2	1	962	0	0
1	15	1	1	0	1	822	0	650
