word,color,congruent,corrAns,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,resp_time.keys,resp_time.corr,resp_time.rt,key_resp_5.keys,key_resp_5.rt,date,frameRate,expName,Session,Participant,
green,green,1,down,0,0,0,3,,,,,down,1,2.64056011274,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,green,1,down,0,1,1,2,,,,,down,1,2.34852198173,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,blue,0,right,0,2,2,9,,,,,right,1,1.4682864877,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
blue,green,0,down,0,3,3,10,,,,,down,1,1.6431139905,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
blue,blue,1,right,0,4,4,4,,,,,right,1,1.16865455311,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,green,0,down,0,5,5,7,,,,,down,1,1.33902046762,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,red,0,left,0,6,6,8,,,,,left,1,0.968673384782,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,red,1,left,0,7,7,1,,,,,left,1,0.74025327256,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
blue,blue,1,right,0,8,8,5,,,,,right,1,1.6509130682,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,green,0,down,0,9,9,6,,,,,down,1,0.858360859403,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
blue,red,0,left,0,10,10,11,,,,,left,1,0.652389256845,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,red,1,left,0,11,11,0,,,,,left,1,0.736860448408,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
blue,blue,1,right,1,0,12,4,,,,,right,1,0.851460525341,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,green,0,down,1,1,13,7,,,,,down,1,0.658507318022,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,red,0,left,1,2,14,8,,,,,left,1,0.892882610873,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,red,1,left,1,3,15,0,,,,,left,1,0.659245412347,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
blue,blue,1,right,1,4,16,5,,,,,right,1,2.77082885226,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,red,1,left,1,5,17,1,,,,,left,1,0.62343266518,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
blue,green,0,down,1,6,18,10,,,,,down,1,0.917869825865,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
blue,red,0,left,1,7,19,11,,,,,left,1,0.509141838167,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,green,1,down,1,8,20,3,,,,,down,1,0.861431492442,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,green,1,down,1,9,21,2,,,,,down,1,0.584349365837,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,blue,0,right,1,10,22,9,,,,,right,1,0.876736909089,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,green,0,down,1,11,23,6,,,,,down,1,0.737101422371,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,red,1,left,,,,,0,0,0,4,left,1,0.70071346143,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,green,1,down,,,,,0,1,1,19,down,1,1.14937485106,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,blue,0,right,,,,,0,2,2,40,right,1,0.839099007277,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,green,1,down,,,,,0,3,3,12,down,1,0.586173181739,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
blue,blue,1,right,,,,,0,4,4,31,right,1,0.585465432286,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
blue,blue,1,right,,,,,0,5,5,33,right,1,0.509121310755,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
blue,blue,1,right,,,,,0,6,6,27,right,1,0.41094941064,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,red,1,left,,,,,0,7,7,10,left,1,0.582831676116,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,green,1,down,,,,,0,8,8,16,down,1,0.466378330907,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,green,0,down,,,,,0,9,9,36,down,1,0.504435259668,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,red,1,left,,,,,0,10,10,2,left,1,0.545795316715,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,red,1,left,,,,,0,11,11,8,left,1,0.369347040884,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,green,1,down,,,,,0,12,12,15,down,1,0.484960100959,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,red,1,left,,,,,0,13,13,7,left,1,0.510560907062,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,green,1,down,,,,,0,14,14,14,down,1,0.445924996407,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,red,1,left,,,,,0,15,15,1,left,1,0.485293894522,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
blue,red,0,left,,,,,0,16,16,44,left,1,0.86767673432,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,green,1,down,,,,,0,17,17,17,down,1,0.501216026018,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
blue,blue,1,right,,,,,0,18,18,26,right,1,0.485505416113,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,blue,0,right,,,,,0,19,19,37,right,1,0.395292796753,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,green,1,down,,,,,0,20,20,21,down,1,0.635871384163,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,red,0,left,,,,,0,21,21,39,left,1,0.67707837812,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
blue,blue,1,right,,,,,0,22,22,30,right,1,1.0027770018,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
blue,blue,1,right,,,,,0,23,23,35,right,1,0.482982775717,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,red,1,left,,,,,0,24,24,11,left,1,0.590052862548,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,red,1,left,,,,,0,25,25,6,left,1,0.504603941442,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,green,1,down,,,,,0,26,26,22,down,1,0.585974155096,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,red,1,left,,,,,0,27,27,5,left,1,0.701334638758,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,green,0,down,,,,,0,28,28,38,down,1,1.04964019017,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
green,green,1,down,,,,,0,29,29,18,down,1,0.828021344938,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
blue,blue,1,right,,,,,0,30,30,24,right,1,0.468156183259,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
blue,green,0,down,,,,,0,31,31,42,down,1,0.751906594922,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
red,red,1,left,,,,,0,32,32,0,left,1,0.471405315529,,,2018_Sep_03_1635,60.0621284489,Stroop,post,1003,
