RUUU,RRUU,RRRU,UUUR,UURR,URRR,RURU,URUR,URRU,UUUU,UP1,UP2,UP3,UP4,SW1,SW2,SW3,SW4,errors
2.42197142857,2.5284,2.40452857143,3.44295714286,3.36992857143,2.94205714286,4.25337142857,3.94113,3.97325714286,1.89075,2.67329285714,3.63910526316,2.93246428571,1.89075,2.22728,3.25164761905,4.11331428571,3.94113,0
