RUUU,RRUU,RRRU,UUUR,UURR,URRR,RURU,URUR,URRU,UUUU,UP1,UP2,UP3,UP4,SW1,SW2,SW3,SW4,errors
2.77692857143,2.3624,3.09762857143,4.40568571429,2.45342857143,3.56441428571,5.7047,5.59053,5.87778571429,2.90087142857,3.33102142857,4.49193421053,3.59130714286,2.90087142857,2.80774,3.47450952381,5.79124285714,5.59053,0
