# type,stim,RT
none,6,0
cor,3,0.617
none,1,0
none,1,0
none,9,0
cor,3,0.6
none,8,0
cor,3,0.684
none,6,0
none,9,0
none,6,0
none,9,0
none,6,0
cor,3,0.568
none,9,0
none,5,0
cor,3,0.534
none,5,0
omi,3,0
delay,5,0.35
none,8,0
none,6,0
cor,3,0.6
none,4,0
cor,3,0.684
none,9,0
cor,3,0.669
none,7,0
none,6,0
none,9,0
none,2,0
cor,3,0.584
none,4,0
none,5,0
none,7,0
none,4,0
none,1,0
none,7,0
none,5,0
cor,3,0.683
none,9,0
none,6,0
none,4,0
none,2,0
none,4,0
cor,3,0.55
none,1,0
none,2,0
cor,3,0.666
none,4,0
none,8,0
none,5,0
cor,3,0.517
none,4,0
none,6,0
none,9,0
cor,3,0.684
none,8,0
none,9,0
cor,3,0.685
none,1,0
none,6,0
none,8,0
cor,3,0.567
none,5,0
none,1,0
cor,3,0.617
none,1,0
none,7,0
none,9,0
cor,3,0.667
none,1,0
none,6,0
none,2,0
cor,3,0.517
none,8,0
none,7,0
none,4,0
none,2,0
none,7,0
cor,3,0.619
none,9,0
none,1,0
cor,3,0.584
none,6,0
none,7,0
none,1,0
none,9,0
cor,3,0.517
none,8,0
none,2,0
cor,3,0.533
none,9,0
none,5,0
none,5,0
cor,3,0.467
none,5,0
cor,3,0.583
none,4,0
none,2,0
cor,3,0.651
none,8,0
none,2,0
none,2,0
none,7,0
cor,3,0.584
none,9,0
none,8,0
cor,3,0.467
none,1,0
none,8,0
none,7,0
none,1,0
cor,3,0.617
none,6,0
none,7,0
cor,3,0.6
none,2,0
cor,3,0.867
none,4,0
none,2,0
cor,3,0.517
none,4,0
none,9,0
none,1,0
none,5,0
none,7,0
none,7,0
none,1,0
cor,3,0.634
none,6,0
cor,3,0.784
none,5,0
none,5,0
none,8,0
none,4,0
cor,3,0.7
none,7,0
cor,3,0.916
none,5,0
none,8,0
cor,3,0.621
none,7,0
none,4,0
cor,3,0.735
none,7,0
none,7,0
none,7,0
none,5,0
none,4,0
none,1,0
none,9,0
none,4,0
cor,3,0.6
none,2,0
none,6,0
cor,3,0.767
none,1,0
none,1,0
none,2,0
none,6,0
cor,3,0.634
none,5,0
cor,3,0.834
none,5,0
none,1,0
none,4,0
none,2,0
none,6,0
cor,3,0.566
none,9,0
none,2,0
none,4,0
none,8,0
none,1,0
cor,3,0.568
none,9,0
none,1,0
none,8,0
none,5,0
none,2,0
cor,3,0.484
none,6,0
none,7,0
cor,3,0.75
none,9,0
cor,3,0.751
none,2,0
none,6,0
cor,3,0.617
none,4,0
cor,3,0.867
none,2,0
none,1,0
cor,3,0.567
none,8,0
none,1,0
none,9,0
none,6,0
none,5,0
none,2,0
cor,3,0.567
none,4,0
none,5,0
cor,3,0.817
none,1,0
none,7,0
cor,3,0.567
none,4,0
cor,3,0.684
none,4,0
none,2,0
cor,3,0.501
none,7,0
none,6,0
cor,3,0.567
none,2,0
none,2,0
none,9,0
com,2,0.617
none,7,0
cor,3,0.767
none,5,0
none,7,0
cor,3,0.885
none,1,0
none,8,0
none,9,0
none,7,0
none,9,0
none,6,0
cor,3,0.717
none,1,0
none,9,0
cor,3,0.866
none,4,0
none,6,0
cor,3,0.65
none,2,0
cor,3,0.8
none,7,0
none,4,0
cor,3,0.717
none,4,0
none,5,0
cor,3,0.818
none,1,0
none,8,0
cor,3,0.585
none,1,0
none,8,0
none,9,0
cor,3,0.651
none,7,0
none,8,0
none,6,0
none,6,0
none,9,0
none,4,0
none,8,0
cor,3,0.535
none,7,0
none,4,0
none,2,0
none,1,0
cor,3,0.584
none,9,0
cor,3,0.817
none,5,0
none,2,0
cor,3,0.6
none,6,0
cor,3,0.683
none,7,0
none,4,0
none,6,0
none,4,0
none,4,0
none,5,0
none,4,0
cor,3,0.7
none,1,0
none,8,0
cor,3,0.8
none,4,0
none,8,0
cor,3,0.801
none,6,0
none,6,0
none,8,0
none,7,0
none,8,0
cor,3,0.785
none,9,0
none,7,0
cor,3,0.634
none,9,0
none,5,0
cor,3,0.567
none,4,0
none,6,0
none,2,0
cor,3,0.55
none,7,0
cor,3,0.6
none,4,0
none,2,0
com,4,0.685
none,5,0
none,4,0
none,8,0
cor,3,0.667
none,7,0
omi,3,0
none,5,0
none,1,0
none,9,0
cor,3,0.667
none,8,0
none,7,0
none,2,0
none,8,0
cor,3,0.784
none,7,0
omi,3,0
delay,7,0.167
none,4,0
cor,3,0.665
none,1,0
none,9,0
none,6,0
cor,3,0.667
none,7,0
none,6,0
cor,3,0.783
none,1,0
none,4,0
cor,3,0.7
none,9,0
none,2,0
none,7,0
none,5,0
cor,3,0.7
none,6,0
none,2,0
cor,3,0.751
none,6,0
none,9,0
none,8,0
none,9,0
none,5,0
none,7,0
none,4,0
none,9,0
cor,3,0.651
none,2,0
none,7,0
none,7,0
none,8,0
none,5,0
cor,3,0.684
none,2,0
none,9,0
cor,3,0.735
none,7,0
none,1,0
cor,3,0.699
none,4,0
omi,3,0
none,1,0
none,1,0
none,4,0
none,4,0
none,1,0
cor,3,0.613
none,2,0
none,7,0
cor,3,0.837
none,9,0
none,5,0
cor,3,0.6
none,6,0
none,4,0
