#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,5,1,2.95817333333,5.325175,3.07020740741,4.78985,3.12306363636,7.8197125,[4.088, 4.088, 2.1746, 4.088, 2.1746, 2.1307, 4.088, 2.1746, 2.1307, 3.4293, 4.088, 2.1746, 2.1307, 3.4293, 1.9835],[5.3823, 5.4957, 5.294, 5.1287],[2.7262, 4.1909, 2.474, 2.7262, 4.1909, 2.474, 3.7224, 3.1357, 3.2747, 2.6749, 2.7262, 4.1909, 2.474, 3.7224, 3.1357, 3.2747, 2.6749, 3.5516, 2.8738, 2.4034, 2.8943, 2.7262, 4.1909, 2.474, 3.7224, 3.1357, 3.2747, 2.6749, 3.5516, 2.8738, 2.4034, 2.8943, 1.9106, 2.9223, 4.8074, 2.1887, 2.7262, 4.1909, 2.474, 3.7224, 3.1357, 3.2747, 2.6749, 3.5516, 2.8738, 2.4034, 2.8943, 1.9106, 2.9223, 4.8074, 2.1887, 1.8754, 4.5895, 2.3127],[9.2741, 6.0341, 4.686, 4.2703, 4.5358, 6.6813, 4.2227, 3.0191, 4.0646, 4.5565, 5.9977, 4.6647, 3.5176, 3.5233, 3.3824, 4.2074],[2.829, 3.5406, 3.0904, 3.2648, 3.2502, 2.829, 3.5406, 3.0904, 3.2648, 3.2502, 3.8891, 2.7243, 3.211, 3.3393, 2.829, 3.5406, 3.0904, 3.2648, 3.2502, 3.8891, 2.7243, 3.211, 3.3393, 2.5033, 2.9944, 3.1858, 3.6912, 2.829, 3.5406, 3.0904, 3.2648, 3.2502, 3.8891, 2.7243, 3.211, 3.3393, 2.5033, 2.9944, 3.1858, 3.6912, 2.3996, 2.2623, 3.0246, 4.102, 2.829, 3.5406, 3.0904, 3.2648, 3.2502, 3.8891, 2.7243, 3.211, 3.3393, 2.5033, 2.9944, 3.1858, 3.6912, 2.3996, 2.2623, 3.0246, 4.102, 2.5337, 2.2706, 2.8103, 2.403, 2.8737],[14.5826, 6.1037, 6.3522, 9.2472, 14.6313, 9.54, 4.4066, 5.4816, 5.7261, 7.5309, 11.4612, 6.5597, 8.8886, 6.9355, 4.1089, 3.5593]
