RUUU,RRUU,RRRU,UUUR,UURR,URRR,RURU,URUR,URRU,UUUU,UP1,UP2,UP3,UP4,SW1,SW2,SW3,SW4,errors
3.1344,3.29975714286,2.79352857143,3.35755714286,3.04298,3.37068,3.48255,4.63555714286,4.0019,2.43398461538,3.03400833333,3.69115555556,3.25456153846,2.43398461538,2.82124848485,3.26889411765,3.6123875,4.63555714286,5
