RT_X,0.391, 0.558, 0.358, 0.308, 0.342, 0.442, 0.358, 0.324, 0.458, 0.474, 0.425, 0.342, 0.375, 0.358, 0.309, 0.359, 0.475, 0.508, 0.408, 0.357, 0.458, 0.407, 0.458, 0.408, 0.475, 0.441, 0.342, 0.425, 0.225, 0.351, 0.392, 0.441, 0.442, 0.425, 0.408, 0.475, 0.442, 0.558, 0.408, 0.408, 0.392, 0.591, 0.508, 0.392, 0.458, 0.491, 0.475, 0.424, 0.391, 0.425, 0.456, 0.491, 0.475, 0.374, 0.575, 0.425, 0.475, 0.458, 0.358, 0.492, 0.423, 0.426, 0.408, 0.475, 0.558, 0.508, 0.642, 0.591, 0.442, 0.602, 0.491, 0.491, 0.508, 0.358, 0.458, 0.425, 0.641, 0.574, 0.458, 0.541, 0.441, 0.541, 0.558, 0.525, 0.575, 0.458, 0.358, 0.408, 0.475, 0.425, 0.491, 0.524, 0.442, 0.508, 0.491, 0.525, 0.491, 0.424, 0.541, 0.491, 0.508, 0.458, 0.458, 0.541, 0.608, 0.558, 0.408, 0.608, 0.525, 0.608, 0.541, 0.375, 0.525, 0.706, 0.442, 0.492, 0.558, 0.641, 0.574
RT_AX,0.342, 0.375, 0.342, 0.491, 0.392, 0.408, 0.391, 0.458, 0.358, 0.391, 0.39, 0.342, 0.391, 0.342, 0.357, 0.392, 0.34, 0.423, 0.392, 0.342, 0.392, 0.342, 0.39, 0.441, 0.342, 0.325, 0.324, 0.375, 0.375, 0.425, 0.342, 0.358, 0.575, 0.388, 0.325, 0.392, 0.372, 0.358, 0.342, 0.375, 0.375, 0.458, 0.591, 0.325, 0.408, 0.442, 0.408, 0.325, 0.49, 0.358, 0.525, 0.325, 0.475, 0.458, 0.438, 0.324, 0.341, 0.391, 0.358, 0.392, 0.591, 0.375, 0.442, 0.468, 0.457, 0.359, 0.392, 0.658, 0.524, 0.425, 0.358, 0.374, 0.342, 0.308, 0.441, 0.34, 0.475, 0.342, 0.321, 0.325, 0.342, 0.425, 0.341, 0.507, 0.408, 0.375
Commissions_X,0.225, 0.441, 0.674, 0.691
Commissions_noa,0.425, 0.467, 0.691
Commissions_nox,0.342
Commissions_nxna,0.158
