RUUU,RRUU,RRRU,UUUR,UURR,URRR,RURU,URUR,URRU,UUUU,UP1,UP2,UP3,UP4,SW1,SW2,SW3,SW4,errors
4.1436,4.30163,3.9126,4.21352222222,5.5594,6.06265555556,6.67044444444,8.54512,8.48566666667,3.08421,5.12200625,6.75085111111,4.17856111111,3.08421,3.84830555556,5.256056,7.57805555556,8.54512,9
