#trials,correct2,correct4,correct6,mean_storage2,mean_storage4,mean_storage6,mean_nosw2,mean_nosw4,mean_nosw6,mean_sw2,mean_sw4,mean_sw6,raw_storage2,raw_storage4,raw_storage6,raw_nosw2,raw_nosw4,raw_nosw6,raw_sw2,raw_sw4,raw_sw6
12,3,1,0,1.675525,1.33765,0,1.81043589744,1.79385,0,1.274612,2.19042,0,[1.0774, 1.0774, 0.763, 1.0774, 0.763, 0.4856, 5.721, 2.4394],[0.4024, 2.2729],[],[5.013, 0.7355, 0.984, 1.3694, 1.9665, 5.013, 0.7355, 0.984, 1.3694, 1.9665, 1.1559, 3.3394, 4.5115, 0.7988, 1.1173, 1.1167, 5.013, 0.7355, 0.984, 1.3694, 1.9665, 1.1559, 3.3394, 4.5115, 0.7988, 1.1173, 1.1167, 0.7533, 0.3224, 0.9916, 1.7761, 0.9314, 1.4676, 3.2274, 1.1834, 0.7912, 1.3682, 1.1095, 2.4005],[0.2934, 3.352, 1.8861, 2.1756, 1.4269, 1.6291],[],[1.3492, 1.7621, 1.8161, 1.3492, 1.7621, 1.8161, 0.9078, 1.1254, 1.3492, 1.7621, 1.8161, 0.9078, 1.1254, 0.3893, 0.5383, 0.352, 0.3819, 0.351, 0.3296, 1.121, 1.1458, 1.7195, 3.0599, 0.8573, 2.7711],[0.3773, 1.8977, 1.7232, 1.8478, 1.8579, 2.4439, 2.152, 3.7535, 3.2299, 2.621],[]
