#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,4,5,2.45818181818,6.27942666667,2.04886595745,3.40065263158,1.71173170732,4.59474761905,[2.9888, 2.9888, 1.4161, 2.9888, 1.4161, 4.079, 2.9888, 1.4161, 4.079, 1.5034, 1.1751],[8.8064, 8.8064, 5.3525, 8.8064, 5.3525, 4.4973, 8.8064, 5.3525, 4.4973, 4.4581, 8.8064, 5.3525, 4.4973, 4.4581, 6.3413],[4.9833, 1.0951, 1.8035, 4.9833, 1.0951, 1.8035, 3.1431, 2.4268, 1.5778, 1.1752, 0.9738, 4.9833, 1.0951, 1.8035, 3.1431, 2.4268, 1.5778, 1.1752, 0.9738, 0.8361, 2.0858, 1.8926, 1.5276, 4.4075, 1.1991, 4.9833, 1.0951, 1.8035, 3.1431, 2.4268, 1.5778, 1.1752, 0.9738, 0.8361, 2.0858, 1.8926, 1.5276, 4.4075, 1.1991, 1.6229, 1.1631, 3.9565, 0.7912, 1.0025, 0.9549, 1.6827, 1.8078],[4.4564, 3.0003, 2.7613, 4.4564, 3.0003, 2.7613, 5.8434, 7.6147, 1.814, 2.4824, 4.4564, 3.0003, 2.7613, 5.8434, 7.6147, 1.814, 2.4824, 1.9684, 2.7594, 3.3561, 1.124, 4.4564, 3.0003, 2.7613, 5.8434, 7.6147, 1.814, 2.4824, 1.9684, 2.7594, 3.3561, 1.124, 1.6053, 1.4611, 5.4269, 4.3618, 2.638, 4.4564, 3.0003, 2.7613, 5.8434, 7.6147, 1.814, 2.4824, 1.9684, 2.7594, 3.3561, 1.124, 1.6053, 1.4611, 5.4269, 4.3618, 2.638, 3.8095, 1.8566, 5.0116, 2.4416],[1.558, 1.5359, 2.1782, 1.2065, 1.3082, 1.558, 1.5359, 2.1782, 1.2065, 1.3082, 2.5419, 1.0377, 2.3691, 1.558, 1.5359, 2.1782, 1.2065, 1.3082, 2.5419, 1.0377, 2.3691, 1.4169, 1.65, 1.558, 1.5359, 2.1782, 1.2065, 1.3082, 2.5419, 1.0377, 2.3691, 1.4169, 1.65, 1.219, 1.4759, 1.5766, 5.2625, 1.366, 1.2511, 1.6029, 1.2999],[4.5921, 3.2779, 7.622, 4.9889, 3.4771, 4.5921, 3.2779, 7.622, 4.9889, 3.4771, 6.6336, 2.062, 8.8414, 1.9279, 4.5921, 3.2779, 7.622, 4.9889, 3.4771, 6.6336, 2.062, 8.8414, 1.9279, 8.2929, 1.7198, 6.7693, 2.561, 4.5921, 3.2779, 7.622, 4.9889, 3.4771, 6.6336, 2.062, 8.8414, 1.9279, 8.2929, 1.7198, 6.7693, 2.561, 3.3831, 2.6921, 1.8583, 4.5921, 3.2779, 7.622, 4.9889, 3.4771, 6.6336, 2.062, 8.8414, 1.9279, 8.2929, 1.7198, 6.7693, 2.561, 3.3831, 2.6921, 1.8583, 3.8339, 2.2065, 5.7899, 6.0932]
