RUUU,RRUU,RRRU,UUUR,UURR,URRR,RURU,URUR,URRU,UUUU,UP1,UP2,UP3,UP4,SW1,SW2,SW3,SW4,errors
3.31864285714,2.767,2.69644285714,2.45774285714,3.25381428571,5.61066666667,5.45308571429,7.28706,6.24191428571,2.75808461538,4.04146923077,5.18108684211,2.88819285714,2.75808461538,2.86263823529,3.682245,5.8475,7.28706,1
