RUUU,RRUU,RRRU,UUUR,UURR,URRR,RURU,URUR,URRU,UUUU,UP1,UP2,UP3,UP4,SW1,SW2,SW3,SW4,errors
3.07958,3.19041666667,3.66692,2.84915,2.90855714286,3.59016,4.36966666667,5.0017625,5.80275,2.14946363636,3.62854,4.13701785714,2.95389090909,2.14946363636,2.83404074074,3.07808888889,5.18857142857,5.0017625,7
