targets_x,omissions_x,omissionsrate_x,notargets_x,commissions_x,commissionsrate_x,targets_ax,omissions_ax,omissionsrate_ax,notargets_ax,commissions_nox,commissions_noa,commissions_nxna,commissionsrate_nxna
8,0,0.0,23,3,0.130434782609,7,0,0.0,23,2,0,1,0.12
