RUUU,4.9612, 2.6789, 2.5758, 3.1914, 1.8682, 1.9812, 2.1818
RRUU,3.4171, 2.5291, 2.4973, 1.8974, 2.2009, 2.4011, 1.5939
RRRU,5.3693, 2.393, 3.7811, 2.3315, 3.9049, 2.0944, 1.8092
UUUR,5.5712, 2.6675, 4.7614, 8.9125, 3.2796, 2.2732, 3.3744
UURR,3.0498, 3.2489, 2.1699, 2.5042, 2.8642, 1.6799, 1.6571
URRR,2.013, 4.9562, 2.9189, 7.2885, 3.5987, 2.4948, 1.6808
RURU,6.6355, 7.107, 4.1064, 2.6381, 6.4187, 3.9855, 9.0417
URUR,9.1389, 6.2201, 5.2263, 7.3227, 6.6877, 3.0633, 4.5169, 6.1447, 3.8335, 3.7512
URRU,4.5893, 8.6832, 10.2006, 5.312, 7.7515, 2.2969, 2.311
UUUU,5.0003, 1.9127, 2.7504, 1.7609, 2.9015, 1.5205, 2.3751, 1.7666, 2.3428, 1.9025, 2.856, 1.2363, 4.8704, 7.4162
UP1,2.013, 5.3693, 2.393, 3.7811, 2.3315, 4.9562, 2.9189, 7.2885, 3.9049, 2.0944, 3.5987, 1.8092, 2.4948, 1.6808
UP2,4.5893, 9.1389, 3.4171, 2.5291, 8.6832, 2.4973, 3.0498, 6.6355, 7.107, 6.2201, 10.2006, 4.1064, 3.2489, 5.312, 5.2263, 7.3227, 2.1699, 7.7515, 2.6381, 2.2969, 2.5042, 6.6877, 6.4187, 2.311, 3.0633, 3.9855, 2.8642, 1.6799, 9.0417, 1.6571, 4.5169, 1.8974, 2.2009, 6.1447, 2.4011, 1.5939, 3.8335, 3.7512
UP3,5.5712, 2.6675, 4.7614, 4.9612, 8.9125, 2.6789, 3.2796, 2.2732, 3.3744, 2.5758, 3.1914, 1.8682, 1.9812, 2.1818
UP4,5.0003, 1.9127, 2.7504, 1.7609, 2.9015, 1.5205, 2.3751, 1.7666, 2.3428, 1.9025, 2.856, 1.2363, 4.8704, 7.4162
SW1,5.3693, 3.4171, 2.5291, 2.393, 3.7811, 2.4973, 2.3315, 4.9612, 5.0003, 2.6789, 3.9049, 1.9127, 2.7504, 2.0944, 1.8092, 1.7609, 1.8974, 2.2009, 2.4011, 1.5939, 2.9015, 1.5205, 2.5758, 2.3751, 3.1914, 1.7666, 1.8682, 2.3428, 1.9025, 1.9812, 2.1818, 2.856, 1.2363, 4.8704, 7.4162
SW2,5.5712, 2.013, 4.9562, 3.0498, 2.6675, 4.7614, 2.9189, 7.2885, 8.9125, 3.2489, 2.1699, 3.2796, 2.5042, 3.5987, 2.2732, 2.8642, 1.6799, 2.4948, 1.6571, 1.6808, 3.3744
SW3,4.5893, 8.6832, 6.6355, 7.107, 10.2006, 4.1064, 5.312, 7.7515, 2.6381, 2.2969, 6.4187, 2.311, 3.9855, 9.0417
SW4,9.1389, 6.2201, 5.2263, 7.3227, 6.6877, 3.0633, 4.5169, 6.1447, 3.8335, 3.7512
