n_back, resp, RT
1, 0, 2.8975252586017177
1, 1, 0.7831535005664136
1, 0, 1.6097622307283928
1, 0, 0.777458020172844
1, 1, 0.8552272575650477
1, 1, 0.8313303025101959
1, 1, 0.45522132744576993
1, 0, 0.5539963016583442
1, 0, 0.7377698418083583
1, 0, 0.5296066905430052
1, 1, 0.5991932186807389
1, 0, 0.5297483861806995
1, 0, 0.6170605539300595
1, 0, 0.5125250960936683
1, 1, 0.5272930887310849
1, 1, 0.5193367503743502
1, 0, 0.5939213996907711
1, 0, 0.9059035477507678
1, 1, 0.5751080963802906
1, 0, 0.6250365643170426
1, 0, 0.6419174470381677
1, 0, 0.8414323176673406
1, 0, 0.7055707198082928
1, 0, 0.577632103384758
1, 0, 0.8097115966334059
1, 0, 0.8977963904960689
1, 1, 1.1994016851801916
1, 1, 0.5751853589918028
1, 1, 0.4393320290871543
1, 1, 0.4473026225382455
1, 1, 0.3912476001548839
1, 1, 0.3992831968359951
1, 1, 0.39116577591335044
1, 0, 0.9857001446607683
1, 2, 0.6873019611018663
1, 0, 1.266267771113462
1, 0, 0.7286468665306529
1, 0, 0.6497306642474996
1, 0, 0.6813863820514143
1, 1, 0.5673915287106865
1, 0, 0.6015450241452527
1, 0, 0.5858207997791851
1, 0, 0.5293156015166005
1, 1, 0.5751682528787114
1, 0, 0.8894118291054838
1, 0, 0.5378755005676794
1, 1, 0.8072711244817583
1, 0, 0.3606125471060295
1, 1, 0.5912591182711822
1, 0, 0.8337616514013462
1, 0, 0.5457947756790418
1, 0, 0.6096419177320058
1, 1, 0.5913355255768238
1, 0, 0.49743265750885257
1, 1, 0.6230263109127918
1, 1, 0.6634052911488197
1, 1, 0.367140239907485
1, 0, 0.593527959086714
1, 0, 0.6577651205211623
1, 0, 0.45759309004256465
1, 0, 0.4568210341330996
1, 0, 0.5458700425770076
1, 1, 0.5113000132855632
1, 0, 0.7293419449308658
1, 0, 1.6256706309134188
1, 1, 0.6153205771147441
1, 1, 0.5751497212559116
1, 0, 0.5773584055732499
1, 0, 0.985901996796656
1, 0, 0.5292927933655847
1, 0, 0.48978622490312773
1, 0, 0.4721962937894659
1, 0, 0.4418494787482814
1, 0, 0.6258416920454692
1, 0, 0.5457283469393133
1, 1, 0.6554386891241393
1, 1, 0.8632243654915328
1, 0, 0.5298989199768585
1, 0, 0.5376163429523331
1, 1, 0.5832329299521462
1, 0, 0.5696458293300566
1, 1, 0.535223197714231
1, 0, 0.45789358743127195
1, 2, 0.6232033591843447
1, 0, 0.7858525601295696
1, 0, 0.5692013554883033
1, 0, 0.5217635376354792
1, 1, 0.7511907280304513
1, 1, 0.6153208622165494
1, 0, 0.6336674537380986
1, 0, 0.5137715615430807
1, 0, 0.44969234655400214
1, 0, 0.4175798955272967
1, 0, 0.5453004090072682
1, 0, 0.5297902961581258
1, 0, 0.5057918448317196
1, 1, 0.5673829756537998
1, 1, 0.4632195757797035
1, 1, 0.36729219921312506
1, 1, 0.3753870970870139
1, 0, 0.5688441228242027
1, 0, 0.5295573679165955
1, 1, 0.48716756407247885
1, 0, 0.6019344733226717
1, 3, 0.5056718169373653
1, 0, 0.569520954703421
1, 0, 0.505653855518176
1, 0, 0.5856272155981515
1, 0, 0.7536548636387579
1, 0, 0.5539760594244854
1, 0, 0.7052502652873045
1, 0, 0.5377489153297574
1, 1, 0.6072903973692974
1, 1, 0.6631649502583059
1, 1, 0.3753514593511227
1, 1, 0.3671935539603055
1, 0, 0.7219606570799897
1, 1, 0.7751920303758197
1, 0, 0.5616053859166641
1, 0, 1.257904307262379
1, 0, 0.6815543070626973
1, 0, 0.6016202910434458
1, 0, 0.5454840146223887
1, 1, 0.7912868871949286
1, 0, 0.5298746863165888
1, 1, 0.5751907759274673
1, 0, 0.61739298273028
1, 1, 0.607186335180586
1, 0, 1.417794862349865
1, 0, 0.5696481101451809
1, 0, 0.7779623654105308
1, 1, 0.623257813644841
1, 0, 0.561743090128175
1, 0, 0.5056758083635486
1, 0, 0.5696697778885209
1, 1, 0.663316909563946
1, 1, 0.07117369034153853
1, 1, 0.7033654567132999
1, 1, 0.5432451095048236
1, 1, 0.32723766492426876
1, 0, 0.7778708477046621
1, 0, 0.5378429989525557
1, 0, 0.4893637039067471
1, 2, 0.4234065227890369
1, 0, 0.6656789786966328
1, 0, 0.7778685668897651
1, 0, 0.6655826142589376
2, 0, 0.7294477177308636
2, 0, 0.8975959638694349
2, 0, 0.8817243418279759
2, 0, 0.8256978296335546
2, 0, 1.7457832005422915
2, 1, 0.7294400199798474
2, 0, 0.9032820359011566
2, 1, 0.9513148613918929
2, 2, 2.855337021791456
2, 0, 1.8256562047577063
2, 1, 1.1536756190560027
2, 0, 1.0418107619118473
2, 1, 0.7932615028632881
2, 1, 0.6095886036794127
2, 1, 0.8977855566242852
2, 0, 0.8818241274884713
2, 0, 1.513642980592067
2, 0, 1.2408523634092035
2, 0, 1.6018948441605971
2, 1, 0.5536262394091409
2, 1, 1.2094252973183757
2, 0, 0.6792233140358803
2, 0, 1.2415639777186698
2, 0, 0.7855591902878132
2, 1, 0.849675468522264
2, 1, 0.5615614802261462
2, 1, 0.7536722548536545
2, 0, 1.1769875450390828
2, 0, 1.2731350202623162
2, 1, 0.8576489129920901
2, 0, 0.6256389846039383
2, 0, 1.3217984911266285
2, 1, 1.0417300780779897
2, 0, 0.873740633690204
2, 0, 1.0016450378871014
2, 0, 1.4498500078973393
2, 0, 1.8174672232617013
2, 1, 0.44944772913481756
2, 0, 1.4313525974775985
2, 1, 0.7271851491566395
2, 2, 0.7753308749947792
2, 0, 1.5617889915317846
2, 0, 1.553556389447067
2, 0, 0.6737045968118309
2, 0, 1.0251092082778541
2, 0, 0.7454450697046013
2, 0, 0.7299090125836756
2, 0, 1.5911878427993997
2, 0, 0.9458109694660379
2, 0, 0.9933699556211195
2, 0, 0.9138111336849306
2, 0, 0.9294224577035948
2, 0, 0.9673475659997166
2, 1, 0.7752547527909428
2, 1, 1.7833308339399991
2, 0, 0.7536956332085083
2, 0, 1.4393767900835428
2, 1, 0.9350957001502138
2, 1, 2.095340066679455
2, 0, 0.7290605493685689
2, 0, 1.2950884357542236
2, 1, 0.8070390515458712
2, 0, 1.4735567999935029
2, 1, 0.7056457016042259
2, 2, 0.5773926177998874
2, 0, 1.177404363997539
2, 0, 1.5191123751894793
2, 0, 0.4336841607084807
2, 0, 0.8633757545935623
2, 1, 0.7032511308566427
2, 0, 0.4654442258029121
2, 0, 1.4072532200832484
2, 1, 1.0871949908737406
2, 0, 0.6334416530435192
2, 0, 0.9374207060377557
2, 1, 0.6256957198793316
2, 1, 0.9692979480078066
2, 0, 0.5773612565922122
2, 0, 1.0003840322415272
2, 0, 0.977643165337895
2, 3, 1.80173216502385
2, 0, 1.1271799603025556
2, 0, 1.985714114653092
2, 1, 0.5060624065222328
2, 1, 0.8580548980789899
2, 1, 0.697834480108213
2, 2, 0.9058756077661201
2, 1, 0.6178234865792547
2, 0, 0.7853935460916546
2, 0, 1.193753816801518
2, 0, 1.1857758107014433
2, 0, 0.8977328127753026
2, 0, 0.6655669336551
2, 1, 0.4416587455859826
2, 1, 0.8417841333957767
2, 0, 0.9993539591241642
2, 0, 1.9695725011247305
2, 0, 1.0579740431840037
2, 0, 1.3850483447270108
2, 0, 0.7618709298142221
2, 0, 0.9833574624562971
2, 1, 0.9991606600449359
2, 0, 1.297804031226633
2, 0, 0.8015075047371738
2, 1, 1.0658742164687283
2, 0, 0.7375702704875948
2, 0, 0.8472806126724208
2, 1, 0.7033549079433215
2, 0, 0.5455467370375118
2, 1, 0.953880493271754
2, 0, 0.7534550072159618
2, 0, 1.1374912402445716
2, 0, 0.815214348151585
2, 0, 1.7216929464082114
2, 1, 0.6577753841891081
2, 0, 0.751138269283274
2, 0, 1.1538640714031771
2, 0, 0.7777436922633569
2, 0, 0.7216872443705142
2, 0, 0.6258690618265064
2, 1, 0.8978075094696578
