#trials,correct2,correct4,mean_storage2,mean_storage4,mean_nosw2,mean_nosw4,mean_sw2,mean_sw4,raw_storage2,raw_storage4,raw_nosw2,raw_nosw4,raw_sw2,raw_sw4
10,5,5,3.35777333333,6.63559333333,2.38541296296,4.76168032787,3.62832727273,5.56541694915,[1.9143, 1.9143, 6.5068, 1.9143, 6.5068, 2.03, 1.9143, 6.5068, 2.03, 1.9434, 1.9143, 6.5068, 2.03, 1.9434, 4.7911],[8.6586, 8.6586, 4.9553, 8.6586, 4.9553, 8.2397, 8.6586, 4.9553, 8.2397, 4.4693, 8.6586, 4.9553, 8.2397, 4.4693, 2.762],[1.5564, 2.5729, 1.3777, 2.0141, 2.3317, 1.4637, 1.5564, 2.5729, 1.3777, 2.0141, 2.3317, 1.4637, 2.9918, 1.7173, 1.5564, 2.5729, 1.3777, 2.0141, 2.3317, 1.4637, 2.9918, 1.7173, 6.1421, 2.1018, 1.5564, 2.5729, 1.3777, 2.0141, 2.3317, 1.4637, 2.9918, 1.7173, 6.1421, 2.1018, 4.8954, 2.0985, 1.5564, 2.5729, 1.3777, 2.0141, 2.3317, 1.4637, 2.9918, 1.7173, 6.1421, 2.1018, 4.8954, 2.0985, 2.1135, 1.2837, 1.8356, 2.535, 2.065, 4.8411],[6.5032, 4.5202, 4.0243, 7.349, 6.5032, 4.5202, 4.0243, 7.349, 4.8689, 7.6959, 2.0867, 4.759, 6.5032, 4.5202, 4.0243, 7.349, 4.8689, 7.6959, 2.0867, 4.759, 3.6092, 3.0534, 2.8401, 5.3156, 6.8082, 6.5032, 4.5202, 4.0243, 7.349, 4.8689, 7.6959, 2.0867, 4.759, 3.6092, 3.0534, 2.8401, 5.3156, 6.8082, 2.9409, 5.9777, 3.0958, 6.5032, 4.5202, 4.0243, 7.349, 4.8689, 7.6959, 2.0867, 4.759, 3.6092, 3.0534, 2.8401, 5.3156, 6.8082, 2.9409, 5.9777, 3.0958, 2.3647, 2.775, 4.1824, 2.6066],[2.0593, 3.4215, 2.0593, 3.4215, 3.47, 2.5113, 5.1278, 2.3724, 2.5687, 1.7285, 2.0593, 3.4215, 3.47, 2.5113, 5.1278, 2.3724, 2.5687, 1.7285, 2.4049, 2.3202, 3.9837, 3.3756, 3.1007, 5.2692, 2.0593, 3.4215, 3.47, 2.5113, 5.1278, 2.3724, 2.5687, 1.7285, 2.4049, 2.3202, 3.9837, 3.3756, 3.1007, 5.2692, 3.9358, 11.7468, 1.733, 2.066, 7.5836, 8.9972, 2.0593, 3.4215, 3.47, 2.5113, 5.1278, 2.3724, 2.5687, 1.7285, 2.4049, 2.3202, 3.9837, 3.3756, 3.1007, 5.2692, 3.9358, 11.7468, 1.733, 2.066, 7.5836, 8.9972, 3.9648, 3.4983],[7.3336, 4.2205, 2.9481, 7.9533, 7.3336, 4.2205, 2.9481, 7.9533, 2.1652, 5.224, 3.4222, 5.5561, 7.3336, 4.2205, 2.9481, 7.9533, 2.1652, 5.224, 3.4222, 5.5561, 4.051, 10.3655, 8.4518, 7.3336, 4.2205, 2.9481, 7.9533, 2.1652, 5.224, 3.4222, 5.5561, 4.051, 10.3655, 8.4518, 4.1814, 9.8141, 3.7792, 3.339, 8.5787, 7.3336, 4.2205, 2.9481, 7.9533, 2.1652, 5.224, 3.4222, 5.5561, 4.051, 10.3655, 8.4518, 4.1814, 9.8141, 3.7792, 3.339, 8.5787, 11.1043, 4.1519, 3.6625, 3.7037]
